candidate_id,run_role,geo_id,canonical_metric_key,feature_component,feature_origin,series_variant,calendar_month,calendar_month_observation_count,calendar_month_mean_absolute_change,series_family,comparison_pair,dimension,axis
price_family_ma12_structural_linked,baseline,alameda_county_ca__county,median_ppsf,level,normalized_feature,normalized_score,1,12,0.052274145623209124,normalized_feature,baseline_vs_challenger,,
price_family_ma12_structural_linked,baseline,alameda_county_ca__county,median_ppsf,level,normalized_feature,normalized_score,2,12,0.17979622960591546,normalized_feature,baseline_vs_challenger,,
price_family_ma12_structural_linked,baseline,alameda_county_ca__county,median_ppsf,level,normalized_feature,normalized_score,3,12,0.0730586924044679,normalized_feature,baseline_vs_challenger,,
price_family_ma12_structural_linked,baseline,alameda_county_ca__county,median_ppsf,level,normalized_feature,normalized_score,4,12,0.04364565192151402,normalized_feature,baseline_vs_challenger,,
price_family_ma12_structural_linked,baseline,alameda_county_ca__county,median_ppsf,level,normalized_feature,normalized_score,5,12,0.032796892048755445,normalized_feature,baseline_vs_challenger,,
price_family_ma12_structural_linked,baseline,alameda_county_ca__county,median_ppsf,level,normalized_feature,normalized_score,6,11,0.0633723706845639,normalized_feature,baseline_vs_challenger,,
price_family_ma12_structural_linked,baseline,alameda_county_ca__county,median_ppsf,level,normalized_feature,normalized_score,7,11,0.0450151307871777,normalized_feature,baseline_vs_challenger,,
price_family_ma12_structural_linked,baseline,alameda_county_ca__county,median_ppsf,level,normalized_feature,normalized_score,8,11,0.08049529188147388,normalized_feature,baseline_vs_challenger,,
price_family_ma12_structural_linked,baseline,alameda_county_ca__county,median_ppsf,level,normalized_feature,normalized_score,9,11,0.05243712823012119,normalized_feature,baseline_vs_challenger,,
price_family_ma12_structural_linked,baseline,alameda_county_ca__county,median_ppsf,level,normalized_feature,normalized_score,10,11,0.05846290234604223,normalized_feature,baseline_vs_challenger,,
price_family_ma12_structural_linked,baseline,alameda_county_ca__county,median_ppsf,level,normalized_feature,normalized_score,11,11,0.07327689278191117,normalized_feature,baseline_vs_challenger,,
price_family_ma12_structural_linked,baseline,alameda_county_ca__county,median_ppsf,level,normalized_feature,normalized_score,12,12,0.08319634377029882,normalized_feature,baseline_vs_challenger,,
price_family_ma12_structural_linked,challenger,alameda_county_ca__county,median_ppsf,level,normalized_feature,normalized_score,1,11,0.02039175352444842,normalized_feature,baseline_vs_challenger,,
price_family_ma12_structural_linked,challenger,alameda_county_ca__county,median_ppsf,level,normalized_feature,normalized_score,2,11,0.018402271922721036,normalized_feature,baseline_vs_challenger,,
price_family_ma12_structural_linked,challenger,alameda_county_ca__county,median_ppsf,level,normalized_feature,normalized_score,3,11,0.018915720478168897,normalized_feature,baseline_vs_challenger,,
price_family_ma12_structural_linked,challenger,alameda_county_ca__county,median_ppsf,level,normalized_feature,normalized_score,4,11,0.03436992285710099,normalized_feature,baseline_vs_challenger,,
price_family_ma12_structural_linked,challenger,alameda_county_ca__county,median_ppsf,level,normalized_feature,normalized_score,5,11,0.014964793463261234,normalized_feature,baseline_vs_challenger,,
price_family_ma12_structural_linked,challenger,alameda_county_ca__county,median_ppsf,level,normalized_feature,normalized_score,6,10,0.022139611443408924,normalized_feature,baseline_vs_challenger,,
price_family_ma12_structural_linked,challenger,alameda_county_ca__county,median_ppsf,level,normalized_feature,normalized_score,7,10,0.015475773171975704,normalized_feature,baseline_vs_challenger,,
price_family_ma12_structural_linked,challenger,alameda_county_ca__county,median_ppsf,level,normalized_feature,normalized_score,8,10,0.008827160493827146,normalized_feature,baseline_vs_challenger,,
price_family_ma12_structural_linked,challenger,alameda_county_ca__county,median_ppsf,level,normalized_feature,normalized_score,9,10,0.013497629364240881,normalized_feature,baseline_vs_challenger,,
price_family_ma12_structural_linked,challenger,alameda_county_ca__county,median_ppsf,level,normalized_feature,normalized_score,10,10,0.015389867089048104,normalized_feature,baseline_vs_challenger,,
price_family_ma12_structural_linked,challenger,alameda_county_ca__county,median_ppsf,level,normalized_feature,normalized_score,11,11,0.011952009719550483,normalized_feature,baseline_vs_challenger,,
price_family_ma12_structural_linked,challenger,alameda_county_ca__county,median_ppsf,level,normalized_feature,normalized_score,12,11,0.0063279857397504635,normalized_feature,baseline_vs_challenger,,
price_family_ma12_structural_linked,baseline,alameda_county_ca__county,median_ppsf,long,normalized_feature,normalized_score,1,11,0.11950071729663748,normalized_feature,baseline_vs_challenger,,
price_family_ma12_structural_linked,baseline,alameda_county_ca__county,median_ppsf,long,normalized_feature,normalized_score,2,11,0.2158076621974564,normalized_feature,baseline_vs_challenger,,
price_family_ma12_structural_linked,baseline,alameda_county_ca__county,median_ppsf,long,normalized_feature,normalized_score,3,11,0.12704555317698157,normalized_feature,baseline_vs_challenger,,
price_family_ma12_structural_linked,baseline,alameda_county_ca__county,median_ppsf,long,normalized_feature,normalized_score,4,11,0.20276719234135018,normalized_feature,baseline_vs_challenger,,
price_family_ma12_structural_linked,baseline,alameda_county_ca__county,median_ppsf,long,normalized_feature,normalized_score,5,11,0.153195606869416,normalized_feature,baseline_vs_challenger,,
price_family_ma12_structural_linked,baseline,alameda_county_ca__county,median_ppsf,long,normalized_feature,normalized_score,6,10,0.14050862560245475,normalized_feature,baseline_vs_challenger,,
price_family_ma12_structural_linked,baseline,alameda_county_ca__county,median_ppsf,long,normalized_feature,normalized_score,7,10,0.11492358465468178,normalized_feature,baseline_vs_challenger,,
price_family_ma12_structural_linked,baseline,alameda_county_ca__county,median_ppsf,long,normalized_feature,normalized_score,8,10,0.14132000326016472,normalized_feature,baseline_vs_challenger,,
price_family_ma12_structural_linked,baseline,alameda_county_ca__county,median_ppsf,long,normalized_feature,normalized_score,9,10,0.12084985513418603,normalized_feature,baseline_vs_challenger,,
price_family_ma12_structural_linked,baseline,alameda_county_ca__county,median_ppsf,long,normalized_feature,normalized_score,10,10,0.22451123224497396,normalized_feature,baseline_vs_challenger,,
price_family_ma12_structural_linked,baseline,alameda_county_ca__county,median_ppsf,long,normalized_feature,normalized_score,11,10,0.10012271852857738,normalized_feature,baseline_vs_challenger,,
price_family_ma12_structural_linked,baseline,alameda_county_ca__county,median_ppsf,long,normalized_feature,normalized_score,12,11,0.07009997662293091,normalized_feature,baseline_vs_challenger,,
price_family_ma12_structural_linked,challenger,alameda_county_ca__county,median_ppsf,long,normalized_feature,normalized_score,1,10,0.05664553343554964,normalized_feature,baseline_vs_challenger,,
price_family_ma12_structural_linked,challenger,alameda_county_ca__county,median_ppsf,long,normalized_feature,normalized_score,2,10,0.04205107053672854,normalized_feature,baseline_vs_challenger,,
price_family_ma12_structural_linked,challenger,alameda_county_ca__county,median_ppsf,long,normalized_feature,normalized_score,3,10,0.06472482732544653,normalized_feature,baseline_vs_challenger,,
price_family_ma12_structural_linked,challenger,alameda_county_ca__county,median_ppsf,long,normalized_feature,normalized_score,4,10,0.07715182752994978,normalized_feature,baseline_vs_challenger,,
price_family_ma12_structural_linked,challenger,alameda_county_ca__county,median_ppsf,long,normalized_feature,normalized_score,5,10,0.06607776460106159,normalized_feature,baseline_vs_challenger,,
price_family_ma12_structural_linked,challenger,alameda_county_ca__county,median_ppsf,long,normalized_feature,normalized_score,6,9,0.09642832290164316,normalized_feature,baseline_vs_challenger,,
price_family_ma12_structural_linked,challenger,alameda_county_ca__county,median_ppsf,long,normalized_feature,normalized_score,7,9,0.0737796347601366,normalized_feature,baseline_vs_challenger,,
price_family_ma12_structural_linked,challenger,alameda_county_ca__county,median_ppsf,long,normalized_feature,normalized_score,8,9,0.03726470124198807,normalized_feature,baseline_vs_challenger,,
price_family_ma12_structural_linked,challenger,alameda_county_ca__county,median_ppsf,long,normalized_feature,normalized_score,9,9,0.06736182795434714,normalized_feature,baseline_vs_challenger,,
price_family_ma12_structural_linked,challenger,alameda_county_ca__county,median_ppsf,long,normalized_feature,normalized_score,10,9,0.08418026278768237,normalized_feature,baseline_vs_challenger,,
price_family_ma12_structural_linked,challenger,alameda_county_ca__county,median_ppsf,long,normalized_feature,normalized_score,11,10,0.07537718224388074,normalized_feature,baseline_vs_challenger,,
price_family_ma12_structural_linked,challenger,alameda_county_ca__county,median_ppsf,long,normalized_feature,normalized_score,12,10,0.06922962892272991,normalized_feature,baseline_vs_challenger,,
price_family_ma12_structural_linked,baseline,alameda_county_ca__county,median_ppsf,short,normalized_feature,normalized_score,1,12,0.5249281500572359,normalized_feature,baseline_vs_challenger,,
price_family_ma12_structural_linked,baseline,alameda_county_ca__county,median_ppsf,short,normalized_feature,normalized_score,2,12,0.9539125111017666,normalized_feature,baseline_vs_challenger,,
price_family_ma12_structural_linked,baseline,alameda_county_ca__county,median_ppsf,short,normalized_feature,normalized_score,3,12,0.4064063734579601,normalized_feature,baseline_vs_challenger,,
price_family_ma12_structural_linked,baseline,alameda_county_ca__county,median_ppsf,short,normalized_feature,normalized_score,4,12,0.4199251153758102,normalized_feature,baseline_vs_challenger,,
price_family_ma12_structural_linked,baseline,alameda_county_ca__county,median_ppsf,short,normalized_feature,normalized_score,5,12,0.6300057832634297,normalized_feature,baseline_vs_challenger,,
price_family_ma12_structural_linked,baseline,alameda_county_ca__county,median_ppsf,short,normalized_feature,normalized_score,6,11,0.726911246014934,normalized_feature,baseline_vs_challenger,,
price_family_ma12_structural_linked,baseline,alameda_county_ca__county,median_ppsf,short,normalized_feature,normalized_score,7,11,0.35406550920283064,normalized_feature,baseline_vs_challenger,,
price_family_ma12_structural_linked,baseline,alameda_county_ca__county,median_ppsf,short,normalized_feature,normalized_score,8,11,0.35419026192248326,normalized_feature,baseline_vs_challenger,,
price_family_ma12_structural_linked,baseline,alameda_county_ca__county,median_ppsf,short,normalized_feature,normalized_score,9,11,0.6539927690189606,normalized_feature,baseline_vs_challenger,,
price_family_ma12_structural_linked,baseline,alameda_county_ca__county,median_ppsf,short,normalized_feature,normalized_score,10,11,0.7077841560875378,normalized_feature,baseline_vs_challenger,,
