candidate_id,run_role,geo_id,canonical_metric_key,rows,first_date,last_date,mean_value,value_std,mean_absolute_change_1m,p90_absolute_change_1m,maximum_absolute_change_1m,sign_flip_rate,near_zero_rate,overlap_rows,baseline_challenger_correlation,mean_absolute_baseline_challenger_difference
price_family_ma12_structural_linked,baseline,alameda_county_ca__county,median_ppsf,138,2014-12-31,2026-05-31,-0.020190325471672863,0.39616405996092163,0.2745778396966519,0.5757287847380711,0.9720000000000001,0.2826086956521739,0.16666666666666666,127,0.5251904333791203,0.34945627604056506
price_family_ma12_structural_linked,challenger,alameda_county_ca__county,median_ppsf,127,2015-11-30,2026-05-31,-0.1483962345541177,0.4555256034570346,0.06750923088623051,0.1608907062773042,0.6162962962962963,0.05511811023622047,0.08661417322834646,127,0.5251904333791203,0.34945627604056506
price_family_ma12_structural_linked,baseline,alameda_county_ca__county,median_sale_price,138,2014-12-31,2026-05-31,0.003980015536889599,0.4025508623481052,0.3306348971089179,0.685060730289817,1.3286666666666667,0.4057971014492754,0.15217391304347827,127,0.4718620022532065,0.3587923245437028
price_family_ma12_structural_linked,challenger,alameda_county_ca__county,median_sale_price,127,2015-11-30,2026-05-31,-0.11476860526298038,0.45236582205710496,0.0800012457406894,0.170731842044633,0.5792592592592593,0.05511811023622047,0.11811023622047244,127,0.4718620022532065,0.3587923245437028
price_family_ma12_structural_linked,baseline,alameda_county_ca__county,payment_burden,127,2015-11-30,2026-05-31,-0.2028253273524929,0.4751497190158982,0.2381362213386464,0.4992922122188187,1.2298321226132778,0.12598425196850394,0.09448818897637795,127,0.8420338364827853,0.19897299240133476
price_family_ma12_structural_linked,challenger,alameda_county_ca__county,payment_burden,127,2015-11-30,2026-05-31,-0.23581649353558323,0.47424665210558126,0.12760404666078395,0.2745804461613107,0.5761896853293695,0.07874015748031496,0.14173228346456693,127,0.8420338364827853,0.19897299240133476
price_family_ma12_structural_linked,baseline,alameda_county_ca__county,price_to_income,127,2015-11-30,2026-05-31,-0.10491279704098085,0.4798308756267424,0.2790874634971916,0.5503840750124029,1.2467216184921353,0.25196850393700787,0.18110236220472442,127,0.7473941999141017,0.26246877558167175
price_family_ma12_structural_linked,challenger,alameda_county_ca__county,price_to_income,127,2015-11-30,2026-05-31,-0.15918319281621401,0.4362547000939853,0.09301671428515763,0.2555443934343017,0.7035046305030797,0.07086614173228346,0.11811023622047244,127,0.7473941999141017,0.26246877558167175
price_family_ma12_structural_linked,baseline,district_of_columbia_dc__county,median_ppsf,138,2014-12-31,2026-05-31,0.0066347245728518,0.42496610730048096,0.4725209444327296,0.9517014844804319,1.4953333333333334,0.5652173913043478,0.15942028985507245,127,0.4600501596267166,0.3937007511137695
price_family_ma12_structural_linked,challenger,district_of_columbia_dc__county,median_ppsf,127,2015-11-30,2026-05-31,-0.08712434520319293,0.4921131268346171,0.1146496112018404,0.25470080225625247,0.9970940170940171,0.08661417322834646,0.11023622047244094,127,0.4600501596267166,0.3937007511137695
price_family_ma12_structural_linked,baseline,district_of_columbia_dc__county,median_sale_price,138,2014-12-31,2026-05-31,0.08184421737739825,0.4466700860498027,0.5349538966584182,0.974690657000331,1.6686666666666667,0.5362318840579711,0.16666666666666666,127,0.3583521342883531,0.41645790413214867
price_family_ma12_structural_linked,challenger,district_of_columbia_dc__county,median_sale_price,127,2015-11-30,2026-05-31,0.009734829526824366,0.4834676110538927,0.18072469343383957,0.46650262594825914,1.0817777777777777,0.18110236220472442,0.12598425196850394,127,0.3583521342883531,0.41645790413214867
price_family_ma12_structural_linked,baseline,district_of_columbia_dc__county,payment_burden,127,2015-11-30,2026-05-31,-0.07472193568964038,0.5011511633533328,0.368120832254225,0.7431617376164086,1.146,0.28346456692913385,0.09448818897637795,127,0.8094779182362333,0.25081265106001693
price_family_ma12_structural_linked,challenger,district_of_columbia_dc__county,payment_burden,127,2015-11-30,2026-05-31,-0.05018801031388146,0.519636499831743,0.14017151761259844,0.2991666666666667,0.9418041236904747,0.11023622047244094,0.15748031496062992,127,0.8094779182362333,0.25081265106001693
price_family_ma12_structural_linked,baseline,district_of_columbia_dc__county,price_to_income,127,2015-11-30,2026-05-31,0.13552277603787077,0.49207635163952906,0.4396433993380961,0.9588057695913195,1.3993313160930516,0.4251968503937008,0.14173228346456693,127,0.6831090987106663,0.33521632215116154
price_family_ma12_structural_linked,challenger,district_of_columbia_dc__county,price_to_income,127,2015-11-30,2026-05-31,0.13445161981611756,0.5571108410974253,0.13663610115461278,0.24945611030990633,1.4564564564564564,0.08661417322834646,0.07086614173228346,127,0.6831090987106663,0.33521632215116154
