candidate_id,run_role,geo_id,canonical_metric_key,feature_component,rows,first_date,last_date,mean_value,value_std,mean_absolute_change_1m,p90_absolute_change_1m,maximum_absolute_change_1m,sign_flip_rate,near_zero_rate,overlap_rows,baseline_challenger_correlation,mean_absolute_baseline_challenger_difference,feature_origin,series_variant
price_family_ma12_structural_linked,structural_ma12,20005_district_of_columbia_dc__zip,median_ppsf,level,160,2012-03-31,2026-05-31,658.7537585957423,39.57960434302961,2.770748692168758,5.752859106350053,13.772244166833389,0.0,0.0,160.0,1.0,0.0,structural_ma12,ma12_level
price_family_ma12_structural_linked,raw_source,20005_district_of_columbia_dc__zip,median_sale_price,level,160,2012-03-31,2026-05-31,539176.4661458333,43381.4260586655,4565.689727463311,9095.833333333345,17062.5,0.0,0.0,160.0,1.0,0.0,raw_source,raw_level
price_family_ma12_structural_linked,structural_ma12,20005_district_of_columbia_dc__zip,median_sale_price,level,160,2012-03-31,2026-05-31,539176.4661458333,43381.4260586655,4565.689727463311,9095.833333333345,17062.5,0.0,0.0,160.0,1.0,0.0,structural_ma12,ma12_level
price_family_ma12_structural_linked,raw_source,20006_district_of_columbia_dc__zip,median_ppsf,level,146,2012-03-31,2026-05-31,507.8775955184041,34.37890038787157,4.383991984234482,8.7705623328667,17.083452380916697,0.0,0.0,146.0,1.0,0.0,raw_source,raw_level
price_family_ma12_structural_linked,structural_ma12,20006_district_of_columbia_dc__zip,median_ppsf,level,146,2012-03-31,2026-05-31,507.8775955184041,34.37890038787157,4.383991984234482,8.7705623328667,17.083452380916697,0.0,0.0,146.0,1.0,0.0,structural_ma12,ma12_level
price_family_ma12_structural_linked,raw_source,20006_district_of_columbia_dc__zip,median_sale_price,level,148,2012-03-31,2026-05-31,308343.1323198198,89331.20260553077,11481.80612244898,39958.33333333334,83333.33333333331,0.0,0.0,148.0,0.9999999999999999,0.0,raw_source,raw_level
price_family_ma12_structural_linked,structural_ma12,20006_district_of_columbia_dc__zip,median_sale_price,level,148,2012-03-31,2026-05-31,308343.1323198198,89331.20260553077,11481.80612244898,39958.33333333334,83333.33333333331,0.0,0.0,148.0,0.9999999999999999,0.0,structural_ma12,ma12_level
price_family_ma12_structural_linked,raw_source,20007_district_of_columbia_dc__zip,median_ppsf,level,160,2012-03-31,2026-05-31,610.9007622732245,52.63990833487466,2.607586448587525,5.32841418994999,7.987821565416766,0.0,0.0,160.0,1.0,0.0,raw_source,raw_level
price_family_ma12_structural_linked,structural_ma12,20007_district_of_columbia_dc__zip,median_ppsf,level,160,2012-03-31,2026-05-31,610.9007622732245,52.63990833487466,2.607586448587525,5.32841418994999,7.987821565416766,0.0,0.0,160.0,1.0,0.0,structural_ma12,ma12_level
price_family_ma12_structural_linked,raw_source,20007_district_of_columbia_dc__zip,median_sale_price,level,160,2012-03-31,2026-05-31,1062704.5145833334,166182.18474039165,8256.348794549263,17452.33333333341,34166.666666666744,0.0,0.0,160.0,1.0,0.0,raw_source,raw_level
price_family_ma12_structural_linked,structural_ma12,20007_district_of_columbia_dc__zip,median_sale_price,level,160,2012-03-31,2026-05-31,1062704.5145833334,166182.18474039165,8256.348794549263,17452.33333333341,34166.666666666744,0.0,0.0,160.0,1.0,0.0,structural_ma12,ma12_level
price_family_ma12_structural_linked,raw_source,20008_district_of_columbia_dc__zip,median_ppsf,level,160,2012-03-31,2026-05-31,505.6718855207896,31.981531985607543,1.6889780727059758,3.372543228000019,4.36416666666662,0.0,0.0,160.0,0.9999999999999999,0.0,raw_source,raw_level
price_family_ma12_structural_linked,structural_ma12,20008_district_of_columbia_dc__zip,median_ppsf,level,160,2012-03-31,2026-05-31,505.6718855207896,31.981531985607543,1.6889780727059758,3.372543228000019,4.36416666666662,0.0,0.0,160.0,0.9999999999999999,0.0,structural_ma12,ma12_level
price_family_ma12_structural_linked,raw_source,20008_district_of_columbia_dc__zip,median_sale_price,level,160,2012-03-31,2026-05-31,565851.9080729167,58146.75963216812,6504.359276729556,13051.833333333303,27708.333333333372,0.0,0.0,160.0,1.0,0.0,raw_source,raw_level
price_family_ma12_structural_linked,structural_ma12,20008_district_of_columbia_dc__zip,median_sale_price,level,160,2012-03-31,2026-05-31,565851.9080729167,58146.75963216812,6504.359276729556,13051.833333333303,27708.333333333372,0.0,0.0,160.0,1.0,0.0,structural_ma12,ma12_level
price_family_ma12_structural_linked,raw_source,20009_district_of_columbia_dc__zip,median_ppsf,level,160,2012-03-31,2026-05-31,622.0742789196672,42.10067555540965,1.4982831400707495,3.0075368036834136,5.652606822333269,0.0,0.0,160.0,1.0,0.0,raw_source,raw_level
price_family_ma12_structural_linked,structural_ma12,20009_district_of_columbia_dc__zip,median_ppsf,level,160,2012-03-31,2026-05-31,622.0742789196672,42.10067555540965,1.4982831400707495,3.0075368036834136,5.652606822333269,0.0,0.0,160.0,1.0,0.0,structural_ma12,ma12_level
price_family_ma12_structural_linked,raw_source,20009_district_of_columbia_dc__zip,median_sale_price,level,160,2012-03-31,2026-05-31,576000.48125,56563.11937369744,2956.038784067087,6791.6666666667,16250.0,0.0,0.0,160.0,1.0,0.0,raw_source,raw_level
price_family_ma12_structural_linked,structural_ma12,20009_district_of_columbia_dc__zip,median_sale_price,level,160,2012-03-31,2026-05-31,576000.48125,56563.11937369744,2956.038784067087,6791.6666666667,16250.0,0.0,0.0,160.0,1.0,0.0,structural_ma12,ma12_level
price_family_ma12_structural_linked,raw_source,20010_district_of_columbia_dc__zip,median_ppsf,level,160,2012-03-31,2026-05-31,490.8979050180677,34.29597058829576,2.5400974634591194,4.6646878267833625,7.832209502166677,0.0,0.0,160.0,0.9999999999999998,0.0,raw_source,raw_level
price_family_ma12_structural_linked,structural_ma12,20010_district_of_columbia_dc__zip,median_ppsf,level,160,2012-03-31,2026-05-31,490.8979050180677,34.29597058829576,2.5400974634591194,4.6646878267833625,7.832209502166677,0.0,0.0,160.0,0.9999999999999998,0.0,structural_ma12,ma12_level
price_family_ma12_structural_linked,raw_source,20010_district_of_columbia_dc__zip,median_sale_price,level,160,2012-03-31,2026-05-31,673970.7322916667,86715.21535928694,4419.241614255764,8714.999999999978,11462.5,0.0,0.0,160.0,0.9999999999999998,0.0,raw_source,raw_level
price_family_ma12_structural_linked,structural_ma12,20010_district_of_columbia_dc__zip,median_sale_price,level,160,2012-03-31,2026-05-31,673970.7322916667,86715.21535928694,4419.241614255764,8714.999999999978,11462.5,0.0,0.0,160.0,0.9999999999999998,0.0,structural_ma12,ma12_level
price_family_ma12_structural_linked,raw_source,20011_district_of_columbia_dc__zip,median_ppsf,level,160,2012-03-31,2026-05-31,373.73427521093697,45.911871425515876,1.9086875202594353,3.6713125211333604,6.042075058500075,0.0,0.0,160.0,0.9999999999999999,0.0,raw_source,raw_level
price_family_ma12_structural_linked,structural_ma12,20011_district_of_columbia_dc__zip,median_ppsf,level,160,2012-03-31,2026-05-31,373.73427521093697,45.911871425515876,1.9086875202594353,3.6713125211333604,6.042075058500075,0.0,0.0,160.0,0.9999999999999999,0.0,structural_ma12,ma12_level
price_family_ma12_structural_linked,raw_source,20011_district_of_columbia_dc__zip,median_sale_price,level,160,2012-03-31,2026-05-31,601302.15,98910.47403143618,3250.7578616352207,6883.333333333327,10541.666666666686,0.0,0.0,160.0,1.0,0.0,raw_source,raw_level
price_family_ma12_structural_linked,structural_ma12,20011_district_of_columbia_dc__zip,median_sale_price,level,160,2012-03-31,2026-05-31,601302.15,98910.47403143618,3250.7578616352207,6883.333333333327,10541.666666666686,0.0,0.0,160.0,1.0,0.0,structural_ma12,ma12_level
price_family_ma12_structural_linked,raw_source,20012_district_of_columbia_dc__zip,median_ppsf,level,160,2012-03-31,2026-05-31,363.58114097592863,41.352679731282606,2.164959836618975,4.501531331133334,7.6141666666666765,0.0,0.0,160.0,1.0,0.0,raw_source,raw_level
price_family_ma12_structural_linked,structural_ma12,20012_district_of_columbia_dc__zip,median_ppsf,level,160,2012-03-31,2026-05-31,363.58114097592863,41.352679731282606,2.164959836618975,4.501531331133334,7.6141666666666765,0.0,0.0,160.0,1.0,0.0,structural_ma12,ma12_level
price_family_ma12_structural_linked,raw_source,20012_district_of_columbia_dc__zip,median_sale_price,level,160,2012-03-31,2026-05-31,663720.0932291667,101828.06177781142,7054.098532494762,15416.666666666652,26209.75,0.0,0.0,160.0,1.0,0.0,raw_source,raw_level
price_family_ma12_structural_linked,structural_ma12,20012_district_of_columbia_dc__zip,median_sale_price,level,160,2012-03-31,2026-05-31,663720.0932291667,101828.06177781142,7054.098532494762,15416.666666666652,26209.75,0.0,0.0,160.0,1.0,0.0,structural_ma12,ma12_level
price_family_ma12_structural_linked,raw_source,20015_district_of_columbia_dc__zip,median_ppsf,level,160,2012-03-31,2026-05-31,492.25339592590626,41.45136220408666,2.430097980156184,4.6205012460833474,10.09272906724999,0.0,0.0,160.0,1.0,0.0,raw_source,raw_level
price_family_ma12_structural_linked,structural_ma12,20015_district_of_columbia_dc__zip,median_ppsf,level,160,2012-03-31,2026-05-31,492.25339592590626,41.45136220408666,2.430097980156184,4.6205012460833474,10.09272906724999,0.0,0.0,160.0,1.0,0.0,structural_ma12,ma12_level
price_family_ma12_structural_linked,raw_source,20015_district_of_columbia_dc__zip,median_sale_price,level,160,2012-03-31,2026-05-31,1104130.9145833333,197234.51956091888,7807.395178197063,18216.666666666617,31041.666666666744,0.0,0.0,160.0,1.0,0.0,raw_source,raw_level
price_family_ma12_structural_linked,structural_ma12,20015_district_of_columbia_dc__zip,median_sale_price,level,160,2012-03-31,2026-05-31,1104130.9145833333,197234.51956091888,7807.395178197063,18216.666666666617,31041.666666666744,0.0,0.0,160.0,1.0,0.0,structural_ma12,ma12_level
price_family_ma12_structural_linked,raw_source,20016_district_of_columbia_dc__zip,median_ppsf,level,160,2012-03-31,2026-05-31,476.8032739015396,45.95354575331394,1.9434869739035596,3.9620104977000388,6.718333333333419,0.0,0.0,160.0,1.0,0.0,raw_source,raw_level
price_family_ma12_structural_linked,structural_ma12,20016_district_of_columbia_dc__zip,median_ppsf,level,160,2012-03-31,2026-05-31,476.8032739015396,45.95354575331394,1.9434869739035596,3.9620104977000388,6.718333333333419,0.0,0.0,160.0,1.0,0.0,structural_ma12,ma12_level
price_family_ma12_structural_linked,raw_source,20016_district_of_columbia_dc__zip,median_sale_price,level,160,2012-03-31,2026-05-31,869939.6552083334,156831.30327787035,9559.337002096438,21562.500000000076,33625.0,0.0,0.0,160.0,0.9999999999999998,0.0,raw_source,raw_level
price_family_ma12_structural_linked,structural_ma12,20016_district_of_columbia_dc__zip,median_sale_price,level,160,2012-03-31,2026-05-31,869939.6552083334,156831.30327787035,9559.337002096438,21562.500000000076,33625.0,0.0,0.0,160.0,0.9999999999999998,0.0,structural_ma12,ma12_level
price_family_ma12_structural_linked,raw_source,20017_district_of_columbia_dc__zip,median_ppsf,level,160,2012-03-31,2026-05-31,373.27586502494114,49.76380706220003,2.541874891137317,4.901995283733346,9.155261599249968,0.0,0.0,160.0,0.9999999999999999,0.0,raw_source,raw_level
price_family_ma12_structural_linked,structural_ma12,20017_district_of_columbia_dc__zip,median_ppsf,level,160,2012-03-31,2026-05-31,373.27586502494114,49.76380706220003,2.541874891137317,4.901995283733346,9.155261599249968,0.0,0.0,160.0,0.9999999999999999,0.0,structural_ma12,ma12_level
price_family_ma12_structural_linked,raw_source,20017_district_of_columbia_dc__zip,median_sale_price,level,160,2012-03-31,2026-05-31,553404.8817708333,98496.53505837165,4052.138888888887,7916.6833333333025,14370.833333333372,0.0,0.0,160.0,1.0,0.0,raw_source,raw_level
price_family_ma12_structural_linked,structural_ma12,20017_district_of_columbia_dc__zip,median_sale_price,level,160,2012-03-31,2026-05-31,553404.8817708333,98496.53505837165,4052.138888888887,7916.6833333333025,14370.833333333372,0.0,0.0,160.0,1.0,0.0,structural_ma12,ma12_level
price_family_ma12_structural_linked,raw_source,20018_district_of_columbia_dc__zip,median_ppsf,level,160,2012-03-31,2026-05-31,311.3626457085349,40.78601488189926,2.083875505845387,4.48866666666669,6.585833333333369,0.0,0.0,160.0,1.0,0.0,raw_source,raw_level
price_family_ma12_structural_linked,structural_ma12,20018_district_of_columbia_dc__zip,median_ppsf,level,160,2012-03-31,2026-05-31,311.3626457085349,40.78601488189926,2.083875505845387,4.48866666666669,6.585833333333369,0.0,0.0,160.0,1.0,0.0,structural_ma12,ma12_level
price_family_ma12_structural_linked,raw_source,20018_district_of_columbia_dc__zip,median_sale_price,level,160,2012-03-31,2026-05-31,537222.2505208333,96809.62043670539,4397.2541928721175,8606.250000000036,15500.0,0.0,0.0,160.0,1.0,0.0,raw_source,raw_level
price_family_ma12_structural_linked,structural_ma12,20018_district_of_columbia_dc__zip,median_sale_price,level,160,2012-03-31,2026-05-31,537222.2505208333,96809.62043670539,4397.2541928721175,8606.250000000036,15500.0,0.0,0.0,160.0,1.0,0.0,structural_ma12,ma12_level
price_family_ma12_structural_linked,raw_source,20019_district_of_columbia_dc__zip,median_ppsf,level,160,2012-03-31,2026-05-31,230.11384066492604,47.60580108483314,1.5253824262777775,2.9086069602000024,4.0108333333333235,0.0,0.0,160.0,1.0,0.0,raw_source,raw_level
price_family_ma12_structural_linked,structural_ma12,20019_district_of_columbia_dc__zip,median_ppsf,level,160,2012-03-31,2026-05-31,230.11384066492604,47.60580108483314,1.5253824262777775,2.9086069602000024,4.0108333333333235,0.0,0.0,160.0,1.0,0.0,structural_ma12,ma12_level
price_family_ma12_structural_linked,raw_source,20019_district_of_columbia_dc__zip,median_sale_price,level,160,2012-03-31,2026-05-31,325741.78177083336,89848.36942059008,2331.029350104821,4208.333333333329,7083.333333333314,0.0,0.0,160.0,1.0,0.0,raw_source,raw_level
price_family_ma12_structural_linked,structural_ma12,20019_district_of_columbia_dc__zip,median_sale_price,level,160,2012-03-31,2026-05-31,325741.78177083336,89848.36942059008,2331.029350104821,4208.333333333329,7083.333333333314,0.0,0.0,160.0,1.0,0.0,structural_ma12,ma12_level
price_family_ma12_structural_linked,raw_source,20020_district_of_columbia_dc__zip,median_ppsf,level,160,2012-03-31,2026-05-31,222.7102679258281,42.83140643613272,1.4411160232908802,2.9666666666666295,4.549999999999983,0.0,0.0,160.0,1.0,0.0,raw_source,raw_level
price_family_ma12_structural_linked,structural_ma12,20020_district_of_columbia_dc__zip,median_ppsf,level,160,2012-03-31,2026-05-31,222.7102679258281,42.83140643613272,1.4411160232908802,2.9666666666666295,4.549999999999983,0.0,0.0,160.0,1.0,0.0,structural_ma12,ma12_level
price_family_ma12_structural_linked,raw_source,20020_district_of_columbia_dc__zip,median_sale_price,level,160,2012-03-31,2026-05-31,335819.46328125,76301.95516840382,2637.379716981131,5416.66666666664,8329.166666666686,0.0,0.0,160.0,1.0,0.0,raw_source,raw_level
price_family_ma12_structural_linked,structural_ma12,20020_district_of_columbia_dc__zip,median_sale_price,level,160,2012-03-31,2026-05-31,335819.46328125,76301.95516840382,2637.379716981131,5416.66666666664,8329.166666666686,0.0,0.0,160.0,1.0,0.0,structural_ma12,ma12_level
price_family_ma12_structural_linked,raw_source,20024_district_of_columbia_dc__zip,median_ppsf,level,160,2012-03-31,2026-05-31,447.2000453287292,53.62835845041671,2.5073189502620536,5.301806280666598,9.037499999999966,0.0,0.0,160.0,1.0,0.0,raw_source,raw_level
price_family_ma12_structural_linked,structural_ma12,20024_district_of_columbia_dc__zip,median_ppsf,level,160,2012-03-31,2026-05-31,447.2000453287292,53.62835845041671,2.5073189502620536,5.301806280666598,9.037499999999966,0.0,0.0,160.0,1.0,0.0,structural_ma12,ma12_level
price_family_ma12_structural_linked,raw_source,20024_district_of_columbia_dc__zip,median_sale_price,level,160,2012-03-31,2026-05-31,386879.4317708333,62179.95740762782,4063.657232704403,8881.666666666662,20750.0,0.0,0.0,160.0,0.9999999999999999,0.0,raw_source,raw_level
price_family_ma12_structural_linked,structural_ma12,20024_district_of_columbia_dc__zip,median_sale_price,level,160,2012-03-31,2026-05-31,386879.4317708333,62179.95740762782,4063.657232704403,8881.666666666662,20750.0,0.0,0.0,160.0,0.9999999999999999,0.0,structural_ma12,ma12_level
price_family_ma12_structural_linked,raw_source,20027_district_of_columbia_dc__zip,median_ppsf,level,65,2012-05-31,2026-01-31,861.093816283123,79.21395733250314,18.284997610264313,44.24979307516678,54.1258333333335,0.0,0.0,65.0,1.0,0.0,raw_source,raw_level
price_family_ma12_structural_linked,structural_ma12,20027_district_of_columbia_dc__zip,median_ppsf,level,65,2012-05-31,2026-01-31,861.093816283123,79.21395733250314,18.284997610264313,44.24979307516678,54.1258333333335,0.0,0.0,65.0,1.0,0.0,structural_ma12,ma12_level
price_family_ma12_structural_linked,raw_source,20027_district_of_columbia_dc__zip,median_sale_price,level,65,2012-05-31,2026-01-31,2974050.075,667663.5120017162,190543.1985677083,354500.0,485416.666666667,0.0,0.0,65.0,0.9999999999999998,0.0,raw_source,raw_level
price_family_ma12_structural_linked,structural_ma12,20027_district_of_columbia_dc__zip,median_sale_price,level,65,2012-05-31,2026-01-31,2974050.075,667663.5120017162,190543.1985677083,354500.0,485416.666666667,0.0,0.0,65.0,0.9999999999999998,0.0,structural_ma12,ma12_level
price_family_ma12_structural_linked,raw_source,20030_district_of_columbia_dc__zip,median_ppsf,level,0,2020-10-31,2022-07-31,,,,,,0.0,0.0,,,,raw_source,raw_level
price_family_ma12_structural_linked,structural_ma12,20030_district_of_columbia_dc__zip,median_ppsf,level,0,2020-10-31,2022-07-31,,,,,,0.0,0.0,,,,structural_ma12,ma12_level
price_family_ma12_structural_linked,raw_source,20030_district_of_columbia_dc__zip,median_sale_price,level,0,2020-10-31,2022-07-31,,,,,,0.0,0.0,,,,raw_source,raw_level
price_family_ma12_structural_linked,structural_ma12,20030_district_of_columbia_dc__zip,median_sale_price,level,0,2020-10-31,2022-07-31,,,,,,0.0,0.0,,,,structural_ma12,ma12_level
price_family_ma12_structural_linked,raw_source,20032_district_of_columbia_dc__zip,median_ppsf,level,160,2012-03-31,2026-05-31,200.79114941127395,52.416517207763164,2.085730227285638,3.8084417905166537,7.505925173500003,0.0,0.0,160.0,0.9999999999999999,0.0,raw_source,raw_level
price_family_ma12_structural_linked,structural_ma12,20032_district_of_columbia_dc__zip,median_ppsf,level,160,2012-03-31,2026-05-31,200.79114941127395,52.416517207763164,2.085730227285638,3.8084417905166537,7.505925173500003,0.0,0.0,160.0,0.9999999999999999,0.0,structural_ma12,ma12_level
price_family_ma12_structural_linked,raw_source,20032_district_of_columbia_dc__zip,median_sale_price,level,160,2012-03-31,2026-05-31,311593.53802083334,95020.26222681317,3363.536163522011,7133.333333333341,13750.0,0.0,0.0,160.0,1.0,0.0,raw_source,raw_level
price_family_ma12_structural_linked,structural_ma12,20032_district_of_columbia_dc__zip,median_sale_price,level,160,2012-03-31,2026-05-31,311593.53802083334,95020.26222681317,3363.536163522011,7133.333333333341,13750.0,0.0,0.0,160.0,1.0,0.0,structural_ma12,ma12_level
price_family_ma12_structural_linked,raw_source,20036_district_of_columbia_dc__zip,median_ppsf,level,160,2012-03-31,2026-05-31,592.3412070579141,34.768010511814516,3.064036006560272,6.065500000000021,11.644166666666592,0.0,0.0,160.0,0.9999999999999998,0.0,raw_source,raw_level
price_family_ma12_structural_linked,structural_ma12,20036_district_of_columbia_dc__zip,median_ppsf,level,160,2012-03-31,2026-05-31,592.3412070579141,34.768010511814516,3.064036006560272,6.065500000000021,11.644166666666592,0.0,0.0,160.0,0.9999999999999998,0.0,structural_ma12,ma12_level
price_family_ma12_structural_linked,raw_source,20036_district_of_columbia_dc__zip,median_sale_price,level,160,2012-03-31,2026-05-31,385684.7109375,35415.562667445934,3996.1637840670865,7716.666666666643,21250.0,0.0,0.0,160.0,1.0,0.0,raw_source,raw_level
price_family_ma12_structural_linked,structural_ma12,20036_district_of_columbia_dc__zip,median_sale_price,level,160,2012-03-31,2026-05-31,385684.7109375,35415.562667445934,3996.1637840670865,7716.666666666643,21250.0,0.0,0.0,160.0,1.0,0.0,structural_ma12,ma12_level
price_family_ma12_structural_linked,raw_source,20037_district_of_columbia_dc__zip,median_ppsf,level,160,2012-03-31,2026-05-31,625.847127297299,37.07143841145849,3.9264477558778856,7.627243348266621,11.095833333333417,0.0,0.0,160.0,1.0,0.0,raw_source,raw_level
price_family_ma12_structural_linked,structural_ma12,20037_district_of_columbia_dc__zip,median_ppsf,level,160,2012-03-31,2026-05-31,625.847127297299,37.07143841145849,3.9264477558778856,7.627243348266621,11.095833333333417,0.0,0.0,160.0,1.0,0.0,structural_ma12,ma12_level
price_family_ma12_structural_linked,raw_source,20037_district_of_columbia_dc__zip,median_sale_price,level,160,2012-03-31,2026-05-31,582491.5333333333,51057.414115615094,8272.77568134172,16483.333333333314,24958.333333333372,0.0,0.0,160.0,1.0,0.0,raw_source,raw_level
price_family_ma12_structural_linked,structural_ma12,20037_district_of_columbia_dc__zip,median_sale_price,level,160,2012-03-31,2026-05-31,582491.5333333333,51057.414115615094,8272.77568134172,16483.333333333314,24958.333333333372,0.0,0.0,160.0,1.0,0.0,structural_ma12,ma12_level
price_family_ma12_structural_linked,raw_source,20040_district_of_columbia_dc__zip,median_ppsf,level,0,2018-08-31,2018-10-31,,,,,,0.0,0.0,,,,raw_source,raw_level
price_family_ma12_structural_linked,structural_ma12,20040_district_of_columbia_dc__zip,median_ppsf,level,0,2018-08-31,2018-10-31,,,,,,0.0,0.0,,,,structural_ma12,ma12_level
price_family_ma12_structural_linked,raw_source,20040_district_of_columbia_dc__zip,median_sale_price,level,0,2018-08-31,2018-10-31,,,,,,0.0,0.0,,,,raw_source,raw_level
price_family_ma12_structural_linked,structural_ma12,20040_district_of_columbia_dc__zip,median_sale_price,level,0,2018-08-31,2018-10-31,,,,,,0.0,0.0,,,,structural_ma12,ma12_level
price_family_ma12_structural_linked,raw_source,20059_district_of_columbia_dc__zip,median_ppsf,level,0,2012-03-31,2012-05-31,,,,,,0.0,0.0,,,,raw_source,raw_level
price_family_ma12_structural_linked,structural_ma12,20059_district_of_columbia_dc__zip,median_ppsf,level,0,2012-03-31,2012-05-31,,,,,,0.0,0.0,,,,structural_ma12,ma12_level
price_family_ma12_structural_linked,raw_source,20059_district_of_columbia_dc__zip,median_sale_price,level,0,2012-03-31,2012-05-31,,,,,,0.0,0.0,,,,raw_source,raw_level
price_family_ma12_structural_linked,structural_ma12,20059_district_of_columbia_dc__zip,median_sale_price,level,0,2012-03-31,2012-05-31,,,,,,0.0,0.0,,,,structural_ma12,ma12_level
price_family_ma12_structural_linked,raw_source,20060_district_of_columbia_dc__zip,median_ppsf,level,29,2012-03-31,2023-03-31,504.12425044973565,62.85417462747347,11.857205336181542,28.168397451516626,29.71700073016666,0.0,0.0,29.0,1.0,0.0,raw_source,raw_level
price_family_ma12_structural_linked,structural_ma12,20060_district_of_columbia_dc__zip,median_ppsf,level,29,2012-03-31,2023-03-31,504.12425044973565,62.85417462747347,11.857205336181542,28.168397451516626,29.71700073016666,0.0,0.0,29.0,1.0,0.0,structural_ma12,ma12_level
