candidate_id,geo_id,period,first_date,last_date,aligned_observation_count,mortgage_observation_count,structural_median_sale_price_change,structural_median_sale_price_pct_change,mortgage_rate_change,payment_burden_change,price_to_income_change,payment_burden_changes_while_structural_price_slow,payment_burden_price_to_income_distinct_aligned,affordability_materiality_review_flag,payment_burden_price_to_income_not_distinct_flag,shock_suppression_trigger
price_family_ma9_structural_linked,20852_montgomery_county_md__zip,mortgage_rate_affordability_shock,,,0,0,,,,,,,False,False,False,False
price_family_ma9_structural_linked,20853_montgomery_county_md__zip,mortgage_rate_affordability_shock,,,0,0,,,,,,,False,False,False,False
price_family_ma9_structural_linked,20854_montgomery_county_md__zip,mortgage_rate_affordability_shock,,,0,0,,,,,,,False,False,False,False
price_family_ma9_structural_linked,20855_montgomery_county_md__zip,mortgage_rate_affordability_shock,,,0,0,,,,,,,False,False,False,False
price_family_ma9_structural_linked,20860_montgomery_county_md__zip,mortgage_rate_affordability_shock,,,0,0,,,,,,,False,False,False,False
price_family_ma9_structural_linked,20861_montgomery_county_md__zip,mortgage_rate_affordability_shock,,,0,0,,,,,,,False,False,False,False
price_family_ma9_structural_linked,20862_montgomery_county_md__zip,mortgage_rate_affordability_shock,,,0,0,,,,,,,False,False,False,False
price_family_ma9_structural_linked,20866_montgomery_county_md__zip,mortgage_rate_affordability_shock,,,0,0,,,,,,,False,False,False,False
price_family_ma9_structural_linked,20868_montgomery_county_md__zip,mortgage_rate_affordability_shock,,,0,0,,,,,,,False,False,False,False
price_family_ma9_structural_linked,20871_montgomery_county_md__zip,mortgage_rate_affordability_shock,,,0,0,,,,,,,False,False,False,False
price_family_ma9_structural_linked,20872_montgomery_county_md__zip,mortgage_rate_affordability_shock,,,0,0,,,,,,,False,False,False,False
price_family_ma9_structural_linked,20874_montgomery_county_md__zip,mortgage_rate_affordability_shock,,,0,0,,,,,,,False,False,False,False
price_family_ma9_structural_linked,20876_montgomery_county_md__zip,mortgage_rate_affordability_shock,,,0,0,,,,,,,False,False,False,False
price_family_ma9_structural_linked,20877_montgomery_county_md__zip,mortgage_rate_affordability_shock,,,0,0,,,,,,,False,False,False,False
price_family_ma9_structural_linked,20878_montgomery_county_md__zip,mortgage_rate_affordability_shock,,,0,0,,,,,,,False,False,False,False
price_family_ma9_structural_linked,20879_montgomery_county_md__zip,mortgage_rate_affordability_shock,,,0,0,,,,,,,False,False,False,False
price_family_ma9_structural_linked,20880_montgomery_county_md__zip,mortgage_rate_affordability_shock,,,0,0,,,,,,,False,False,False,False
price_family_ma9_structural_linked,20882_montgomery_county_md__zip,mortgage_rate_affordability_shock,,,0,0,,,,,,,False,False,False,False
price_family_ma9_structural_linked,20884_montgomery_county_md__zip,mortgage_rate_affordability_shock,,,0,0,,,,,,,False,False,False,False
price_family_ma9_structural_linked,20886_montgomery_county_md__zip,mortgage_rate_affordability_shock,,,0,0,,,,,,,False,False,False,False
price_family_ma9_structural_linked,20889_montgomery_county_md__zip,mortgage_rate_affordability_shock,,,0,0,,,,,,,False,False,False,False
price_family_ma9_structural_linked,20894_montgomery_county_md__zip,mortgage_rate_affordability_shock,,,0,0,,,,,,,False,False,False,False
price_family_ma9_structural_linked,20895_montgomery_county_md__zip,mortgage_rate_affordability_shock,,,0,0,,,,,,,False,False,False,False
price_family_ma9_structural_linked,20896_montgomery_county_md__zip,mortgage_rate_affordability_shock,,,0,0,,,,,,,False,False,False,False
price_family_ma9_structural_linked,20901_montgomery_county_md__zip,mortgage_rate_affordability_shock,,,0,0,,,,,,,False,False,False,False
price_family_ma9_structural_linked,20902_montgomery_county_md__zip,mortgage_rate_affordability_shock,,,0,0,,,,,,,False,False,False,False
price_family_ma9_structural_linked,20903_montgomery_county_md__zip,mortgage_rate_affordability_shock,,,0,0,,,,,,,False,False,False,False
price_family_ma9_structural_linked,20904_montgomery_county_md__zip,mortgage_rate_affordability_shock,,,0,0,,,,,,,False,False,False,False
price_family_ma9_structural_linked,20905_montgomery_county_md__zip,mortgage_rate_affordability_shock,,,0,0,,,,,,,False,False,False,False
price_family_ma9_structural_linked,20906_montgomery_county_md__zip,mortgage_rate_affordability_shock,,,0,0,,,,,,,False,False,False,False
price_family_ma9_structural_linked,20910_montgomery_county_md__zip,mortgage_rate_affordability_shock,,,0,0,,,,,,,False,False,False,False
price_family_ma9_structural_linked,20912_montgomery_county_md__zip,mortgage_rate_affordability_shock,,,0,0,,,,,,,False,False,False,False
