candidate_id,criterion,raw_inputs_json,raw_value,normalized_score,weight,weighted_contribution,missing_evidence
price_family_ma9_structural_linked,linked_derived_coherence,"{""not_distinct_flag_count"": 0, ""shock_rows"": 358}",1.0,1.0,0.12,0.12,False
price_family_ma9_structural_linked,seasonality_suppression,"{""median_percent_seasonal_spread_reduction"": 0.4317337481406869}",0.4317337481406869,0.4317337481406869,0.18,0.07771207466532364,False
price_family_ma9_structural_linked,structural_signal_retention,"{""median_baseline_challenger_correlation"": 0.5595119788631613}",0.5595119788631613,0.5595119788631613,0.22,0.12309263534989548,False
price_family_ma9_structural_linked,transition_stability,"{""chronology_inversion_count"": 11, ""target_review_rows"": 8}",-0.375,0.0,0.14,0.0,False
price_family_ma9_structural_linked,turning_point_responsiveness,"{""median_absolute_lag_months"": 3.0}",0.5,0.5,0.22,0.11,False
price_family_ma9_structural_linked,usable_historical_coverage,"{""common_evaluation_window_months"": 2016, ""overlap_months"": 1968}",0.9761904761904762,0.9761904761904762,0.12,0.11714285714285713,False
