PERIOD_END	PERIOD_BEGIN	PERIOD_DURATION	REGION_TYPE	REGION_TYPE_ID	TABLE_ID	IS_SEASONALLY_ADJUSTED	REGION	CITY	STATE	STATE_CODE	PROPERTY_TYPE	PROPERTY_TYPE_ID	MEDIAN_SALE_PRICE	MEDIAN_SALE_PRICE_MOM	MEDIAN_SALE_PRICE_YOY	MEDIAN_LIST_PRICE	MEDIAN_LIST_PRICE_MOM	MEDIAN_LIST_PRICE_YOY	MEDIAN_PPSF	MEDIAN_PPSF_MOM	MEDIAN_PPSF_YOY	MEDIAN_LIST_PPSF	MEDIAN_LIST_PPSF_MOM	MEDIAN_LIST_PPSF_YOY	HOMES_SOLD	HOMES_SOLD_MOM	HOMES_SOLD_YOY	PENDING_SALES	PENDING_SALES_MOM	PENDING_SALES_YOY	NEW_LISTINGS	NEW_LISTINGS_MOM	NEW_LISTINGS_YOY	INVENTORY	INVENTORY_MOM	INVENTORY_YOY	MONTHS_OF_SUPPLY	MONTHS_OF_SUPPLY_MOM	MONTHS_OF_SUPPLY_YOY	MEDIAN_DOM	MEDIAN_DOM_MOM	MEDIAN_DOM_YOY	AVG_SALE_TO_LIST	AVG_SALE_TO_LIST_MOM	AVG_SALE_TO_LIST_YOY	SOLD_ABOVE_LIST	SOLD_ABOVE_LIST_MOM	SOLD_ABOVE_LIST_YOY	PRICE_DROPS	PRICE_DROPS_MOM	PRICE_DROPS_YOY	OFF_MARKET_IN_TWO_WEEKS	OFF_MARKET_IN_TWO_WEEKS_MOM	OFF_MARKET_IN_TWO_WEEKS_YOY	PARENT_METRO_REGION	PARENT_METRO_REGION_METRO_CODE	LAST_UPDATED	_norm_region	_norm_city	_norm_state	_norm_county	_norm_rtype
2018-01-31	2018-01-01	30	county	5	436	False	District of Columbia, DC		Columbia	DC	Condo/Co-op	3	430000.0	-0.009786989062	-0.005665394843	549450.0	0.1088799193	-0.0008183306056	541.618566619	0.0006502111596	0.03879090504	487.906976744	0.1705297077	-0.0222340637	257.0	-0.1137931034	-0.02651515152	284.0	0.02158273381	0.003533568905	329.0	0.6871794872	-0.02083333333	585.0	-0.04723127036	-0.008474576271	2.3	0.2	0.1	40.0	13.0	4.0	0.9965738459	0.005994479984	0.003790405325	0.280155642	-0.006051254528	0.003640490508	0.2	0.05179153094	0.02033898305	0.2429577465	0.09907285439	-0.004392076843	Washington, DC	47894.0	2025-10-13 14:40:31.665 Z	district of columbia dc	nan	columbia		county
2022-02-28	2022-02-01	30	county	5	436	False	District of Columbia, DC		Columbia	DC	Single Family Residential	6	1139000.0	0.3806897388	0.34	635000.0	-0.0172560551	0.02419354839	448.062131282	0.1123378136	0.2235909479	526.390870185	-0.03462828075	-0.05814493899	93.0	0.1481481481	-0.02105263158	111.0	0.07766990291	0.09900990099	131.0	0.3505154639	0.3789473684	183.0	0.2119205298	0.1509433962	2.0	0.1	0.3	19.0	-17.0	-9.0	1.036243744	0.03874357634	0.02019652197	0.5161290323	0.1581043409	0.06349745331	0.131147541	-0.05428292259	-0.01350654707	0.6126126126	0.156301933	0.04825617697	Washington, DC	47894.0	2025-10-13 14:40:31.665 Z	district of columbia dc	nan	columbia		county
2025-04-30	2025-04-01	30	county	5	436	False	District of Columbia, DC		Columbia	DC	Multi-Family (2-4 Unit)	4	1124500.0	0.3152046784	0.3713414634	652499.5	-0.03333407407	-0.02612014925	354.041862043	0.06744311605	0.0487754429	518.40437788	0.0272516344	-0.006054704293	14.0	-0.125	-0.3636363636	16.0	-0.2727272727	-0.3333333333	48.0	-0.04	0.3333333333	207.0	0.05612244898	0.5220588235	14.8	2.5	8.6	62.0	-68.0	-3.0	0.9892122705	-0.01175417453	-0.0003354131907	0.1428571429	-0.04464285714	-0.08441558442	0.231884058	0.01759834369	0.04806052856	0.25	0.02272727273	0.125	Washington, DC	47894.0	2025-10-13 14:40:31.665 Z	district of columbia dc	nan	columbia		county
2013-06-30	2013-06-01	30	county	5	436	False	District of Columbia, DC		Columbia	DC	Single Family Residential	6	870000.0	0.0734114744	0.2517985612	469900.0	-0.1047818632	0.1056470588	387.455773806	0.01230919899	0.2230531655	433.70119539	-0.007335575631	0.02959390746	117.0	0.02631578947	-0.1203007519	146.0	-0.01351351351	-0.07006369427	157.0	-0.1079545455	0.2362204724	304.0	0.074204947	-0.06461538462	2.6	0.1	0.2	15.0	-2.0	-17.0	0.9992826621	-0.001441400399	0.02318720723	0.3675213675	-0.06230319388	0.1269198638	0.1875	0.003754416961	-0.01865384615	0.2123287671	0.009626064421	0.05946252509	Washington, DC	47894.0	2025-10-13 14:40:31.665 Z	district of columbia dc	nan	columbia		county
2022-06-30	2022-06-01	30	county	5	436	False	District of Columbia, DC		Columbia	DC	Condo/Co-op	3	493500.0	0.03027139875	-0.04165452957	678500.0	0.005185185185	0.02959028832	611.27744511	0.00752747733	0.01261548129	545.409090909	0.006279772727	-0.009154454524	417.0	-0.08351648352	-0.2404371585	402.0	-0.1026785714	-0.2443609023	537.0	-0.001858736059	-0.1801526718	1182.0	0.005957446809	-0.1231454006	2.8	0.2	0.3	37.0	2.0	0.0	1.001201268	0.001062074719	-0.003068764878	0.3141486811	-0.002334835428	-0.01918465228	0.2673434856	0.02649242179	0.01882716514	0.4179104478	-0.003964552239	0.0006172146785	Washington, DC	47894.0	2025-10-13 14:40:31.665 Z	district of columbia dc	nan	columbia		county
2021-06-30	2021-06-01	30	county	5	436	False	District of Columbia, DC		Columbia	DC	Condo/Co-op	3	514950.0	0.09563829787	0.1074193548	659000.0	0.01400215418	0.01384615385	603.661958962	-0.008871295286	0.01524965825	550.448143406	0.03973538199	0.06275982457	549.0	0.08712871287	0.6996904025	532.0	-0.02025782689	0.1565217391	655.0	0.1215753425	0.254789272	1348.0	-0.0007412898443	0.3882595263	2.5	-0.2	-0.5	37.0	3.0	4.0	1.004270033	0.002432220906	0.00987928685	0.3333333333	-0.01122112211	0.06398348813	0.2485163205	0.006855831223	0.05696122264	0.4172932331	-0.008121131558	-0.05444589735	Washington, DC	47894.0	2025-10-13 14:40:31.665 Z	district of columbia dc	nan	columbia		county
2015-01-31	2015-01-01	30	county	5	436	False	District of Columbia, DC		Columbia	DC	All Residential	-1	485000.0	-0.0367428004	0.09166619774	486250.0	0.08296213808	0.05833061269	406.557377049	-0.04077506476	0.0216535909	451.309657721	0.2084247666	0.0644556609	503.0	-0.2994428969	-0.0137254902	646.0	-0.1015299026	-0.05278592375	642.0	0.475862069	-0.003105590062	1225.0	-0.02854877082	-0.05986185725	2.4	0.6	-0.2	38.0	7.0	-1.0	0.9834759839	-0.008678263555	-0.005766929375	0.2445328032	-0.03123321353	0.005317116906	0.2024489796	0.01053779799	-0.01013735963	0.1888544892	0.0803704836	0.004103756026	Washington, DC	47894.0	2025-10-13 14:40:31.665 Z	district of columbia dc	nan	columbia		county
2019-06-30	2019-06-01	30	county	5	436	False	District of Columbia, DC		Columbia	DC	Multi-Family (2-4 Unit)	4	834500.0	0.3246031746	0.00421179302	619000.0	0.03706806283	0.0359832636	257.078347149	-0.1204415006	-0.2601923349	479.797979798	-0.02471114565	-0.03765448178	18.0	0.05882352941	-0.1	21.0	0.3125	-0.4	23.0	-0.2333333333	-0.3235294118	64.0	-0.0447761194	0.06666666667	3.6	-0.3	0.6	10.0	-75.0	-7.0	0.9711083193	-0.02349778028	-0.04718580133	0.1666666667	-0.1862745098	-0.1333333333	0.0625	-0.1315298507	-0.1875	0.1904761905	-0.3720238095	-0.2380952381	Washington, DC	47894.0	2025-10-13 14:40:31.665 Z	district of columbia dc	nan	columbia		county
2015-03-31	2015-03-01	30	county	5	436	False	District of Columbia, DC		Columbia	DC	Multi-Family (2-4 Unit)	4	420825.0	-0.298625	0.540073193	534990.0	0.02498323594	0.0721242485	154.249792556	-0.4027105255	0.03684962357	466.863636364	0.04577454545	0.03637124881	6.0	-0.4545454545	-0.25	17.0	-0.2916666667	0.5454545455	18.0	0.0	0.125	44.0	-0.137254902	-0.137254902	7.3	2.7	0.9	18.0	-11.0	-18.0	0.9661960049	0.03164669945	-0.05634438688	0.1666666667	0.07575757576	-0.2083333333	0.1363636364	-0.0008912655971	-0.05971479501	0.1764705882	0.05147058824	-0.005347593583	Washington, DC	47894.0	2025-10-13 14:40:31.665 Z	district of columbia dc	nan	columbia		county
2020-11-30	2020-11-01	30	county	5	436	False	District of Columbia, DC		Columbia	DC	Single Family Residential	6	985000.0	-0.09053136974	0.2709677419	612500.0	-0.0562403698	-0.03543307087	378.431372549	-0.13397916	0.05302642796	528.454215439	0.005835852435	0.1255255348	127.0	-0.1056338028	0.04958677686	107.0	-0.395480226	-0.2132352941	100.0	-0.4082840237	-0.1379310345	205.0	-0.08071748879	-0.4142857143	1.6	0.0	-1.3	22.0	7.0	-13.0	1.015768722	-0.0009490608249	0.01412454463	0.4488188976	-0.05118110236	0.1017114596	0.1853658537	-0.06127091764	-0.05177700348	0.5514018692	-0.06441733988	0.2205195162	Washington, DC	47894.0	2025-10-13 14:40:31.665 Z	district of columbia dc	nan	columbia		county
2014-01-31	2014-01-01	30	county	5	436	False	District of Columbia, DC		Columbia	DC	All Residential	-1	444275.0	-0.06468421053	0.05528503563	459450.0	0.02327394209	-0.01669341894	397.940535492	-0.07014703644	0.04338094213	423.981640849	0.0822218983	0.0130334672	510.0	-0.3080054274	0.04722792608	682.0	-0.1600985222	0.03805175038	644.0	0.4247787611	0.04038772213	1303.0	-0.04821037253	0.08132780083	2.6	0.7	0.1	39.0	14.0	-2.0	0.9892429133	-0.001839210667	0.004989250193	0.2392156863	-0.053864368	-0.01745782502	0.2125863392	0.03435405288	0.01839546785	0.1847507331	0.05174580703	-0.01159629883	Washington, DC	47894.0	2025-10-13 14:40:31.665 Z	district of columbia dc	nan	columbia		county
2023-06-30	2023-06-01	30	county	5	436	False	District of Columbia, DC		Columbia	DC	Condo/Co-op	3	452500.0	-0.112745098	-0.08308004053	649900.0	-0.05124087591	-0.04215180545	576.0	-0.0448	-0.05771102041	525.303643725	-0.007322511085	-0.03686305843	344.0	-0.01994301994	-0.175059952	351.0	-0.04359673025	-0.1268656716	422.0	0.1467391304	-0.2141527002	967.0	0.006243496358	-0.1818950931	2.8	0.1	0.0	45.0	3.0	8.0	0.9912885872	-0.004080918202	-0.009912680804	0.238372093	-0.02943417478	-0.07577658803	0.2347466391	-0.002506222513	-0.03259684653	0.3988603989	-0.001684560268	-0.0190500489	Washington, DC	47894.0	2025-10-13 14:40:31.665 Z	district of columbia dc	nan	columbia		county
2018-09-30	2018-09-01	30	county	5	436	False	District of Columbia, DC		Columbia	DC	Townhouse	13	603000.0	-0.05039370079	-0.04057279236	599900.0	0.1265801747	0.001502504174	420.673076923	-0.07185942804	0.04665860562	510.868334933	0.1284166468	0.04006010254	285.0	-0.25	0.08778625954	379.0	0.0676056338	0.1484848485	506.0	0.4970414201	0.02845528455	679.0	0.2435897436	0.03664122137	2.4	1.0	-0.1	17.0	1.0	-7.0	0.9997440254	-0.0003453459521	0.004591012113	0.3403508772	-0.04649122807	-0.01842774876	0.3004418262	-0.001755975983	-0.00795512035	0.5092348285	0.08669961723	0.1425681618	Washington, DC	47894.0	2025-10-13 14:40:31.665 Z	district of columbia dc	nan	columbia		county
2016-06-30	2016-06-01	30	county	5	436	False	District of Columbia, DC		Columbia	DC	Townhouse	13	674900.0	-0.01904069767	0.02257575758	569000.0	0.03473358793	0.1048543689	446.111111111	-0.008484591911	0.04420416176	468.541157294	-0.02302451998	0.02789727137	367.0	0.04857142857	0.01101928375	440.0	-0.006772009029	0.02803738318	411.0	0.009828009828	0.1385041551	555.0	-0.05128205128	0.137295082	1.5	-0.2	0.2	13.0	0.0	2.0	1.007382921	-0.003117703744	-0.006198017273	0.4604904632	-0.02236667964	0.01420947148	0.3225225225	0.04389004389	0.01719465367	0.25	-0.03442437923	-0.04439252336	Washington, DC	47894.0	2025-10-13 14:40:31.665 Z	district of columbia dc	nan	columbia		county
2017-02-28	2017-02-01	30	county	5	436	False	District of Columbia, DC		Columbia	DC	Condo/Co-op	3	430000.0	-0.005665394843	0.0008146165484	549900.0	0.0	-0.01627906977	556.930693069	0.06815861633	0.06949876904	479.055886363	-0.03997165526	0.02485491588	272.0	0.0303030303	0.3268292683	298.0	0.05300353357	-0.04792332268	404.0	0.2023809524	0.1008174387	651.0	0.1033898305	0.02843601896	2.4	0.2	-0.7	33.0	-3.0	-13.0	0.996426786	0.003643345419	0.00386572076	0.3382352941	0.0617201426	0.06506456241	0.1812596006	0.001598583665	0.01538282336	0.3053691275	0.0580193042	0.05936273774	Washington, DC	47894.0	2025-10-13 14:40:31.665 Z	district of columbia dc	nan	columbia		county
2012-07-31	2012-07-01	30	county	5	436	False	District of Columbia, DC		Columbia	DC	Multi-Family (2-4 Unit)	4	410000.0	0.3666666667	0.8850574713	409500.0	-0.03647058824	0.0240060015	145.267008318	0.2483278248	0.6957788002	391.845238095	-0.06977090656	0.06746129577	19.0	0.0	0.3571428571	17.0	-0.15	-0.05555555556	17.0	0.2142857143	-0.4516129032	69.0	-0.01428571429	-0.2736842105	3.6	-0.1	-3.2	83.0	50.0	25.0	0.9694908473	-0.02569214923	-0.02101447273	0.2631578947	0.1052631579	0.04887218045	0.08695652174	0.0298136646	-0.04988558352	0.05882352941	0.05882352941	-0.0522875817	Washington, DC	47894.0	2025-10-13 14:40:31.665 Z	district of columbia dc	nan	columbia		county
2020-12-31	2020-12-01	30	county	5	436	False	District of Columbia, DC		Columbia	DC	Single Family Residential	6	976000.0	-0.009137055838	0.1154285714	617950.0	0.008897959184	0.09857777778	431.980252331	0.1415022212	0.1075935611	508.19590648	-0.03833503143	0.1784651021	128.0	0.007874015748	-0.07246376812	89.0	-0.1682242991	-0.1981981982	83.0	-0.17	0.296875	176.0	-0.1414634146	-0.3098039216	1.4	-0.2	-0.4	27.0	5.0	-21.0	1.019397769	0.003629047023	0.03470583635	0.4609375	0.01211860236	0.2435461957	0.1761363636	-0.009229490022	-0.0003342245989	0.5168539326	-0.03454793657	0.2375746533	Washington, DC	47894.0	2025-10-13 14:40:31.665 Z	district of columbia dc	nan	columbia		county
2025-05-31	2025-05-01	30	county	5	436	False	District of Columbia, DC		Columbia	DC	Condo/Co-op	3	479500.0	0.07150837989	-0.02935222672	650000.0	-0.003830654276	-0.01507689977	588.484891949	0.04952719583	-0.01919184675	515.730784548	-0.005157350991	-0.0117932709	234.0	-0.03305785124	-0.1428571429	289.0	0.1201550388	0.003472222222	491.0	-0.06831119545	0.01028806584	1597.0	0.05412541254	0.2265745008	6.8	0.5	2.0	60.0	10.0	15.0	0.9808965101	0.002540080994	-0.01272901879	0.141025641	0.004662004662	-0.1373626374	0.2529743269	0.009409970427	-0.01661092659	0.2214532872	-0.04598857327	-0.1327133795	Washington, DC	47894.0	2025-10-13 14:40:31.665 Z	district of columbia dc	nan	columbia		county
2018-08-31	2018-08-01	30	county	5	436	False	District of Columbia, DC		Columbia	DC	Single Family Residential	6	795000.0	-0.1542553191	0.06	532496.5	-0.0318148636	0.06712725451	397.058823529	-0.1441353295	0.05991099828	452.730236116	-0.06533112544	0.05362673132	129.0	-0.07194244604	-0.07194244604	109.0	-0.2585034014	-0.2430555556	111.0	-0.1461538462	-0.008928571429	225.0	-0.1035856574	-0.2132867133	1.7	-0.1	-0.4	20.0	7.0	-4.0	0.9921881839	-0.002718711345	-0.01206507906	0.3178294574	-0.04188277285	-0.01310579443	0.2266666667	-0.01636122178	-0.06703962704	0.3577981651	-0.07077326343	0.2050203874	Washington, DC	47894.0	2025-10-13 14:40:31.665 Z	district of columbia dc	nan	columbia		county
2021-10-31	2021-10-01	30	county	5	436	False	District of Columbia, DC		Columbia	DC	Multi-Family (2-4 Unit)	4	1100000.0	0.2643678161	0.3836477987	650000.0	-0.03703703704	0.001540832049	436.046511628	0.3049189369	0.3696675703	530.842245533	-0.02783008367	0.01038112091	27.0	0.6875	0.08	35.0	0.0	0.2962962963	31.0	-0.1388888889	0.06896551724	90.0	-0.01098901099	0.125	3.3	-2.4	0.1	31.0	-37.0	-14.0	1.006451157	0.02780146283	0.03764489196	0.2962962963	0.1712962963	0.0962962963	0.1	-0.00989010989	-0.1	0.4285714286	0.02857142857	0.1693121693	Washington, DC	47894.0	2025-10-13 14:40:31.665 Z	district of columbia dc	nan	columbia		county
2015-08-31	2015-08-01	30	county	5	436	False	District of Columbia, DC		Columbia	DC	Townhouse	13	625000.0	-0.03846153846	0.07388316151	485000.0	-0.02805611222	0.1547619048	434.18079096	0.008643131442	0.114810869	438.061107175	-0.04600427062	0.129670477	277.0	-0.2533692722	0.01465201465	314.0	-0.1822916667	-0.07917888563	302.0	-0.1143695015	0.04137931034	508.0	0.01803607214	-0.05751391466	1.8	0.5	-0.2	16.0	2.0	-1.0	1.006622785	-0.0003886354144	0.005486469562	0.4079422383	-0.001761265776	0.04530487563	0.2578740157	-0.0226871065	-0.01485325698	0.2420382166	0.005059049894	0.04262472682	Washington, DC	47894.0	2025-10-13 14:40:31.665 Z	district of columbia dc	nan	columbia		county
2014-07-31	2014-07-01	30	county	5	436	False	District of Columbia, DC		Columbia	DC	Multi-Family (2-4 Unit)	4	500000.0	2.000004e-06	0.1834319527	469900.0	-0.02043760319	-0.004449152542	247.944078947	-0.02342609489	0.4381301871	418.988538485	-0.0408696107	-0.0319510899	15.0	0.0	-0.25	20.0	-0.09090909091	-0.2592592593	21.0	-0.08695652174	-0.04545454545	52.0	0.08333333333	-0.07142857143	3.5	0.3	0.7	62.0	45.0	48.0	0.9775449491	-0.04063625521	-0.04742846801	0.2666666667	-0.2666666667	-0.1333333333	0.3653846154	0.2195512821	0.2403846154	0.3	0.07272727273	0.1518518519	Washington, DC	47894.0	2025-10-13 14:40:31.665 Z	district of columbia dc	nan	columbia		county
2013-07-31	2013-07-01	30	county	5	436	False	District of Columbia, DC		Columbia	DC	Townhouse	13	600750.0	-0.03795339899	0.1665048544	472000.0	0.004469035965	0.1526251526	404.339250493	-0.04358215749	0.1668798577	432.817530304	-0.002037497465	0.1045624349	347.0	-0.02253521127	0.2572463768	395.0	-0.09195402299	0.25	335.0	-0.1298701299	0.1672473868	511.0	-0.05018587361	-0.0987654321	1.5	0.0	-0.6	13.0	2.0	-8.0	1.0159555	0.00541413413	0.0150524942	0.4293948127	-0.04666152535	0.07432234891	0.2739726027	-0.001120334063	0.02705902249	0.2126582278	-0.008031427324	-0.03101265823	Washington, DC	47894.0	2025-10-13 14:40:31.665 Z	district of columbia dc	nan	columbia		county
2016-11-30	2016-11-01	30	county	5	436	False	District of Columbia, DC		Columbia	DC	Townhouse	13	699000.0	0.05909090909	0.1095238095	529000.0	-0.05366726297	0.03929273084	443.989071038	0.04009008188	0.05391345145	454.731032597	-0.01294595935	0.01492586062	304.0	0.1217712177	0.02013422819	296.0	-0.124260355	-0.075	300.0	-0.2574257426	0.2295081967	575.0	-0.05115511551	0.02862254025	1.9	-0.3	0.0	18.0	6.0	1.0	0.99821543	-0.005670292585	-0.006645388353	0.3519736842	-0.04286026413	-0.04735517485	0.292173913	-0.00815611996	-0.02804075601	0.2635135135	-0.05897169359	0.05726351351	Washington, DC	47894.0	2025-10-13 14:40:31.665 Z	district of columbia dc	nan	columbia		county
2020-09-30	2020-09-01	30	county	5	436	False	District of Columbia, DC		Columbia	DC	Townhouse	13	805000.0	-0.02412413626	0.15	640000.0	0.06684447408	-0.01538461538	481.04131296	0.03496767334	0.1710392536	540.556876271	-0.00461495714	0.08111375254	385.0	0.05479452055	0.5714285714	403.0	-0.04952830189	0.02544529262	453.0	0.1048780488	-0.174863388	655.0	0.03639240506	-0.2041312272	1.7	0.0	-1.7	22.0	1.0	-6.0	1.011683177	-0.0004474964246	0.01937981613	0.4805194805	-0.01263120441	0.1539888683	0.2458015267	0.04485215963	-0.005717306818	0.6277915633	0.0216594878	0.1188857109	Washington, DC	47894.0	2025-10-13 14:40:31.665 Z	district of columbia dc	nan	columbia		county
2018-01-31	2018-01-01	30	county	5	436	False	District of Columbia, DC		Columbia	DC	All Residential	-1	500000.0	-0.1071428571	-0.07407407407	549450.0	0.1088799193	-0.0008183306056	446.947368421	-0.04429693298	-0.02158621659	487.906976744	0.1705297077	-0.0222340637	608.0	-0.1816958277	0.01164725458	688.0	0.007320644217	0.04718417047	743.0	0.5383022774	-0.0171957672	1271.0	-0.07428987618	-0.0960170697	2.1	0.3	-0.2	36.0	9.0	1.0	0.9918293515	-0.000478520342	0.001488997563	0.2976973684	-0.002437221081	0.01150768456	0.2195121951	0.04398415434	0.04739270721	0.2558139535	0.07426197691	0.03968001133	Washington, DC	47894.0	2025-10-13 14:40:31.665 Z	district of columbia dc	nan	columbia		county
2018-03-31	2018-03-01	30	county	5	436	False	District of Columbia, DC		Columbia	DC	Townhouse	13	675000.0	0.07142857143	0.0546875	585000.0	0.02640672551	0.04482943383	437.588398684	0.006735021831	0.01472452324	501.790395303	0.01772064867	0.05779266467	310.0	0.1355311355	-0.1436464088	468.0	0.7660377358	0.2580645161	456.0	0.425	0.004405286344	522.0	0.1082802548	-0.005714285714	1.7	0.0	0.2	17.0	-15.0	2.0	1.000893665	0.001893455595	-0.00283122292	0.3709677419	-0.009984639017	-0.04892176083	0.2931034483	0.01497181346	0.05881773399	0.5	0.2094339623	0.1532258065	Washington, DC	47894.0	2025-10-13 14:40:31.665 Z	district of columbia dc	nan	columbia		county
2018-05-31	2018-05-01	30	county	5	436	False	District of Columbia, DC		Columbia	DC	Multi-Family (2-4 Unit)	4	692500.0	-0.04482758621	0.5206411946	619000.0	0.03183863977	0.08596491228	325.573549258	0.1226616109	0.5503502346	515.725428102	0.0005636383774	0.04585393758	22.0	0.4666666667	0.04761904762	25.0	0.1904761905	0.1904761905	34.0	0.09677419355	0.8888888889	64.0	0.2075471698	0.2549019608	2.9	-0.6	0.5	13.0	-10.0	-48.0	1.004887519	0.00760895237	-0.005722507258	0.2727272727	0.006060606061	-0.2987012987	0.34375	0.1739386792	0.1280637255	0.6	0.219047619	0.3619047619	Washington, DC	47894.0	2025-10-13 14:40:31.665 Z	district of columbia dc	nan	columbia		county
2021-07-31	2021-07-01	30	county	5	436	False	District of Columbia, DC		Columbia	DC	Townhouse	13	845000.0	-0.06006674082	0.07643312102	634700.0	-0.03687405159	-0.00812626973	500.979751796	0.01985163759	0.1061001764	526.315789474	-0.043841285	-0.006710664966	393.0	-0.02481389578	0.01028277635	378.0	-0.1369863014	-0.1467268623	422.0	-0.1643564356	-0.09247311828	571.0	0.05740740741	-0.1201848998	1.5	0.2	-0.2	15.0	7.0	-10.0	1.019345187	-0.01532529859	0.01119626104	0.4910941476	-0.08706962413	0.02579851776	0.2504378284	-0.02178439385	0.04550716581	0.6084656085	-0.04221932304	0.03058750463	Washington, DC	47894.0	2025-10-13 14:40:31.665 Z	district of columbia dc	nan	columbia		county
2021-03-31	2021-03-01	30	county	5	436	False	District of Columbia, DC		Columbia	DC	Condo/Co-op	3	489950.0	0.02072916667	-0.05222942257	649000.0	0.04677419355	-0.001384828435	604.982206406	0.02024522215	0.03193906679	552.738192683	-0.01100248185	0.1068973062	480.0	0.3445378151	0.2532637076	576.0	0.152	0.5118110236	641.0	0.1570397112	0.4872389791	1287.0	0.02468152866	0.7368421053	2.7	-0.8	0.8	40.0	-9.0	11.0	1.000736539	-0.001032465213	-0.0004621928327	0.3104166667	-0.02291666667	-0.02639795474	0.1942501943	0.03819923884	0.02016112542	0.4427083333	-0.01329166667	-0.06647801837	Washington, DC	47894.0	2025-10-13 14:40:31.665 Z	district of columbia dc	nan	columbia		county
2024-05-31	2024-05-01	30	county	5	436	False	District of Columbia, DC		Columbia	DC	All Residential	-1	690000.0	-0.01287553648	0.02222222222	659950.0	-0.015	-0.03656934307	532.754764879	0.04552804431	0.007258439293	521.885521886	0.000619750738	-0.01378180876	693.0	0.08112324493	-0.1138107417	711.0	-0.03658536585	-0.193877551	1090.0	0.02927289896	0.1886586696	2762.0	0.06929926442	0.2775208141	4.0	0.0	1.2	36.0	-5.0	-3.0	0.9972059209	0.002703950238	-0.001576570043	0.3333333333	0.0618824753	0.0136402387	0.2802317161	0.01929482106	0.03231312225	0.4050632911	-0.04209118041	-0.01897299004	Washington, DC	47894.0	2025-10-13 14:40:31.665 Z	district of columbia dc	nan	columbia		county
2012-02-29	2012-02-01	30	county	5	436	False	District of Columbia, DC		Columbia	DC	Single Family Residential	6	398000.0	-0.1621052632	0.1436781609	399999.0	-0.02200733496	0.03895844156	213.940648723	-0.1126291849	-0.009907173222	383.771929825	0.02979945391	0.05616147411	85.0	0.1486486486	0.5178571429	85.0	-0.08602150538	0.0119047619	88.0	-0.2542372881	-0.2142857143	335.0	-0.04011461318	-0.1849148418	3.9	-0.8	-3.4	95.0	41.0	7.0	0.9586408575	-0.0144463878	-0.00674922702	0.1411764706	-0.00747217806	-0.05525210084	0.1940298507	0.004918102895	-0.0103497113	0.1411764706	-0.00936116382	0.03403361345	Washington, DC	47894.0	2025-10-13 14:40:31.665 Z	district of columbia dc	nan	columbia		county
2023-08-31	2023-08-01	30	county	5	436	False	District of Columbia, DC		Columbia	DC	Condo/Co-op	3	449500.0	-0.001111111111	-0.001111111111	630000.0	0.01629295048	0.08996539792	581.963900862	-0.005370787618	0.01606567957	496.678962739	-0.06884195945	-0.01747086496	306.0	0.04794520548	-0.05846153846	231.0	-0.3284883721	-0.2643312102	296.0	-0.1978319783	-0.05431309904	900.0	-0.05462184874	-0.0990990991	2.9	-0.4	-0.2	54.0	11.0	12.0	0.9925211521	0.001210728018	0.002004297626	0.2287581699	-0.0349404602	0.001065862242	0.2011111111	0.005732959851	-0.004094094094	0.3376623377	-0.02861673211	-0.006286706924	Washington, DC	47894.0	2025-10-13 14:40:31.665 Z	district of columbia dc	nan	columbia		county
2016-08-31	2016-08-01	30	county	5	436	False	District of Columbia, DC		Columbia	DC	All Residential	-1	575000.0	0.007887817704	0.1165048544	475000.0	-0.1347905282	-0.0206185567	460.209424084	-0.05156840428	0.004711070954	425.81300813	-0.07983292894	-0.02795979566	841.0	0.04472049689	0.1504787962	828.0	-0.01428571429	-0.02816901408	696.0	-0.1935110081	-0.0346740638	1428.0	-0.09677419355	-0.0549305096	1.7	-0.3	-0.4	23.0	4.0	3.0	0.9929545743	-0.005855922754	-0.008285867882	0.3365041617	-0.02747099357	-0.02327696004	0.2149859944	-0.01271799042	-0.01267780441	0.1980676329	-0.01145617667	-0.01085255494	Washington, DC	47894.0	2025-10-13 14:40:31.665 Z	district of columbia dc	nan	columbia		county
2014-08-31	2014-08-01	30	county	5	436	False	District of Columbia, DC		Columbia	DC	Townhouse	13	582000.0	-0.09627329193	0.06441347526	420000.0	-0.106192807	-0.01176470588	389.465875371	-0.05854304936	-0.02615629619	387.777777778	-0.07449072669	-0.03252730697	273.0	-0.1752265861	-0.1107491857	341.0	-0.06060606061	-0.1142857143	290.0	-0.2307692308	0.01754385965	539.0	-0.05272407733	0.1229166667	2.0	0.3	0.4	17.0	3.0	1.0	1.001136315	-0.003748544734	-0.008391163895	0.3626373626	-0.05125991833	-0.07058739306	0.2727272727	0.005591947595	0.02689393939	0.1994134897	-0.03474628988	-0.005781315459	Washington, DC	47894.0	2025-10-13 14:40:31.665 Z	district of columbia dc	nan	columbia		county
