candidate_id,candidate_label,geo_id,rows,first_date,last_date,mean_axis_score,mean_absolute_axis_score,median_absolute_axis_score,axis_mean_absolute_change_1m,axis_p90_absolute_change_1m,axis_sign_flip_rate,axis_near_zero_rate_010,axis_strong_conviction_rate_025,mean_absolute_price_score,mean_absolute_affordability_score,price_affordability_opposite_sign_rate,mean_weighted_price_magnitude,mean_weighted_affordability_magnitude,mean_price_affordability_gross,mean_absolute_price_affordability_net,mean_cancellation_amount,mean_cancellation_rate,magnitude_weighted_cancellation_rate,material_cancellation_month_rate
price_family_ma9_structural_linked,MA9,alameda_county_ca__county,129,2015-11-30,2026-07-31,0.04229527773140281,0.15994801115093776,0.1318825483488895,0.09210294153880394,0.16856831553328902,0.1328125,0.3488372093023256,0.18604651162790697,0.3422228024429892,0.39072184388784104,0.6821705426356589,0.05133342036644838,0.0390721843887841,0.09040560475523246,0.04552874689480632,0.04487685786042616,0.37697270111078607,0.49639464258800603,0.18604651162790697
price_family_ma9_structural_linked,MA9,district_of_columbia_dc__county,129,2015-11-30,2026-07-31,0.051709525132557534,0.11114048410848361,0.0912802926909879,0.08823330288431452,0.17872734930377598,0.2890625,0.5503875968992248,0.09302325581395349,0.2972980115024833,0.33741211740202387,0.7054263565891473,0.0445947017253725,0.03374121174020239,0.07833591346557489,0.04535954079616917,0.032976372669405715,0.39244458978549845,0.4209611046904732,0.07751937984496124
price_family_ma12_structural_linked,MA12,alameda_county_ca__county,129,2015-11-30,2026-07-31,0.04015005664560633,0.1656129460584399,0.1426066984407172,0.0913065298783074,0.16790749898127252,0.1640625,0.3178294573643411,0.20930232558139536,0.41394974325430567,0.38107918458244605,0.6589147286821705,0.06209246148814585,0.0381079184582446,0.10020037994639047,0.05215063801708164,0.04804974192930881,0.37803279869919076,0.4795365242628475,0.21705426356589147
price_family_ma12_structural_linked,MA12,district_of_columbia_dc__county,129,2015-11-30,2026-07-31,0.049161029016285135,0.11283901178806485,0.0884657497026171,0.08846790683077896,0.17709055367705512,0.2890625,0.5658914728682171,0.10852713178294573,0.36151911757304783,0.3427496045504163,0.6666666666666666,0.054227867635957175,0.03427496045504163,0.0885028280909988,0.051774198482974244,0.03672862960802456,0.38806241261547464,0.4149995022787306,0.08527131782945736
