candidate_id,candidate_label,rows,mean_axis_score,mean_absolute_axis_score,median_absolute_axis_score,axis_mean_absolute_change_1m,axis_p90_absolute_change_1m,axis_sign_flip_rate,axis_near_zero_rate_010,axis_strong_conviction_rate_025,mean_absolute_price_score,mean_absolute_affordability_score,price_affordability_opposite_sign_rate,mean_weighted_price_magnitude,mean_weighted_affordability_magnitude,mean_price_affordability_gross,mean_absolute_price_affordability_net,mean_cancellation_amount,mean_cancellation_rate,magnitude_weighted_cancellation_rate,material_cancellation_month_rate
price_family_ma12_structural_linked,MA12,129.0,0.044655542830945735,0.1392259789232524,0.11553622407166714,0.08988721835454318,0.1724990263291638,0.2265625,0.4418604651162791,0.15891472868217055,0.3877344304136767,0.36191439456643115,0.6627906976744186,0.05816016456205152,0.03619143945664312,0.09435160401869463,0.05196241825002794,0.04238918576866668,0.3830476056573327,0.447268013270789,0.1511627906976744
price_family_ma9_structural_linked,MA9,129.0,0.04700240143198017,0.13554424762971068,0.11158142051993869,0.09016812221155923,0.1736478324185325,0.2109375,0.4496124031007752,0.13953488372093023,0.3197604069727362,0.3640669806449325,0.6937984496124031,0.047964061045910444,0.036406698064493245,0.08437075911040368,0.04544414384548774,0.038926615264915934,0.38470864544814226,0.4586778736392396,0.13178294573643412
