geo_id,dimension,observations,mean_share_of_axis_change,median_share_of_axis_change,mean_absolute_share_of_axis_change,positive_axis_month_mean_share,negative_axis_month_mean_share
alameda_county_ca__county,demand,128,1.227603060288381,0.9630151653605593,1.3055264447265367,1.5008197212643306,0.9939830168451773
alameda_county_ca__county,price,128,-0.23775776470251753,0.003991448988073727,0.5396653076258644,-0.402328081111235,-0.09703821878781711
alameda_county_ca__county,capital_markets,128,-0.10056711027551615,0.026686884965014625,0.4722472455400113,-0.21367921820614186,-0.0038480614652710333
alameda_county_ca__county,affordability,128,0.1107218146896528,0.00609667861915871,0.36675140915145166,0.11518757805304651,0.10690326340791034
district_of_columbia_dc__county,demand,128,0.21502277189616736,0.8867944058141315,1.752827934393785,0.6298606856707237,-0.1998151418783891
district_of_columbia_dc__county,price,128,0.3474108393532233,0.02615125614127349,0.930840458783363,0.16227283189570768,0.5325488468107389
district_of_columbia_dc__county,affordability,128,0.5651824570585369,0.01539966261629296,0.8416957511066164,0.07077070838167876,1.0595942057353953
district_of_columbia_dc__county,capital_markets,128,-0.12761606830792285,0.03937519413858377,0.6840161140345353,0.1370957740518887,-0.3923279106677343
