geo_id,dimension,observations,first_date,last_date,mean_score_change,mean_absolute_score_change,score_change_std,mean_contribution_change,mean_absolute_contribution_change,contribution_change_std,mean_share_of_absolute_change,p90_share_of_absolute_change,aligned_activity_total,opposing_activity_total
alameda_county_ca__county,demand,128,2015-12-31,2026-07-31,-0.005772236496237189,0.13535744254319823,0.16282510122785815,-0.0037519537225541725,0.08798233765307886,0.10583631579810776,0.6529011095978471,0.8915985154656509,11.196826161930199,0.06491305766389413
alameda_county_ca__county,capital_markets,128,2015-12-31,2026-07-31,-7.95323828822952e-05,0.1279634440932402,0.15766822029327926,-7.953238288229612e-06,0.012796344409324006,0.01576682202932791,0.14057650147176548,0.28214223649496073,0.8631045483901778,0.774827536003295
alameda_county_ca__county,price,128,2015-12-31,2026-07-31,-0.01171875,0.07064872435666737,0.10750296808197737,-0.0017578124999999998,0.010597308653500098,0.016125445212296603,0.11055596647347994,0.2898741128779722,0.7813819181798083,0.5750735894682043
alameda_county_ca__county,affordability,128,2015-12-31,2026-07-31,0.008671874999999999,0.09594086020494663,0.1469276017501556,0.0008671874999999993,0.009594086020494658,0.014692760175015541,0.09596642245690748,0.2164311521571439,0.7443901948409346,0.4836528157823817
district_of_columbia_dc__county,demand,128,2015-12-31,2026-07-31,-0.00340180790279494,0.12484411265070264,0.1617572332261409,-0.0022111751368167104,0.08114867322295671,0.10514220159699157,0.5579271246008952,0.861576615588904,9.992160528477251,0.3948696440612068
district_of_columbia_dc__county,price,128,2015-12-31,2026-07-31,-0.010247395833333334,0.1275169526179364,0.1840702864412338,-0.0015371093749999988,0.019127542892690447,0.027610542966185057,0.1742432403974178,0.3843728060147384,1.6399137202177279,0.8084117700466494
district_of_columbia_dc__county,capital_markets,128,2015-12-31,2026-07-31,-7.95323828822952e-05,0.1279634440932402,0.15766822029327926,-7.953238288229612e-06,0.012796344409324006,0.01576682202932791,0.15755764155896002,0.36151902819439863,1.0782990460400947,0.559633038353378
district_of_columbia_dc__county,affordability,128,2015-12-31,2026-07-31,0.0033203125000000008,0.11852489216836981,0.2035100510529596,0.00033203125000000095,0.011852489216836971,0.02035100510529594,0.11027199344272702,0.24178851012986904,0.9467759259104973,0.570342693844635
