candidate_id,run_role,geo_id,canonical_metric_key,feature_component,feature_origin,series_variant,series_family,comparison_pair,minimum_calendar_month_mean_absolute_change,maximum_calendar_month_mean_absolute_change,seasonal_spread,minimum_month,maximum_month,baseline_seasonal_spread,seasonal_spread_ratio_challenger_vs_baseline,dimension,axis
price_family_ma9_structural_linked,baseline,alameda_county_ca__county,median_ppsf,level,normalized_feature,normalized_score,normalized_feature,baseline_vs_challenger,0.032796892048755445,0.17979622960591546,0.14699933755716002,5.0,2.0,0.14699933755716002,1.0,,
price_family_ma9_structural_linked,challenger,alameda_county_ca__county,median_ppsf,level,normalized_feature,normalized_score,normalized_feature,baseline_vs_challenger,0.006989432136490947,0.04911945468027357,0.04213002254378262,9.0,1.0,0.14699933755716002,0.28660008435344514,,
price_family_ma9_structural_linked,baseline,alameda_county_ca__county,median_ppsf,long,normalized_feature,normalized_score,normalized_feature,baseline_vs_challenger,0.07009997662293091,0.22451123224497396,0.15441125562204305,12.0,10.0,0.15441125562204305,1.0,,
price_family_ma9_structural_linked,challenger,alameda_county_ca__county,median_ppsf,long,normalized_feature,normalized_score,normalized_feature,baseline_vs_challenger,0.027534606735811578,0.10456134058152515,0.07702673384571357,7.0,5.0,0.15441125562204305,0.49884144478595627,,
price_family_ma9_structural_linked,baseline,alameda_county_ca__county,median_ppsf,short,normalized_feature,normalized_score,normalized_feature,baseline_vs_challenger,0.35406550920283064,0.9539125111017666,0.5998470018989359,7.0,2.0,0.5998470018989359,1.0,,
price_family_ma9_structural_linked,challenger,alameda_county_ca__county,median_ppsf,short,normalized_feature,normalized_score,normalized_feature,baseline_vs_challenger,0.08075738850470084,0.3091063964598749,0.2283490079551741,2.0,12.0,0.5998470018989359,0.38067875180219213,,
price_family_ma9_structural_linked,baseline,alameda_county_ca__county,median_sale_price,level,normalized_feature,normalized_score,normalized_feature,baseline_vs_challenger,0.021585132262103415,0.20427220604878413,0.1826870737866807,6.0,3.0,0.1826870737866807,1.0,,
price_family_ma9_structural_linked,challenger,alameda_county_ca__county,median_sale_price,level,normalized_feature,normalized_score,normalized_feature,baseline_vs_challenger,0.009512802253725795,0.07432352653460525,0.06481072428087946,7.0,1.0,0.1826870737866807,0.35476360170154886,,
price_family_ma9_structural_linked,baseline,alameda_county_ca__county,median_sale_price,long,normalized_feature,normalized_score,normalized_feature,baseline_vs_challenger,0.1321581126717874,0.3516327744073877,0.21947466173560032,4.0,5.0,0.21947466173560032,1.0,,
price_family_ma9_structural_linked,challenger,alameda_county_ca__county,median_sale_price,long,normalized_feature,normalized_score,normalized_feature,baseline_vs_challenger,0.041431806154189954,0.11482153159258486,0.0733897254383949,7.0,2.0,0.21947466173560032,0.33438814694156827,,
price_family_ma9_structural_linked,baseline,alameda_county_ca__county,median_sale_price,short,normalized_feature,normalized_score,normalized_feature,baseline_vs_challenger,0.24066003799581026,1.1003623105567062,0.8597022725608959,8.0,2.0,0.8597022725608959,1.0,,
price_family_ma9_structural_linked,challenger,alameda_county_ca__county,median_sale_price,short,normalized_feature,normalized_score,normalized_feature,baseline_vs_challenger,0.047594228063185806,0.4041679007813199,0.3565736727181341,3.0,1.0,0.8597022725608959,0.414764138817461,,
price_family_ma9_structural_linked,baseline,alameda_county_ca__county,payment_burden,level,normalized_feature,normalized_score,normalized_feature,baseline_vs_challenger,0.09430676474377793,0.46672468915743365,0.37241792441365573,7.0,12.0,0.37241792441365573,1.0,,
price_family_ma9_structural_linked,challenger,alameda_county_ca__county,payment_burden,level,normalized_feature,normalized_score,normalized_feature,baseline_vs_challenger,0.0385463911445129,0.23177478455840686,0.19322839341389397,9.0,12.0,0.37241792441365573,0.5188482635955766,,
price_family_ma9_structural_linked,baseline,alameda_county_ca__county,payment_burden,long,normalized_feature,normalized_score,normalized_feature,baseline_vs_challenger,0.06947581685524692,0.3870117022368086,0.31753588538156163,9.0,12.0,0.31753588538156163,1.0,,
price_family_ma9_structural_linked,challenger,alameda_county_ca__county,payment_burden,long,normalized_feature,normalized_score,normalized_feature,baseline_vs_challenger,0.03827783294903542,0.27830312804259244,0.24002529509355702,6.0,2.0,0.31753588538156163,0.7558997459614201,,
