candidate_id,run_role,geo_id,canonical_metric_key,feature_component,rows,first_date,last_date,mean_value,value_std,mean_absolute_change_1m,p90_absolute_change_1m,maximum_absolute_change_1m,sign_flip_rate,near_zero_rate,overlap_rows,baseline_challenger_correlation,mean_absolute_baseline_challenger_difference,feature_origin,series_variant
price_family_ma9_structural_linked,raw_source,20001_district_of_columbia_dc__zip,median_ppsf,level,163,2012-03-31,2026-05-31,572.2601655107792,47.47436889038311,2.632602758991088,4.959919171444483,9.933089071111112,0.0,0.0,163.0,1.0,0.0,raw_source,raw_level
price_family_ma9_structural_linked,structural_ma9,20001_district_of_columbia_dc__zip,median_ppsf,level,163,2012-03-31,2026-05-31,572.2601655107792,47.47436889038311,2.632602758991088,4.959919171444483,9.933089071111112,0.0,0.0,163.0,1.0,0.0,structural_ma9,ma9_level
price_family_ma9_structural_linked,raw_source,20001_district_of_columbia_dc__zip,median_sale_price,level,163,2012-03-31,2026-05-31,657664.7505112474,77908.41139094792,4170.414609053496,8994.444444444438,16938.888888888876,0.0,0.0,163.0,1.0,0.0,raw_source,raw_level
price_family_ma9_structural_linked,structural_ma9,20001_district_of_columbia_dc__zip,median_sale_price,level,163,2012-03-31,2026-05-31,657664.7505112474,77908.41139094792,4170.414609053496,8994.444444444438,16938.888888888876,0.0,0.0,163.0,1.0,0.0,structural_ma9,ma9_level
price_family_ma9_structural_linked,raw_source,20002_district_of_columbia_dc__zip,median_ppsf,level,163,2012-03-31,2026-05-31,467.9657546685045,54.71467790167094,2.606529447988339,4.907657125333316,9.518066234444461,0.0,0.0,163.0,1.0,0.0,raw_source,raw_level
price_family_ma9_structural_linked,structural_ma9,20002_district_of_columbia_dc__zip,median_ppsf,level,163,2012-03-31,2026-05-31,467.9657546685045,54.71467790167094,2.606529447988339,4.907657125333316,9.518066234444461,0.0,0.0,163.0,1.0,0.0,structural_ma9,ma9_level
price_family_ma9_structural_linked,raw_source,20002_district_of_columbia_dc__zip,median_sale_price,level,163,2012-03-31,2026-05-31,631575.8214042264,91754.72238126765,4143.943758573388,8322.222222222155,17222.222222222248,0.0,0.0,163.0,1.0,0.0,raw_source,raw_level
price_family_ma9_structural_linked,structural_ma9,20002_district_of_columbia_dc__zip,median_sale_price,level,163,2012-03-31,2026-05-31,631575.8214042264,91754.72238126765,4143.943758573388,8322.222222222155,17222.222222222248,0.0,0.0,163.0,1.0,0.0,structural_ma9,ma9_level
price_family_ma9_structural_linked,raw_source,20003_district_of_columbia_dc__zip,median_ppsf,level,163,2012-03-31,2026-05-31,570.1859282106741,59.32625190913325,2.601139917918378,5.212830214155407,7.8366666666667015,0.0,0.0,163.0,0.9999999999999999,0.0,raw_source,raw_level
price_family_ma9_structural_linked,structural_ma9,20003_district_of_columbia_dc__zip,median_ppsf,level,163,2012-03-31,2026-05-31,570.1859282106741,59.32625190913325,2.601139917918378,5.212830214155407,7.8366666666667015,0.0,0.0,163.0,0.9999999999999999,0.0,structural_ma9,ma9_level
price_family_ma9_structural_linked,raw_source,20003_district_of_columbia_dc__zip,median_sale_price,level,163,2012-03-31,2026-05-31,747397.5177232447,103349.86877500312,5717.261316872428,11461.666666666677,23893.222222222248,0.0,0.0,163.0,0.9999999999999999,0.0,raw_source,raw_level
price_family_ma9_structural_linked,structural_ma9,20003_district_of_columbia_dc__zip,median_sale_price,level,163,2012-03-31,2026-05-31,747397.5177232447,103349.86877500312,5717.261316872428,11461.666666666677,23893.222222222248,0.0,0.0,163.0,0.9999999999999999,0.0,structural_ma9,ma9_level
price_family_ma9_structural_linked,raw_source,20004_district_of_columbia_dc__zip,median_ppsf,level,163,2012-03-31,2026-05-31,592.6616868312535,27.30071456036812,2.879331648086419,5.489045846811075,10.870000000000005,0.0,0.0,163.0,0.9999999999999999,0.0,raw_source,raw_level
price_family_ma9_structural_linked,structural_ma9,20004_district_of_columbia_dc__zip,median_ppsf,level,163,2012-03-31,2026-05-31,592.6616868312535,27.30071456036812,2.879331648086419,5.489045846811075,10.870000000000005,0.0,0.0,163.0,0.9999999999999999,0.0,structural_ma9,ma9_level
price_family_ma9_structural_linked,raw_source,20004_district_of_columbia_dc__zip,median_sale_price,level,163,2012-03-31,2026-05-31,485815.6561008862,27201.602555742524,5671.336076817559,13394.444444444449,35000.0,0.0,0.0,163.0,0.9999999999999999,0.0,raw_source,raw_level
price_family_ma9_structural_linked,structural_ma9,20004_district_of_columbia_dc__zip,median_sale_price,level,163,2012-03-31,2026-05-31,485815.6561008862,27201.602555742524,5671.336076817559,13394.444444444449,35000.0,0.0,0.0,163.0,0.9999999999999999,0.0,structural_ma9,ma9_level
price_family_ma9_structural_linked,raw_source,20005_district_of_columbia_dc__zip,median_ppsf,level,163,2012-03-31,2026-05-31,657.662236777471,41.4123475216979,3.6452176391104207,8.68544444444455,14.58054657411094,0.0,0.0,163.0,1.0,0.0,raw_source,raw_level
price_family_ma9_structural_linked,structural_ma9,20005_district_of_columbia_dc__zip,median_ppsf,level,163,2012-03-31,2026-05-31,657.662236777471,41.4123475216979,3.6452176391104207,8.68544444444455,14.58054657411094,0.0,0.0,163.0,1.0,0.0,structural_ma9,ma9_level
price_family_ma9_structural_linked,raw_source,20005_district_of_columbia_dc__zip,median_sale_price,level,163,2012-03-31,2026-05-31,538660.1025903204,45756.02303269316,5978.818930041151,11363.888888888852,21161.111111111124,0.0,0.0,163.0,0.9999999999999999,0.0,raw_source,raw_level
price_family_ma9_structural_linked,structural_ma9,20005_district_of_columbia_dc__zip,median_sale_price,level,163,2012-03-31,2026-05-31,538660.1025903204,45756.02303269316,5978.818930041151,11363.888888888852,21161.111111111124,0.0,0.0,163.0,0.9999999999999999,0.0,structural_ma9,ma9_level
price_family_ma9_structural_linked,raw_source,20006_district_of_columbia_dc__zip,median_ppsf,level,149,2012-03-31,2026-05-31,508.0448559776473,35.97391761903877,5.991526468154658,12.99926168133331,24.161313347555563,0.0,0.0,149.0,1.0,0.0,raw_source,raw_level
price_family_ma9_structural_linked,structural_ma9,20006_district_of_columbia_dc__zip,median_ppsf,level,149,2012-03-31,2026-05-31,508.0448559776473,35.97391761903877,5.991526468154658,12.99926168133331,24.161313347555563,0.0,0.0,149.0,1.0,0.0,structural_ma9,ma9_level
price_family_ma9_structural_linked,raw_source,20006_district_of_columbia_dc__zip,median_sale_price,level,151,2012-03-31,2026-05-31,309329.95584988967,102501.99709614662,15267.42148148148,50391.66666666667,107944.4444444445,0.0,0.0,151.0,1.0,0.0,raw_source,raw_level
price_family_ma9_structural_linked,structural_ma9,20006_district_of_columbia_dc__zip,median_sale_price,level,151,2012-03-31,2026-05-31,309329.95584988967,102501.99709614662,15267.42148148148,50391.66666666667,107944.4444444445,0.0,0.0,151.0,1.0,0.0,structural_ma9,ma9_level
price_family_ma9_structural_linked,raw_source,20007_district_of_columbia_dc__zip,median_ppsf,level,163,2012-03-31,2026-05-31,611.1211603674165,54.27582625188704,3.512002058501372,7.470940654800008,12.527777777777715,0.0,0.0,163.0,1.0,0.0,raw_source,raw_level
price_family_ma9_structural_linked,structural_ma9,20007_district_of_columbia_dc__zip,median_ppsf,level,163,2012-03-31,2026-05-31,611.1211603674165,54.27582625188704,3.512002058501372,7.470940654800008,12.527777777777715,0.0,0.0,163.0,1.0,0.0,structural_ma9,ma9_level
price_family_ma9_structural_linked,raw_source,20007_district_of_columbia_dc__zip,median_sale_price,level,163,2012-03-31,2026-05-31,1063219.0538513975,170462.63421738037,10999.444101508914,25222.222222222204,46944.44444444426,0.0,0.0,163.0,1.0,0.0,raw_source,raw_level
price_family_ma9_structural_linked,structural_ma9,20007_district_of_columbia_dc__zip,median_sale_price,level,163,2012-03-31,2026-05-31,1063219.0538513975,170462.63421738037,10999.444101508914,25222.222222222204,46944.44444444426,0.0,0.0,163.0,1.0,0.0,structural_ma9,ma9_level
price_family_ma9_structural_linked,raw_source,20008_district_of_columbia_dc__zip,median_ppsf,level,163,2012-03-31,2026-05-31,505.2884285277089,32.73858993983078,2.175173977165296,4.487480894566591,6.83359807222223,0.0,0.0,163.0,1.0,0.0,raw_source,raw_level
price_family_ma9_structural_linked,structural_ma9,20008_district_of_columbia_dc__zip,median_ppsf,level,163,2012-03-31,2026-05-31,505.2884285277089,32.73858993983078,2.175173977165296,4.487480894566591,6.83359807222223,0.0,0.0,163.0,1.0,0.0,structural_ma9,ma9_level
price_family_ma9_structural_linked,raw_source,20008_district_of_columbia_dc__zip,median_sale_price,level,163,2012-03-31,2026-05-31,565373.5272665303,62986.72814645066,11680.038751714677,27327.77777777781,40555.55555555562,0.0,0.0,163.0,1.0,0.0,raw_source,raw_level
