candidate_id,run_role,geo_id,canonical_metric_key,feature_component,feature_origin,series_variant,calendar_month,calendar_month_observation_count,calendar_month_mean_absolute_change,series_family,comparison_pair,dimension,axis
price_family_ma9_structural_linked,baseline,alameda_county_ca__county,median_ppsf,level,normalized_feature,normalized_score,1,12,0.052274145623209124,normalized_feature,baseline_vs_challenger,,
price_family_ma9_structural_linked,baseline,alameda_county_ca__county,median_ppsf,level,normalized_feature,normalized_score,2,12,0.17979622960591546,normalized_feature,baseline_vs_challenger,,
price_family_ma9_structural_linked,baseline,alameda_county_ca__county,median_ppsf,level,normalized_feature,normalized_score,3,12,0.0730586924044679,normalized_feature,baseline_vs_challenger,,
price_family_ma9_structural_linked,baseline,alameda_county_ca__county,median_ppsf,level,normalized_feature,normalized_score,4,12,0.04364565192151402,normalized_feature,baseline_vs_challenger,,
price_family_ma9_structural_linked,baseline,alameda_county_ca__county,median_ppsf,level,normalized_feature,normalized_score,5,12,0.032796892048755445,normalized_feature,baseline_vs_challenger,,
price_family_ma9_structural_linked,baseline,alameda_county_ca__county,median_ppsf,level,normalized_feature,normalized_score,6,11,0.0633723706845639,normalized_feature,baseline_vs_challenger,,
price_family_ma9_structural_linked,baseline,alameda_county_ca__county,median_ppsf,level,normalized_feature,normalized_score,7,11,0.0450151307871777,normalized_feature,baseline_vs_challenger,,
price_family_ma9_structural_linked,baseline,alameda_county_ca__county,median_ppsf,level,normalized_feature,normalized_score,8,11,0.08049529188147388,normalized_feature,baseline_vs_challenger,,
price_family_ma9_structural_linked,baseline,alameda_county_ca__county,median_ppsf,level,normalized_feature,normalized_score,9,11,0.05243712823012119,normalized_feature,baseline_vs_challenger,,
price_family_ma9_structural_linked,baseline,alameda_county_ca__county,median_ppsf,level,normalized_feature,normalized_score,10,11,0.05846290234604223,normalized_feature,baseline_vs_challenger,,
price_family_ma9_structural_linked,baseline,alameda_county_ca__county,median_ppsf,level,normalized_feature,normalized_score,11,11,0.07327689278191117,normalized_feature,baseline_vs_challenger,,
price_family_ma9_structural_linked,baseline,alameda_county_ca__county,median_ppsf,level,normalized_feature,normalized_score,12,12,0.08319634377029882,normalized_feature,baseline_vs_challenger,,
price_family_ma9_structural_linked,challenger,alameda_county_ca__county,median_ppsf,level,normalized_feature,normalized_score,1,11,0.04911945468027357,normalized_feature,baseline_vs_challenger,,
price_family_ma9_structural_linked,challenger,alameda_county_ca__county,median_ppsf,level,normalized_feature,normalized_score,2,11,0.04016840613868771,normalized_feature,baseline_vs_challenger,,
price_family_ma9_structural_linked,challenger,alameda_county_ca__county,median_ppsf,level,normalized_feature,normalized_score,3,11,0.036296272026997034,normalized_feature,baseline_vs_challenger,,
price_family_ma9_structural_linked,challenger,alameda_county_ca__county,median_ppsf,level,normalized_feature,normalized_score,4,11,0.02422437479799767,normalized_feature,baseline_vs_challenger,,
price_family_ma9_structural_linked,challenger,alameda_county_ca__county,median_ppsf,level,normalized_feature,normalized_score,5,11,0.022382662529927568,normalized_feature,baseline_vs_challenger,,
