candidate_id,run_role,geo_id,canonical_metric_key,rows,first_date,last_date,mean_value,value_std,mean_absolute_change_1m,p90_absolute_change_1m,maximum_absolute_change_1m,sign_flip_rate,near_zero_rate,overlap_rows,baseline_challenger_correlation,mean_absolute_baseline_challenger_difference
price_family_ma9_structural_linked,baseline,alameda_county_ca__county,median_ppsf,138,2014-12-31,2026-05-31,-0.020190325471672863,0.39616405996092163,0.2745778396966519,0.5757287847380711,0.9720000000000001,0.2826086956521739,0.16666666666666666,130,0.45140121698471974,0.3486086554438261
price_family_ma9_structural_linked,challenger,alameda_county_ca__county,median_ppsf,130,2015-08-31,2026-05-31,-0.118768350755122,0.4320942231556977,0.09999623383136656,0.20871032208176848,0.5422222222222222,0.11538461538461539,0.2,130,0.45140121698471974,0.3486086554438261
price_family_ma9_structural_linked,baseline,alameda_county_ca__county,median_sale_price,138,2014-12-31,2026-05-31,0.003980015536889599,0.4025508623481052,0.3306348971089179,0.685060730289817,1.3286666666666667,0.4057971014492754,0.15217391304347827,130,0.3467323247302924,0.3724085809741752
price_family_ma9_structural_linked,challenger,alameda_county_ca__county,median_sale_price,130,2015-08-31,2026-05-31,-0.0703137183779696,0.41560516007444737,0.11340882742604849,0.2567587963498791,0.45995959595959596,0.11538461538461539,0.15384615384615385,130,0.3467323247302924,0.3724085809741752
price_family_ma9_structural_linked,baseline,alameda_county_ca__county,payment_burden,127,2015-11-30,2026-05-31,-0.2028253273524929,0.4751497190158982,0.2381362213386464,0.4992922122188187,1.2298321226132778,0.12598425196850394,0.09448818897637795,127,0.825654700533594,0.21516451063262795
price_family_ma9_structural_linked,challenger,alameda_county_ca__county,payment_burden,127,2015-11-30,2026-05-31,-0.2412615592604932,0.4804658355725173,0.11718927518313121,0.2731457647400823,0.5629458261037208,0.07874015748031496,0.13385826771653545,127,0.825654700533594,0.21516451063262795
price_family_ma9_structural_linked,baseline,alameda_county_ca__county,price_to_income,127,2015-11-30,2026-05-31,-0.10491279704098085,0.4798308756267424,0.2790874634971916,0.5503840750124029,1.2467216184921353,0.25196850393700787,0.18110236220472442,127,0.7182915928239041,0.2897959589528985
price_family_ma9_structural_linked,challenger,alameda_county_ca__county,price_to_income,127,2015-11-30,2026-05-31,-0.15578979194313688,0.45288532741095283,0.10993381746699395,0.22554506252001955,0.6699999999999999,0.07086614173228346,0.07086614173228346,127,0.7182915928239041,0.2897959589528985
price_family_ma9_structural_linked,baseline,district_of_columbia_dc__county,median_ppsf,138,2014-12-31,2026-05-31,0.0066347245728518,0.42496610730048096,0.4725209444327296,0.9517014844804319,1.4953333333333334,0.5652173913043478,0.15942028985507245,130,0.36297148180806826,0.3994060279559676
price_family_ma9_structural_linked,challenger,district_of_columbia_dc__county,median_ppsf,130,2015-08-31,2026-05-31,-0.03711235428833239,0.4450710435189973,0.12623589748250838,0.27538216828250417,0.4311111111111112,0.1,0.18461538461538463,130,0.36297148180806826,0.3994060279559676
price_family_ma9_structural_linked,baseline,district_of_columbia_dc__county,median_sale_price,138,2014-12-31,2026-05-31,0.08184421737739825,0.4466700860498027,0.5349538966584182,0.974690657000331,1.6686666666666667,0.5362318840579711,0.16666666666666666,130,0.24875451136633195,0.43700622217776236
price_family_ma9_structural_linked,challenger,district_of_columbia_dc__county,median_sale_price,130,2015-08-31,2026-05-31,0.04653579133961233,0.42362449438889127,0.1966411833656107,0.4269142270936414,0.7266262626262626,0.2,0.16153846153846155,130,0.24875451136633195,0.43700622217776236
price_family_ma9_structural_linked,baseline,district_of_columbia_dc__county,payment_burden,127,2015-11-30,2026-05-31,-0.07472193568964038,0.5011511633533328,0.368120832254225,0.7431617376164086,1.146,0.28346456692913385,0.09448818897637795,127,0.8065756008102614,0.2486942055810447
price_family_ma9_structural_linked,challenger,district_of_columbia_dc__county,payment_burden,127,2015-11-30,2026-05-31,-0.06555779709187633,0.5055571177133835,0.14505732556190964,0.3283333333333334,0.9262303531986713,0.11023622047244094,0.13385826771653545,127,0.8065756008102614,0.2486942055810447
price_family_ma9_structural_linked,baseline,district_of_columbia_dc__county,price_to_income,127,2015-11-30,2026-05-31,0.13552277603787077,0.49207635163952906,0.4396433993380961,0.9588057695913195,1.3993313160930516,0.4251968503937008,0.14173228346456693,127,0.6676227407416028,0.3340208515639983
price_family_ma9_structural_linked,challenger,district_of_columbia_dc__county,price_to_income,127,2015-11-30,2026-05-31,0.1324317505728654,0.5406133793619404,0.1481767574030382,0.25318561450016297,1.2417417417417418,0.05511811023622047,0.06299212598425197,127,0.6676227407416028,0.3340208515639983
