geo_id,date,affordability,capital_markets,demand,price,affordability_source_role,capital_markets_source_role,demand_source_role,price_source_role,affordability_source_path,capital_markets_source_path,demand_source_path,price_source_path,demand_weight,demand_weighted_contribution,price_weight,price_weighted_contribution,affordability_weight,affordability_weighted_contribution,capital_markets_weight,capital_markets_weighted_contribution,available_dimension_count,complete_dimension_coverage,integrated_demand_axis,price_family_candidate_id,price_family_candidate_label,integration_policy,incumbent_axis_score,integrated_minus_incumbent_axis,absolute_integrated_minus_incumbent_axis,incumbent_affordability,incumbent_price,price_score_delta,affordability_score_delta,price_axis_delta,affordability_axis_delta,price_family_axis_delta,price_family_delta_reconstruction_residual
alameda_county_ca__county,2026-07-31,0.1299999999999999,-0.17393850014280368,-0.10563812023665306,-0.52,ma12_price_family_challenger,incumbent_dimension_history,incumbent_dimension_history,ma12_price_family_challenger,artifacts/regime/comparisons/price_family_structural_windows/price_family_ma12_structural_linked/phase2_chronology/chronology_monthly.csv,artifacts/regime/runs/macro_regime_v1_bps120_sources/dimension_scores.parquet,artifacts/regime/runs/macro_regime_v1_bps120_sources/dimension_scores.parquet,artifacts/regime/comparisons/price_family_structural_windows/price_family_ma12_structural_linked/phase2_chronology/chronology_monthly.csv,0.65,-0.06866477815382449,0.15,-0.078,0.1,0.01299999999999999,0.1,-0.017393850014280367,4,True,-0.1510586281681049,price_family_ma12_structural_linked,MA12_PRICE_AFFORDABILITY,incumbent_demand_capital_markets__ma12_price_affordability,-0.11872529483477154,-0.03233333333333335,0.03233333333333335,-0.6091666666666666,0.18833333333333335,-0.7083333333333334,0.7391666666666665,-0.10625,0.07391666666666666,-0.03233333333333334,-1.3877787807814457e-17
district_of_columbia_dc__county,2026-07-31,-0.0749999999999999,-0.17393850014280368,-0.07919358017806664,-0.3316666666666666,ma12_price_family_challenger,incumbent_dimension_history,incumbent_dimension_history,ma12_price_family_challenger,artifacts/regime/comparisons/price_family_structural_windows/price_family_ma12_structural_linked/phase2_chronology/chronology_monthly.csv,artifacts/regime/runs/macro_regime_v1_bps120_sources/dimension_scores.parquet,artifacts/regime/runs/macro_regime_v1_bps120_sources/dimension_scores.parquet,artifacts/regime/comparisons/price_family_structural_windows/price_family_ma12_structural_linked/phase2_chronology/chronology_monthly.csv,0.65,-0.05147582711574332,0.15,-0.04974999999999999,0.1,-0.00749999999999999,0.1,-0.017393850014280367,4,True,-0.12611967713002367,price_family_ma12_structural_linked,MA12_PRICE_AFFORDABILITY,incumbent_demand_capital_markets__ma12_price_affordability,-0.04575301046335703,-0.08036666666666664,0.08036666666666664,-0.5458333333333334,0.518,-0.8496666666666666,0.4708333333333335,-0.12744999999999998,0.04708333333333335,-0.08036666666666663,-1.3877787807814457e-17
