geo_id,overlap_rows,first_overlap_date,last_overlap_date,mean_incumbent_axis_score,mean_integrated_axis_score,mean_integrated_minus_incumbent,mean_absolute_integrated_minus_incumbent,p90_absolute_integrated_minus_incumbent,latest_incumbent_axis_score,latest_integrated_axis_score,mean_price_score_delta,mean_affordability_score_delta,mean_price_axis_delta,mean_affordability_axis_delta,mean_price_family_axis_delta,max_delta_reconstruction_residual
alameda_county_ca__county,129,2015-11-30,2026-07-31,0.059670897396811404,0.040150056645606336,-0.01952084075120505,0.03917316253672158,0.080242788526661,-0.11872529483477154,-0.1510586281681049,-0.1091426807133556,-0.0314943864420171,-0.016371402107003344,-0.003149438644201711,-0.01952084075120505,9.71445146547012e-17
district_of_columbia_dc__county,129,2015-11-30,2026-07-31,0.0596826532885731,0.04916102901628514,-0.01052162427228794,0.04198259529411538,0.08036666666666664,-0.04575301046335703,-0.12611967713002367,-0.08271032464701536,0.018849244247643636,-0.012406548697052303,0.0018849244247643637,-0.010521624272287942,5.551115123125783e-17
