candidate_id,geo_id,series_type,series_key,flag_type,severity,direction,baseline_turn_date,challenger_turn_date,signed_lag_months,detail
price_family_ma6_structural_linked,alameda_county_ca__county,axis_score,demand,missing_segment_coverage,review,,,,,pre_gfc_early_history has 0 overlapping observations
price_family_ma6_structural_linked,alameda_county_ca__county,axis_score,demand,unmatched_turning_point,review,peak,2022-03-31 00:00:00,,,peak unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,dimension_score,affordability,large_lag_relative_to_observed_distribution,review,peak,2019-02-28 00:00:00,2019-05-31 00:00:00,3.0,"absolute lag 3.0 months exceeds group p90 2.5 for ('alameda_county_ca__county', 'dimension_score', 'affordability', 'score_vs_baseline', 'peak')"
price_family_ma6_structural_linked,alameda_county_ca__county,dimension_score,affordability,missing_segment_coverage,review,,,,,gfc_housing_correction has 0 overlapping observations
price_family_ma6_structural_linked,alameda_county_ca__county,dimension_score,affordability,missing_segment_coverage,review,,,,,pre_gfc_early_history has 0 overlapping observations
price_family_ma6_structural_linked,alameda_county_ca__county,dimension_score,affordability,unmatched_turning_point,review,peak,2018-02-28 00:00:00,,,peak unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,dimension_score,affordability,unmatched_turning_point,review,peak,,2016-04-30 00:00:00,,peak unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,dimension_score,affordability,unmatched_turning_point,review,trough,2016-06-30 00:00:00,,,trough unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,dimension_score,affordability,unmatched_turning_point,review,trough,2023-09-30 00:00:00,,,trough unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,dimension_score,affordability,unmatched_turning_point,review,trough,,2018-08-31 00:00:00,,trough unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,dimension_score,affordability,unmatched_turning_point,review,trough,,2025-08-31 00:00:00,,trough unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,dimension_score,price,chronology_inversion_review,review,peak,2020-04-30 00:00:00,2019-09-30 00:00:00,-7.0,challenger turn materially precedes baseline/raw-source turn
price_family_ma6_structural_linked,alameda_county_ca__county,dimension_score,price,chronology_inversion_review,review,peak,2024-04-30 00:00:00,2023-09-30 00:00:00,-7.0,challenger turn materially precedes baseline/raw-source turn
price_family_ma6_structural_linked,alameda_county_ca__county,dimension_score,price,chronology_inversion_review,review,peak,2025-04-30 00:00:00,2024-07-31 00:00:00,-9.0,challenger turn materially precedes baseline/raw-source turn
price_family_ma6_structural_linked,alameda_county_ca__county,dimension_score,price,large_lag_relative_to_observed_distribution,review,peak,2025-04-30 00:00:00,2024-07-31 00:00:00,-9.0,"absolute lag 9.0 months exceeds group p90 8.2 for ('alameda_county_ca__county', 'dimension_score', 'price', 'score_vs_baseline', 'peak')"
price_family_ma6_structural_linked,alameda_county_ca__county,dimension_score,price,missing_segment_coverage,review,,,,,gfc_housing_correction has 0 overlapping observations
price_family_ma6_structural_linked,alameda_county_ca__county,dimension_score,price,missing_segment_coverage,review,,,,,pre_gfc_early_history has 0 overlapping observations
price_family_ma6_structural_linked,alameda_county_ca__county,dimension_score,price,unmatched_turning_point,review,peak,2015-05-31 00:00:00,,,peak unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,dimension_score,price,unmatched_turning_point,review,peak,2017-04-30 00:00:00,,,peak unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,dimension_score,price,unmatched_turning_point,review,peak,2022-04-30 00:00:00,,,peak unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,dimension_score,price,unmatched_turning_point,review,trough,,2016-02-29 00:00:00,,trough unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,dimension_score,price,unmatched_turning_point,review,trough,,2022-02-28 00:00:00,,trough unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,dimension_score,price,unmatched_turning_point,review,trough,,2025-02-28 00:00:00,,trough unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,median_ppsf,chronology_inversion_review,review,peak,2020-04-30 00:00:00,2019-09-30 00:00:00,-7.0,challenger turn materially precedes baseline/raw-source turn
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,median_ppsf,large_lag_relative_to_observed_distribution,review,peak,2020-04-30 00:00:00,2019-09-30 00:00:00,-7.0,"absolute lag 7.0 months exceeds group p90 5.4 for ('alameda_county_ca__county', 'metric_score', 'median_ppsf', 'score_vs_baseline', 'peak')"
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,median_ppsf,missing_segment_coverage,review,,,,,gfc_housing_correction has 0 overlapping observations
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,median_ppsf,missing_segment_coverage,review,,,,,pre_gfc_early_history has 0 overlapping observations
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,median_ppsf,unmatched_turning_point,review,peak,2017-04-30 00:00:00,,,peak unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,median_ppsf,unmatched_turning_point,review,peak,2022-04-30 00:00:00,,,peak unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,median_ppsf,unmatched_turning_point,review,peak,2025-04-30 00:00:00,,,peak unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,median_ppsf,unmatched_turning_point,review,peak,2025-10-31 00:00:00,,,peak unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,median_ppsf,unmatched_turning_point,review,trough,2019-08-31 00:00:00,,,trough unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,median_ppsf,unmatched_turning_point,review,trough,,2016-02-29 00:00:00,,trough unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,median_ppsf,unmatched_turning_point,review,trough,,2022-02-28 00:00:00,,trough unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,median_ppsf,unmatched_turning_point,review,trough,,2025-02-28 00:00:00,,trough unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,median_sale_price,chronology_inversion_review,review,peak,2020-04-30 00:00:00,2019-09-30 00:00:00,-7.0,challenger turn materially precedes baseline/raw-source turn
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,median_sale_price,chronology_inversion_review,review,peak,2024-04-30 00:00:00,2023-09-30 00:00:00,-7.0,challenger turn materially precedes baseline/raw-source turn
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,median_sale_price,chronology_inversion_review,review,peak,2025-04-30 00:00:00,2024-07-31 00:00:00,-9.0,challenger turn materially precedes baseline/raw-source turn
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,median_sale_price,chronology_inversion_review,review,trough,2023-01-31 00:00:00,2022-02-28 00:00:00,-11.0,challenger turn materially precedes baseline/raw-source turn
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,median_sale_price,chronology_inversion_review,review,trough,2023-08-31 00:00:00,2023-02-28 00:00:00,-6.0,challenger turn materially precedes baseline/raw-source turn
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,median_sale_price,large_lag_relative_to_observed_distribution,review,peak,2025-04-30 00:00:00,2024-07-31 00:00:00,-9.0,"absolute lag 9.0 months exceeds group p90 8.2 for ('alameda_county_ca__county', 'metric_score', 'median_sale_price', 'score_vs_baseline', 'peak')"
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,median_sale_price,missing_segment_coverage,review,,,,,gfc_housing_correction has 0 overlapping observations
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,median_sale_price,missing_segment_coverage,review,,,,,pre_gfc_early_history has 0 overlapping observations
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,median_sale_price,unmatched_turning_point,review,peak,2015-05-31 00:00:00,,,peak unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,median_sale_price,unmatched_turning_point,review,peak,2015-12-31 00:00:00,,,peak unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,median_sale_price,unmatched_turning_point,review,peak,2017-04-30 00:00:00,,,peak unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,median_sale_price,unmatched_turning_point,review,peak,2022-04-30 00:00:00,,,peak unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,median_sale_price,unmatched_turning_point,review,peak,2025-10-31 00:00:00,,,peak unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,median_sale_price,unmatched_turning_point,review,trough,,2016-02-29 00:00:00,,trough unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,median_sale_price,unmatched_turning_point,review,trough,,2025-02-28 00:00:00,,trough unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,payment_burden,chronology_inversion_review,review,peak,2017-02-28 00:00:00,2016-04-30 00:00:00,-10.0,challenger turn materially precedes baseline/raw-source turn
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,payment_burden,chronology_inversion_review,review,trough,2017-08-31 00:00:00,2016-10-31 00:00:00,-10.0,challenger turn materially precedes baseline/raw-source turn
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,payment_burden,chronology_inversion_review,review,trough,2018-06-30 00:00:00,2017-09-30 00:00:00,-9.0,challenger turn materially precedes baseline/raw-source turn
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,payment_burden,chronology_inversion_review,review,trough,2022-04-30 00:00:00,2021-10-31 00:00:00,-6.0,challenger turn materially precedes baseline/raw-source turn
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,payment_burden,missing_segment_coverage,review,,,,,gfc_housing_correction has 0 overlapping observations
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,payment_burden,missing_segment_coverage,review,,,,,pre_gfc_early_history has 0 overlapping observations
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,payment_burden,unmatched_turning_point,review,peak,2020-01-31 00:00:00,,,peak unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,payment_burden,unmatched_turning_point,review,peak,2025-02-28 00:00:00,,,peak unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,payment_burden,unmatched_turning_point,review,trough,2016-05-31 00:00:00,,,trough unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,price_to_income,missing_segment_coverage,review,,,,,gfc_housing_correction has 0 overlapping observations
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,price_to_income,missing_segment_coverage,review,,,,,pre_gfc_early_history has 0 overlapping observations
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,price_to_income,unmatched_turning_point,review,peak,2020-01-31 00:00:00,,,peak unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,price_to_income,unmatched_turning_point,review,peak,2025-09-30 00:00:00,,,peak unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,price_to_income,unmatched_turning_point,review,peak,,2016-04-30 00:00:00,,peak unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,price_to_income,unmatched_turning_point,review,peak,,2022-02-28 00:00:00,,peak unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,price_to_income,unmatched_turning_point,review,trough,2016-06-30 00:00:00,,,trough unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,price_to_income,unmatched_turning_point,review,trough,2022-04-30 00:00:00,,,trough unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,price_to_income,unmatched_turning_point,review,trough,,2019-10-31 00:00:00,,trough unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,price_to_income,unmatched_turning_point,review,trough,,2025-08-31 00:00:00,,trough unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,axis_score,demand,missing_segment_coverage,review,,,,,pre_gfc_early_history has 0 overlapping observations
price_family_ma6_structural_linked,district_of_columbia_dc__county,axis_score,demand,unmatched_turning_point,review,trough,,2021-03-31 00:00:00,,trough unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,dimension_score,affordability,chronology_inversion_review,review,trough,2017-05-31 00:00:00,2017-01-31 00:00:00,-4.0,challenger turn materially precedes baseline/raw-source turn
price_family_ma6_structural_linked,district_of_columbia_dc__county,dimension_score,affordability,missing_segment_coverage,review,,,,,gfc_housing_correction has 0 overlapping observations
price_family_ma6_structural_linked,district_of_columbia_dc__county,dimension_score,affordability,missing_segment_coverage,review,,,,,pre_gfc_early_history has 0 overlapping observations
price_family_ma6_structural_linked,district_of_columbia_dc__county,dimension_score,affordability,unmatched_turning_point,review,peak,2018-09-30 00:00:00,,,peak unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,dimension_score,affordability,unmatched_turning_point,review,trough,2016-07-31 00:00:00,,,trough unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,dimension_score,affordability,unmatched_turning_point,review,trough,2020-10-31 00:00:00,,,trough unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,dimension_score,affordability,unmatched_turning_point,review,trough,2021-06-30 00:00:00,,,trough unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,dimension_score,affordability,unmatched_turning_point,review,trough,,2018-09-30 00:00:00,,trough unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,dimension_score,price,chronology_inversion_review,review,peak,2017-03-31 00:00:00,2016-10-31 00:00:00,-5.0,challenger turn materially precedes baseline/raw-source turn
price_family_ma6_structural_linked,district_of_columbia_dc__county,dimension_score,price,chronology_inversion_review,review,peak,2018-12-31 00:00:00,2018-09-30 00:00:00,-3.0,challenger turn materially precedes baseline/raw-source turn
price_family_ma6_structural_linked,district_of_columbia_dc__county,dimension_score,price,chronology_inversion_review,review,peak,2024-06-30 00:00:00,2023-09-30 00:00:00,-9.0,challenger turn materially precedes baseline/raw-source turn
price_family_ma6_structural_linked,district_of_columbia_dc__county,dimension_score,price,chronology_inversion_review,review,peak,2025-04-30 00:00:00,2024-08-31 00:00:00,-8.0,challenger turn materially precedes baseline/raw-source turn
price_family_ma6_structural_linked,district_of_columbia_dc__county,dimension_score,price,chronology_inversion_review,review,peak,2026-01-31 00:00:00,2025-09-30 00:00:00,-4.0,challenger turn materially precedes baseline/raw-source turn
price_family_ma6_structural_linked,district_of_columbia_dc__county,dimension_score,price,large_lag_relative_to_observed_distribution,review,peak,2024-06-30 00:00:00,2023-09-30 00:00:00,-9.0,"absolute lag 9.0 months exceeds group p90 8.4 for ('district_of_columbia_dc__county', 'dimension_score', 'price', 'score_vs_baseline', 'peak')"
price_family_ma6_structural_linked,district_of_columbia_dc__county,dimension_score,price,missing_segment_coverage,review,,,,,gfc_housing_correction has 0 overlapping observations
price_family_ma6_structural_linked,district_of_columbia_dc__county,dimension_score,price,missing_segment_coverage,review,,,,,pre_gfc_early_history has 0 overlapping observations
price_family_ma6_structural_linked,district_of_columbia_dc__county,dimension_score,price,unmatched_turning_point,review,peak,2015-05-31 00:00:00,,,peak unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,dimension_score,price,unmatched_turning_point,review,peak,2018-05-31 00:00:00,,,peak unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,dimension_score,price,unmatched_turning_point,review,peak,2022-04-30 00:00:00,,,peak unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,dimension_score,price,unmatched_turning_point,review,trough,2019-07-31 00:00:00,,,trough unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,dimension_score,price,unmatched_turning_point,review,trough,,2017-04-30 00:00:00,,trough unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,dimension_score,price,unmatched_turning_point,review,trough,,2025-03-31 00:00:00,,trough unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,median_ppsf,missing_segment_coverage,review,,,,,gfc_housing_correction has 0 overlapping observations
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,median_ppsf,missing_segment_coverage,review,,,,,pre_gfc_early_history has 0 overlapping observations
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,median_ppsf,unmatched_turning_point,review,peak,2015-06-30 00:00:00,,,peak unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,median_ppsf,unmatched_turning_point,review,peak,2020-04-30 00:00:00,,,peak unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,median_ppsf,unmatched_turning_point,review,peak,,2023-09-30 00:00:00,,peak unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,median_ppsf,unmatched_turning_point,review,trough,2016-08-31 00:00:00,,,trough unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,median_ppsf,unmatched_turning_point,review,trough,2025-12-31 00:00:00,,,trough unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,median_sale_price,chronology_inversion_review,review,peak,2025-12-31 00:00:00,2025-09-30 00:00:00,-3.0,challenger turn materially precedes baseline/raw-source turn
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,median_sale_price,large_lag_relative_to_observed_distribution,review,peak,2015-11-30 00:00:00,2016-10-31 00:00:00,11.0,"absolute lag 11.0 months exceeds group p90 8.200000000000001 for ('district_of_columbia_dc__county', 'metric_score', 'median_sale_price', 'score_vs_baseline', 'peak')"
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,median_sale_price,missing_segment_coverage,review,,,,,gfc_housing_correction has 0 overlapping observations
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,median_sale_price,missing_segment_coverage,review,,,,,pre_gfc_early_history has 0 overlapping observations
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,median_sale_price,unmatched_turning_point,review,peak,2015-05-31 00:00:00,,,peak unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,median_sale_price,unmatched_turning_point,review,peak,2022-04-30 00:00:00,,,peak unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,median_sale_price,unmatched_turning_point,review,peak,2023-04-30 00:00:00,,,peak unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,median_sale_price,unmatched_turning_point,review,peak,2025-04-30 00:00:00,,,peak unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,median_sale_price,unmatched_turning_point,review,peak,,2019-04-30 00:00:00,,peak unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,median_sale_price,unmatched_turning_point,review,peak,,2020-10-31 00:00:00,,peak unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,median_sale_price,unmatched_turning_point,review,trough,,2016-02-29 00:00:00,,trough unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,median_sale_price,unmatched_turning_point,review,trough,,2017-04-30 00:00:00,,trough unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,median_sale_price,unmatched_turning_point,review,trough,,2023-02-28 00:00:00,,trough unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,median_sale_price,unmatched_turning_point,review,trough,,2025-02-28 00:00:00,,trough unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,payment_burden,chronology_inversion_review,review,trough,2017-05-31 00:00:00,2017-02-28 00:00:00,-3.0,challenger turn materially precedes baseline/raw-source turn
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,payment_burden,missing_segment_coverage,review,,,,,gfc_housing_correction has 0 overlapping observations
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,payment_burden,missing_segment_coverage,review,,,,,pre_gfc_early_history has 0 overlapping observations
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,payment_burden,unmatched_turning_point,review,peak,2018-09-30 00:00:00,,,peak unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,payment_burden,unmatched_turning_point,review,peak,2019-09-30 00:00:00,,,peak unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,payment_burden,unmatched_turning_point,review,peak,,2016-04-30 00:00:00,,peak unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,payment_burden,unmatched_turning_point,review,peak,,2024-02-29 00:00:00,,peak unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,payment_burden,unmatched_turning_point,review,trough,2016-07-31 00:00:00,,,trough unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,payment_burden,unmatched_turning_point,review,trough,2021-06-30 00:00:00,,,trough unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,payment_burden,unmatched_turning_point,review,trough,2022-08-31 00:00:00,,,trough unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,payment_burden,unmatched_turning_point,review,trough,,2018-11-30 00:00:00,,trough unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,price_to_income,chronology_inversion_review,review,peak,2018-02-28 00:00:00,2017-04-30 00:00:00,-10.0,challenger turn materially precedes baseline/raw-source turn
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,price_to_income,chronology_inversion_review,review,peak,2018-09-30 00:00:00,2018-02-28 00:00:00,-7.0,challenger turn materially precedes baseline/raw-source turn
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,price_to_income,chronology_inversion_review,review,trough,2024-06-30 00:00:00,2023-09-30 00:00:00,-9.0,challenger turn materially precedes baseline/raw-source turn
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,price_to_income,chronology_inversion_review,review,trough,2025-04-30 00:00:00,2024-08-31 00:00:00,-8.0,challenger turn materially precedes baseline/raw-source turn
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,price_to_income,chronology_inversion_review,review,trough,2025-12-31 00:00:00,2025-09-30 00:00:00,-3.0,challenger turn materially precedes baseline/raw-source turn
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,price_to_income,large_lag_relative_to_observed_distribution,review,trough,2024-06-30 00:00:00,2023-09-30 00:00:00,-9.0,"absolute lag 9.0 months exceeds group p90 8.6 for ('district_of_columbia_dc__county', 'metric_score', 'price_to_income', 'score_vs_baseline', 'trough')"
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,price_to_income,missing_segment_coverage,review,,,,,gfc_housing_correction has 0 overlapping observations
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,price_to_income,missing_segment_coverage,review,,,,,pre_gfc_early_history has 0 overlapping observations
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,price_to_income,unmatched_turning_point,review,peak,2021-09-30 00:00:00,,,peak unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,price_to_income,unmatched_turning_point,review,trough,2017-07-31 00:00:00,,,trough unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,price_to_income,unmatched_turning_point,review,trough,2022-04-30 00:00:00,,,trough unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,price_to_income,unmatched_turning_point,review,trough,,2018-09-30 00:00:00,,trough unmatched
