candidate_id,geo_id,series_type,series_key,period,baseline_row_count,challenger_row_count,overlap_row_count,available,first_date,last_date,baseline_mean,challenger_mean,mean_absolute_difference
price_family_ma6_structural_linked,alameda_county_ca__county,axis_score,demand,gfc_housing_correction,46,46,46,True,2008-12-31,2012-12-31,0.2558020472839295,0.2558020472839295,0.0
price_family_ma6_structural_linked,alameda_county_ca__county,axis_score,demand,mortgage_rate_affordability_shock,36,36,36,True,2022-01-31,2024-12-31,-0.0945131492784128,-0.09959641792658731,0.043144867805952225
price_family_ma6_structural_linked,alameda_county_ca__county,axis_score,demand,most_recent_available_period,12,12,12,True,2025-08-31,2026-07-31,-0.0527408773138033,-0.07095059953602552,0.02718194444444443
price_family_ma6_structural_linked,alameda_county_ca__county,axis_score,demand,pandemic_disruption,24,24,24,True,2020-01-31,2021-12-31,-0.008520433553405165,-0.01173515558209154,0.03036235995898325
price_family_ma6_structural_linked,alameda_county_ca__county,axis_score,demand,pre_gfc_early_history,0,0,0,False,,,,,
price_family_ma6_structural_linked,alameda_county_ca__county,axis_score,demand,recovery_expansion,84,84,84,True,2013-01-31,2019-12-31,0.35449946713618635,0.35471320521737265,0.030922566615137925
price_family_ma6_structural_linked,alameda_county_ca__county,dimension_score,affordability,gfc_housing_correction,0,0,0,False,,,,,
price_family_ma6_structural_linked,alameda_county_ca__county,dimension_score,affordability,mortgage_rate_affordability_shock,36,36,36,True,2022-01-31,2024-12-31,-0.3526320337091444,-0.39762537412944454,0.21906793577763584
price_family_ma6_structural_linked,alameda_county_ca__county,dimension_score,affordability,most_recent_available_period,12,12,12,True,2025-08-31,2026-07-31,0.024055555555555552,0.22624999999999998,0.31863888888888897
price_family_ma6_structural_linked,alameda_county_ca__county,dimension_score,affordability,pandemic_disruption,24,24,24,True,2020-01-31,2021-12-31,-0.17244194474011457,-0.16745323894201755,0.18644640216688324
price_family_ma6_structural_linked,alameda_county_ca__county,dimension_score,affordability,pre_gfc_early_history,0,0,0,False,,,,,
price_family_ma6_structural_linked,alameda_county_ca__county,dimension_score,affordability,recovery_expansion,50,50,50,True,2015-11-30,2019-12-31,-0.0984302202338727,-0.1657285774063773,0.25726868538723296
price_family_ma6_structural_linked,alameda_county_ca__county,dimension_score,price,gfc_housing_correction,0,0,0,False,,,,,
price_family_ma6_structural_linked,alameda_county_ca__county,dimension_score,price,mortgage_rate_affordability_shock,36,36,36,True,2022-01-31,2024-12-31,-0.0448986005655779,-0.048791497939874445,0.385703174929392
price_family_ma6_structural_linked,alameda_county_ca__county,dimension_score,price,most_recent_available_period,12,12,12,True,2025-08-31,2026-07-31,-0.13061111111111112,-0.38680555555555557,0.3164722222222222
price_family_ma6_structural_linked,alameda_county_ca__county,dimension_score,price,pandemic_disruption,24,24,24,True,2020-01-31,2021-12-31,0.23345914292149572,0.20870185886485523,0.2780606940587807
price_family_ma6_structural_linked,alameda_county_ca__county,dimension_score,price,pre_gfc_early_history,0,0,0,False,,,,,
price_family_ma6_structural_linked,alameda_county_ca__county,dimension_score,price,recovery_expansion,61,56,56,True,2015-05-31,2019-12-31,-0.06395700547806271,-0.05127147260799493,0.285053492484127
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,median_ppsf,gfc_housing_correction,0,0,0,False,,,,,
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,median_ppsf,mortgage_rate_affordability_shock,36,36,36,True,2022-01-31,2024-12-31,-0.08016676250962435,-0.08017773722882,0.36340158851990767
