candidate_id,candidate_label,dimension,configured_weight,geographies,months,first_date,last_date,net_signed_change_contribution,mean_change_contribution,mean_absolute_change_contribution,p90_absolute_change_contribution,share_of_total_absolute_component_activity,share_of_total_aligned_activity,share_of_total_opposing_activity,absolute_component_activity_vs_axis_change,aligned_month_rate,opposing_month_rate,mean_absolute_activity_share,mean_net_axis_change_ratio_material_months
price_family_ma12_structural_linked,MA12_PRICE_AFFORDABILITY,affordability,0.1,2,256,2015-12-31,2026-07-31,0.1535,0.000599609375,0.010723287618665823,0.02181555303048814,,,,0.11929713495382445,0.55859375,0.42578125,,0.008237498330573334
price_family_ma12_structural_linked,MA12_PRICE_AFFORDABILITY,price,0.15,2,256,2015-12-31,2026-07-31,-0.42175000000000007,-0.0016474609375000003,0.014862425773095284,0.03446241982065165,,,,0.1653452631549154,0.5390625,0.4296875,,0.09405504372592895
