candidate_id,candidate_label,dimension,configured_weight,mean_absolute_change_contribution,p90_absolute_change_contribution,share_of_total_absolute_component_activity,absolute_component_activity_vs_axis_change,mean_absolute_activity_share
price_family_ma12_structural_linked,MA12_PRICE_AFFORDABILITY,affordability,0.1,0.010723287618665823,0.02181555303048814,,0.11929713495382445,
price_family_ma12_structural_linked,MA12_PRICE_AFFORDABILITY,price,0.15,0.014862425773095284,0.03446241982065165,,0.1653452631549154,
