candidate_id,candidate_label,geo_id,months,first_date,last_date,mean_axis_score,mean_absolute_axis_score,mean_axis_change,mean_absolute_axis_change,p90_absolute_axis_change,mean_gross_component_activity,mean_cross_dimension_cancellation_rate,magnitude_weighted_cross_dimension_cancellation_rate,dominant_absolute_dimension_mode,demand_dominant_month_rate
price_family_ma12_structural_linked,MA12_PRICE_AFFORDABILITY,alameda_county_ca__county,138,2015-02-28,2026-07-31,0.07688728658479417,0.19416781364461685,-0.005236693079394986,0.08952422416440287,0.16790749898127252,,,,price,0.0
price_family_ma12_structural_linked,MA12_PRICE_AFFORDABILITY,district_of_columbia_dc__county,138,2015-02-28,2026-07-31,0.06953892831484373,0.12906399916672473,-0.003951689078939649,0.09017006179480759,0.17709055367705512,,,,price,0.0
