candidate_id,candidate_label,geo_id,dimension,configured_weight,months,first_date,last_date,net_signed_change_contribution,mean_change_contribution,mean_absolute_change_contribution,p90_absolute_change_contribution,share_of_total_absolute_component_activity,share_of_total_aligned_activity,share_of_total_opposing_activity,absolute_component_activity_vs_axis_change,aligned_month_rate,opposing_month_rate,mean_absolute_activity_share,median_absolute_activity_share,mean_net_axis_change_ratio_material_months,median_net_axis_change_ratio_material_months
price_family_ma12_structural_linked,MA12_PRICE_AFFORDABILITY,alameda_county_ca__county,affordability,0.1,128,2015-12-31,2026-07-31,0.11099999999999999,0.0008671874999999999,0.009594086020494663,0.02173111864991439,,,,0.10507557382020304,0.5390625,0.4453125,,,-0.005650783304325539,0.006896358543241844
price_family_ma12_structural_linked,MA12_PRICE_AFFORDABILITY,alameda_county_ca__county,price,0.15,128,2015-12-31,2026-07-31,-0.22499999999999998,-0.0017578124999999998,0.010597308653500104,0.026205602059335517,,,,0.11606298769238205,0.53125,0.4375,,,0.0682422388433814,0.006658715701683501
price_family_ma12_structural_linked,MA12_PRICE_AFFORDABILITY,district_of_columbia_dc__county,affordability,0.1,128,2015-12-31,2026-07-31,0.04250000000000001,0.0003320312500000001,0.011852489216836983,0.02141327834718863,,,,0.13397501581571694,0.578125,0.40625,,,0.023135836811646666,0.0121987624817303
price_family_ma12_structural_linked,MA12_PRICE_AFFORDABILITY,district_of_columbia_dc__county,price,0.15,128,2015-12-31,2026-07-31,-0.1967500000000001,-0.0015371093750000007,0.019127542892690464,0.045801061218129886,,,,0.21620883298705765,0.546875,0.421875,,,0.12174514350902543,0.029246169599557482
