candidate_id,geo_id,series_type,series_key,period,baseline_row_count,challenger_row_count,overlap_row_count,available,first_date,last_date,baseline_mean,challenger_mean,mean_absolute_difference
price_family_ma12_structural_linked,alameda_county_ca__county,metric_score,median_ppsf,gfc_housing_correction,0,0,0,False,,,,,
price_family_ma12_structural_linked,alameda_county_ca__county,metric_score,median_ppsf,mortgage_rate_affordability_shock,36,36,36,True,2022-01-31,2024-12-31,-0.08016676250962435,-0.1361810315188246,0.37033552962120103
price_family_ma12_structural_linked,alameda_county_ca__county,metric_score,median_ppsf,most_recent_available_period,12,12,12,True,2025-06-30,2026-05-31,-0.30844444444444447,-0.57,0.3060000000000001
price_family_ma12_structural_linked,alameda_county_ca__county,metric_score,median_ppsf,pandemic_disruption,24,24,24,True,2020-01-31,2021-12-31,0.24228224017961197,0.12588520659612398,0.3561355824654506
price_family_ma12_structural_linked,alameda_county_ca__county,metric_score,median_ppsf,pre_gfc_early_history,0,0,0,False,,,,,
price_family_ma12_structural_linked,alameda_county_ca__county,metric_score,median_ppsf,recovery_expansion,61,50,50,True,2015-11-30,2019-12-31,-0.10557977462992714,-0.1679009922400448,0.3364856135656876
price_family_ma12_structural_linked,alameda_county_ca__county,metric_score,median_sale_price,gfc_housing_correction,0,0,0,False,,,,,
price_family_ma12_structural_linked,alameda_county_ca__county,metric_score,median_sale_price,mortgage_rate_affordability_shock,36,36,36,True,2022-01-31,2024-12-31,-0.009630438621531472,-0.08737608817189772,0.3900092740773394
price_family_ma12_structural_linked,alameda_county_ca__county,metric_score,median_sale_price,most_recent_available_period,12,12,12,True,2025-06-30,2026-05-31,-0.19527777777777777,-0.5497222222222221,0.3877777777777778
price_family_ma12_structural_linked,alameda_county_ca__county,metric_score,median_sale_price,pandemic_disruption,24,24,24,True,2020-01-31,2021-12-31,0.22463604566337944,0.17571840183468937,0.3656496286965099
price_family_ma12_structural_linked,alameda_county_ca__county,metric_score,median_sale_price,pre_gfc_early_history,0,0,0,False,,,,,
price_family_ma12_structural_linked,alameda_county_ca__county,metric_score,median_sale_price,recovery_expansion,61,50,50,True,2015-11-30,2019-12-31,-0.07169614508145739,-0.1512663067648547,0.32458733856432936
price_family_ma12_structural_linked,alameda_county_ca__county,metric_score,payment_burden,gfc_housing_correction,0,0,0,False,,,,,
price_family_ma12_structural_linked,alameda_county_ca__county,metric_score,payment_burden,mortgage_rate_affordability_shock,36,36,36,True,2022-01-31,2024-12-31,-0.5380129161743724,-0.5446870245458629,0.14729612253572186
price_family_ma12_structural_linked,alameda_county_ca__county,metric_score,payment_burden,most_recent_available_period,12,12,12,True,2025-06-30,2026-05-31,0.009222222222222196,0.11458333333333333,0.18269444444444446
price_family_ma12_structural_linked,alameda_county_ca__county,metric_score,payment_burden,pandemic_disruption,24,24,24,True,2020-01-31,2021-12-31,0.017184907509407456,0.07542190991017395,0.19199231305473363
price_family_ma12_structural_linked,alameda_county_ca__county,metric_score,payment_burden,pre_gfc_early_history,0,0,0,False,,,,,
price_family_ma12_structural_linked,alameda_county_ca__county,metric_score,payment_burden,recovery_expansion,50,50,50,True,2015-11-30,2019-12-31,-0.12518245410096615,-0.2625017526642436,0.23971521554073172
price_family_ma12_structural_linked,alameda_county_ca__county,metric_score,price_to_income,gfc_housing_correction,0,0,0,False,,,,,
price_family_ma12_structural_linked,alameda_county_ca__county,metric_score,price_to_income,mortgage_rate_affordability_shock,36,36,36,True,2022-01-31,2024-12-31,-0.16725115124391643,-0.2823760711834262,0.2787833775424866
price_family_ma12_structural_linked,alameda_county_ca__county,metric_score,price_to_income,most_recent_available_period,12,12,12,True,2025-06-30,2026-05-31,0.34430555555555564,0.33874999999999994,0.32805555555555554
price_family_ma12_structural_linked,alameda_county_ca__county,metric_score,price_to_income,pandemic_disruption,24,24,24,True,2020-01-31,2021-12-31,-0.3620687969896366,-0.307887103864442,0.22456047433499574
price_family_ma12_structural_linked,alameda_county_ca__county,metric_score,price_to_income,pre_gfc_early_history,0,0,0,False,,,,,
price_family_ma12_structural_linked,alameda_county_ca__county,metric_score,price_to_income,recovery_expansion,50,50,50,True,2015-11-30,2019-12-31,-0.07167798636677924,-0.14556206197951785,0.2509042971327246
price_family_ma12_structural_linked,district_of_columbia_dc__county,axis_score,demand,gfc_housing_correction,46,46,46,True,2008-12-31,2012-12-31,0.2495221604786733,0.2495221604786733,0.0
price_family_ma12_structural_linked,district_of_columbia_dc__county,axis_score,demand,mortgage_rate_affordability_shock,36,36,36,True,2022-01-31,2024-12-31,0.009825344523528953,-0.026402650801398482,0.044668127367869646
price_family_ma12_structural_linked,district_of_columbia_dc__county,axis_score,demand,most_recent_available_period,12,12,12,True,2025-08-31,2026-07-31,-0.035310954053499925,-0.06286512072016659,0.03924583333333332
price_family_ma12_structural_linked,district_of_columbia_dc__county,axis_score,demand,pandemic_disruption,24,24,24,True,2020-01-31,2021-12-31,-0.01063178229680717,0.020909092906790373,0.045267957733849985
price_family_ma12_structural_linked,district_of_columbia_dc__county,axis_score,demand,pre_gfc_early_history,0,0,0,False,,,,,
price_family_ma12_structural_linked,district_of_columbia_dc__county,axis_score,demand,recovery_expansion,84,84,84,True,2013-01-31,2019-12-31,0.2169335393436206,0.21789423799268245,0.031078611137116276
price_family_ma12_structural_linked,district_of_columbia_dc__county,dimension_score,affordability,gfc_housing_correction,0,0,0,False,,,,,
price_family_ma12_structural_linked,district_of_columbia_dc__county,dimension_score,affordability,mortgage_rate_affordability_shock,36,36,36,True,2022-01-31,2024-12-31,-0.05793810711029642,-0.05852407524841899,0.24102873746906386
price_family_ma12_structural_linked,district_of_columbia_dc__county,dimension_score,affordability,most_recent_available_period,12,12,12,True,2025-08-31,2026-07-31,-0.09565277777777781,-0.03381944444444444,0.2926111111111111
price_family_ma12_structural_linked,district_of_columbia_dc__county,dimension_score,affordability,pandemic_disruption,24,24,24,True,2020-01-31,2021-12-31,0.08253092230412518,0.08984006229180336,0.3036872436521485
price_family_ma12_structural_linked,district_of_columbia_dc__county,dimension_score,affordability,pre_gfc_early_history,0,0,0,False,,,,,
price_family_ma12_structural_linked,district_of_columbia_dc__county,dimension_score,affordability,recovery_expansion,50,50,50,True,2015-11-30,2019-12-31,0.08067766165568592,0.11516222167996921,0.3190388025898398
price_family_ma12_structural_linked,district_of_columbia_dc__county,dimension_score,price,gfc_housing_correction,0,0,0,False,,,,,
price_family_ma12_structural_linked,district_of_columbia_dc__county,dimension_score,price,mortgage_rate_affordability_shock,36,36,36,True,2022-01-31,2024-12-31,-0.09100531375674309,-0.3321346371641777,0.378558196343126
price_family_ma12_structural_linked,district_of_columbia_dc__county,dimension_score,price,most_recent_available_period,12,12,12,True,2025-08-31,2026-07-31,0.06244444444444445,-0.1624722222222222,0.38047222222222227
price_family_ma12_structural_linked,district_of_columbia_dc__county,dimension_score,price,pandemic_disruption,24,24,24,True,2020-01-31,2021-12-31,0.2843146760266697,0.48971441739220123,0.37547487714824196
price_family_ma12_structural_linked,district_of_columbia_dc__county,dimension_score,price,pre_gfc_early_history,0,0,0,False,,,,,
price_family_ma12_structural_linked,district_of_columbia_dc__county,dimension_score,price,recovery_expansion,61,50,50,True,2015-11-30,2019-12-31,0.00992740075903179,-0.044683999832370126,0.3339522372095994
price_family_ma12_structural_linked,district_of_columbia_dc__county,metric_score,median_ppsf,gfc_housing_correction,0,0,0,False,,,,,
price_family_ma12_structural_linked,district_of_columbia_dc__county,metric_score,median_ppsf,mortgage_rate_affordability_shock,36,36,36,True,2022-01-31,2024-12-31,-0.13316583493143455,-0.3435829676013326,0.3803943028956349
price_family_ma12_structural_linked,district_of_columbia_dc__county,metric_score,median_ppsf,most_recent_available_period,12,12,12,True,2025-06-30,2026-05-31,-0.24427777777777784,-0.5111111111111112,0.3590555555555555
price_family_ma12_structural_linked,district_of_columbia_dc__county,metric_score,median_ppsf,pandemic_disruption,24,24,24,True,2020-01-31,2021-12-31,0.2986117561682496,0.4043464375802521,0.4413184302163396
price_family_ma12_structural_linked,district_of_columbia_dc__county,metric_score,median_ppsf,pre_gfc_early_history,0,0,0,False,,,,,
price_family_ma12_structural_linked,district_of_columbia_dc__county,metric_score,median_ppsf,recovery_expansion,61,50,50,True,2015-11-30,2019-12-31,-0.017946926541203067,-0.013535723515004922,0.3819098299069411
price_family_ma12_structural_linked,district_of_columbia_dc__county,metric_score,median_sale_price,gfc_housing_correction,0,0,0,False,,,,,
price_family_ma12_structural_linked,district_of_columbia_dc__county,metric_score,median_sale_price,mortgage_rate_affordability_shock,36,36,36,True,2022-01-31,2024-12-31,-0.04884479258205166,-0.32068630672702264,0.42596510410147476
price_family_ma12_structural_linked,district_of_columbia_dc__county,metric_score,median_sale_price,most_recent_available_period,12,12,12,True,2025-06-30,2026-05-31,0.1503888888888889,0.20338888888888887,0.38477777777777783
price_family_ma12_structural_linked,district_of_columbia_dc__county,metric_score,median_sale_price,pandemic_disruption,24,24,24,True,2020-01-31,2021-12-31,0.27001759588508983,0.5750823972041503,0.47149518295866577
price_family_ma12_structural_linked,district_of_columbia_dc__county,metric_score,median_sale_price,pre_gfc_early_history,0,0,0,False,,,,,
price_family_ma12_structural_linked,district_of_columbia_dc__county,metric_score,median_sale_price,recovery_expansion,61,50,50,True,2015-11-30,2019-12-31,0.03780172805926664,-0.07583227614973528,0.3869505137224359
price_family_ma12_structural_linked,district_of_columbia_dc__county,metric_score,payment_burden,gfc_housing_correction,0,0,0,False,,,,,
price_family_ma12_structural_linked,district_of_columbia_dc__county,metric_score,payment_burden,mortgage_rate_affordability_shock,36,36,36,True,2022-01-31,2024-12-31,-0.4612653663427587,-0.47947006798222236,0.19152098854052196
price_family_ma12_structural_linked,district_of_columbia_dc__county,metric_score,payment_burden,most_recent_available_period,12,12,12,True,2025-06-30,2026-05-31,-0.20972222222222225,-0.18736111111111112,0.22347222222222227
price_family_ma12_structural_linked,district_of_columbia_dc__county,metric_score,payment_burden,pandemic_disruption,24,24,24,True,2020-01-31,2021-12-31,0.34427672837032103,0.36970142022790026,0.22237420431765367
price_family_ma12_structural_linked,district_of_columbia_dc__county,metric_score,payment_burden,pre_gfc_early_history,0,0,0,False,,,,,
price_family_ma12_structural_linked,district_of_columbia_dc__county,metric_score,payment_burden,recovery_expansion,50,50,50,True,2015-11-30,2019-12-31,0.05608451749734561,0.12085088770721576,0.30010940387079343
price_family_ma12_structural_linked,district_of_columbia_dc__county,metric_score,price_to_income,gfc_housing_correction,0,0,0,False,,,,,
price_family_ma12_structural_linked,district_of_columbia_dc__county,metric_score,price_to_income,mortgage_rate_affordability_shock,36,36,36,True,2022-01-31,2024-12-31,0.34538915212216587,0.36242191748538444,0.3000835425880376
price_family_ma12_structural_linked,district_of_columbia_dc__county,metric_score,price_to_income,most_recent_available_period,12,12,12,True,2025-06-30,2026-05-31,0.2111944444444445,0.13833333333333336,0.25925000000000004
price_family_ma12_structural_linked,district_of_columbia_dc__county,metric_score,price_to_income,pandemic_disruption,24,24,24,True,2020-01-31,2021-12-31,-0.17921488376207073,-0.19002129564429351,0.38500028298664324
price_family_ma12_structural_linked,district_of_columbia_dc__county,metric_score,price_to_income,pre_gfc_early_history,0,0,0,False,,,,,
price_family_ma12_structural_linked,district_of_columbia_dc__county,metric_score,price_to_income,recovery_expansion,50,50,50,True,2015-11-30,2019-12-31,0.10527080581402627,0.10947355565272267,0.3603491717669743
