candidate_id,geo_id,series_type,series_key,period,baseline_row_count,challenger_row_count,overlap_row_count,available,first_date,last_date,baseline_mean,challenger_mean,mean_absolute_difference
price_family_ma12_structural_linked,alameda_county_ca__county,axis_score,demand,gfc_housing_correction,46,46,46,True,2008-12-31,2012-12-31,0.2558020472839295,0.2558020472839295,0.0
price_family_ma12_structural_linked,alameda_county_ca__county,axis_score,demand,mortgage_rate_affordability_shock,36,36,36,True,2022-01-31,2024-12-31,-0.0945131492784128,-0.11063509458593034,0.04128939427015251
price_family_ma12_structural_linked,alameda_county_ca__county,axis_score,demand,most_recent_available_period,12,12,12,True,2025-08-31,2026-07-31,-0.0527408773138033,-0.09638115509158107,0.04364027777777777
price_family_ma12_structural_linked,alameda_county_ca__county,axis_score,demand,pandemic_disruption,24,24,24,True,2020-01-31,2021-12-31,-0.008520433553405165,-0.015298099583020459,0.03661163746980455
price_family_ma12_structural_linked,alameda_county_ca__county,axis_score,demand,pre_gfc_early_history,0,0,0,False,,,,,
price_family_ma12_structural_linked,alameda_county_ca__county,axis_score,demand,recovery_expansion,84,84,84,True,2013-01-31,2019-12-31,0.35449946713618635,0.349287633577674,0.03199316436816761
price_family_ma12_structural_linked,alameda_county_ca__county,dimension_score,affordability,gfc_housing_correction,0,0,0,False,,,,,
price_family_ma12_structural_linked,alameda_county_ca__county,dimension_score,affordability,mortgage_rate_affordability_shock,36,36,36,True,2022-01-31,2024-12-31,-0.3526320337091444,-0.4135315478646446,0.20407701527608219
price_family_ma12_structural_linked,alameda_county_ca__county,dimension_score,affordability,most_recent_available_period,12,12,12,True,2025-08-31,2026-07-31,0.024055555555555552,0.22631944444444438,0.34037500000000004
price_family_ma12_structural_linked,alameda_county_ca__county,dimension_score,affordability,pandemic_disruption,24,24,24,True,2020-01-31,2021-12-31,-0.17244194474011457,-0.11623259697713402,0.20044582180560008
price_family_ma12_structural_linked,alameda_county_ca__county,dimension_score,affordability,pre_gfc_early_history,0,0,0,False,,,,,
price_family_ma12_structural_linked,alameda_county_ca__county,dimension_score,affordability,recovery_expansion,50,50,50,True,2015-11-30,2019-12-31,-0.0984302202338727,-0.20403190732188065,0.23925887858572342
price_family_ma12_structural_linked,alameda_county_ca__county,dimension_score,price,gfc_housing_correction,0,0,0,False,,,,,
price_family_ma12_structural_linked,alameda_county_ca__county,dimension_score,price,mortgage_rate_affordability_shock,36,36,36,True,2022-01-31,2024-12-31,-0.0448986005655779,-0.11177855984536118,0.35914279232386176
price_family_ma12_structural_linked,alameda_county_ca__county,dimension_score,price,most_recent_available_period,12,12,12,True,2025-08-31,2026-07-31,-0.13061111111111112,-0.5563888888888888,0.4485555555555556
price_family_ma12_structural_linked,alameda_county_ca__county,dimension_score,price,pandemic_disruption,24,24,24,True,2020-01-31,2021-12-31,0.23345914292149572,0.1508018042154067,0.3585851043249712
price_family_ma12_structural_linked,alameda_county_ca__county,dimension_score,price,pre_gfc_early_history,0,0,0,False,,,,,
price_family_ma12_structural_linked,alameda_county_ca__county,dimension_score,price,recovery_expansion,61,50,50,True,2015-11-30,2019-12-31,-0.08863795985569226,-0.15958364950244971,0.3213875115041478
