candidate_id,geo_id,date,series_key,baseline_metric_score,challenger_metric_score,series_type,difference_challenger_minus_baseline,calendar_month
price_family_ma12_structural_linked,alameda_county_ca__county,2008-12-31,demand,0.98,0.98,axis_score,0.0,12
price_family_ma12_structural_linked,alameda_county_ca__county,2009-04-30,demand,-0.07444444444444444,-0.07444444444444444,axis_score,0.0,4
price_family_ma12_structural_linked,alameda_county_ca__county,2009-05-31,demand,-0.15081456456456455,-0.15081456456456455,axis_score,0.0,5
price_family_ma12_structural_linked,alameda_county_ca__county,2009-06-30,demand,0.13347278067541227,0.13347278067541227,axis_score,0.0,6
price_family_ma12_structural_linked,alameda_county_ca__county,2009-07-31,demand,0.45001272324956537,0.45001272324956537,axis_score,0.0,7
price_family_ma12_structural_linked,alameda_county_ca__county,2009-08-31,demand,-0.099821754084912,-0.099821754084912,axis_score,0.0,8
price_family_ma12_structural_linked,alameda_county_ca__county,2009-09-30,demand,0.21947216128971583,0.21947216128971583,axis_score,0.0,9
price_family_ma12_structural_linked,alameda_county_ca__county,2009-10-31,demand,0.158321768565671,0.158321768565671,axis_score,0.0,10
price_family_ma12_structural_linked,alameda_county_ca__county,2009-11-30,demand,0.20845454327190008,0.20845454327190008,axis_score,0.0,11
price_family_ma12_structural_linked,alameda_county_ca__county,2009-12-31,demand,-0.3418655362996212,-0.3418655362996212,axis_score,0.0,12
price_family_ma12_structural_linked,alameda_county_ca__county,2010-01-31,demand,0.07409159931061927,0.07409159931061927,axis_score,0.0,1
price_family_ma12_structural_linked,alameda_county_ca__county,2010-02-28,demand,0.008134101641221608,0.008134101641221608,axis_score,0.0,2
price_family_ma12_structural_linked,alameda_county_ca__county,2010-03-31,demand,0.019669984298144958,0.019669984298144958,axis_score,0.0,3
price_family_ma12_structural_linked,alameda_county_ca__county,2010-04-30,demand,-0.0912827674217321,-0.0912827674217321,axis_score,0.0,4
price_family_ma12_structural_linked,alameda_county_ca__county,2010-05-31,demand,0.12942325506392074,0.12942325506392074,axis_score,0.0,5
price_family_ma12_structural_linked,alameda_county_ca__county,2010-06-30,demand,-0.014807870493807348,-0.014807870493807348,axis_score,0.0,6
price_family_ma12_structural_linked,alameda_county_ca__county,2010-07-31,demand,0.060978616361459535,0.060978616361459535,axis_score,0.0,7
price_family_ma12_structural_linked,alameda_county_ca__county,2010-08-31,demand,0.007068778486053316,0.007068778486053316,axis_score,0.0,8
price_family_ma12_structural_linked,alameda_county_ca__county,2010-09-30,demand,0.38562971018479125,0.38562971018479125,axis_score,0.0,9
