candidate_id,geo_id,series_type,series_key,comparison,direction,baseline_turn_date,challenger_turn_date,baseline_turn_value_raw,baseline_turn_value_review,challenger_turn_value_raw,challenger_turn_value_review,signed_lag_months,absolute_lag_months,matched,baseline_meaningful_turn_count,challenger_meaningful_turn_count,matched_turn_count,baseline_unmatched_turn_count,challenger_unmatched_turn_count,matched_turn_share,median_absolute_lag_months_by_series,p90_absolute_lag_months_by_series,maximum_absolute_lag_months_by_series,review_smoother,turn_prominence_minimum,turn_minimum_separation_months,turn_prominence_window_months,turn_prominence_min_side_observations,turn_prominence_min_side_coverage_months,turn_max_match_window_months,source,flag_type,severity,detail
price_family_ma6_structural_linked,alameda_county_ca__county,dimension_score,affordability,,trough,,2025-08-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,trough unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,dimension_score,price,,peak,2020-04-30 00:00:00,2019-09-30 00:00:00,,,,,-7.0,,,,,,,,,,,,,,,,,,,chronology_flags,chronology_inversion_review,review,challenger turn materially precedes baseline/raw-source turn
price_family_ma6_structural_linked,alameda_county_ca__county,dimension_score,price,,peak,2024-04-30 00:00:00,2023-09-30 00:00:00,,,,,-7.0,,,,,,,,,,,,,,,,,,,chronology_flags,chronology_inversion_review,review,challenger turn materially precedes baseline/raw-source turn
price_family_ma6_structural_linked,alameda_county_ca__county,dimension_score,price,,peak,2025-04-30 00:00:00,2024-07-31 00:00:00,,,,,-9.0,,,,,,,,,,,,,,,,,,,chronology_flags,chronology_inversion_review,review,challenger turn materially precedes baseline/raw-source turn
price_family_ma6_structural_linked,alameda_county_ca__county,dimension_score,price,,peak,2025-04-30 00:00:00,2024-07-31 00:00:00,,,,,-9.0,,,,,,,,,,,,,,,,,,,chronology_flags,large_lag_relative_to_observed_distribution,review,"absolute lag 9.0 months exceeds group p90 8.2 for ('alameda_county_ca__county', 'dimension_score', 'price', 'score_vs_baseline', 'peak')"
price_family_ma6_structural_linked,alameda_county_ca__county,dimension_score,price,,,,,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,missing_segment_coverage,review,gfc_housing_correction has 0 overlapping observations
price_family_ma6_structural_linked,alameda_county_ca__county,dimension_score,price,,,,,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,missing_segment_coverage,review,pre_gfc_early_history has 0 overlapping observations
price_family_ma6_structural_linked,alameda_county_ca__county,dimension_score,price,,peak,2015-05-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,peak unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,dimension_score,price,,peak,2017-04-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,peak unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,dimension_score,price,,peak,2022-04-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,peak unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,dimension_score,price,,trough,,2016-02-29 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,trough unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,dimension_score,price,,trough,,2022-02-28 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,trough unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,dimension_score,price,,trough,,2025-02-28 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,trough unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,median_ppsf,,peak,2020-04-30 00:00:00,2019-09-30 00:00:00,,,,,-7.0,,,,,,,,,,,,,,,,,,,chronology_flags,chronology_inversion_review,review,challenger turn materially precedes baseline/raw-source turn
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,median_ppsf,,peak,2020-04-30 00:00:00,2019-09-30 00:00:00,,,,,-7.0,,,,,,,,,,,,,,,,,,,chronology_flags,large_lag_relative_to_observed_distribution,review,"absolute lag 7.0 months exceeds group p90 5.4 for ('alameda_county_ca__county', 'metric_score', 'median_ppsf', 'score_vs_baseline', 'peak')"
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,median_ppsf,,,,,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,missing_segment_coverage,review,gfc_housing_correction has 0 overlapping observations
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,median_ppsf,,,,,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,missing_segment_coverage,review,pre_gfc_early_history has 0 overlapping observations
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,median_ppsf,,peak,2017-04-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,peak unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,median_ppsf,,peak,2022-04-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,peak unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,median_ppsf,,peak,2025-04-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,peak unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,median_ppsf,,peak,2025-10-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,peak unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,median_ppsf,,trough,2019-08-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,trough unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,median_ppsf,,trough,,2016-02-29 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,trough unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,median_ppsf,,trough,,2022-02-28 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,trough unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,median_ppsf,,trough,,2025-02-28 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,trough unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,median_sale_price,,peak,2020-04-30 00:00:00,2019-09-30 00:00:00,,,,,-7.0,,,,,,,,,,,,,,,,,,,chronology_flags,chronology_inversion_review,review,challenger turn materially precedes baseline/raw-source turn
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,median_sale_price,,peak,2024-04-30 00:00:00,2023-09-30 00:00:00,,,,,-7.0,,,,,,,,,,,,,,,,,,,chronology_flags,chronology_inversion_review,review,challenger turn materially precedes baseline/raw-source turn
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,median_sale_price,,peak,2025-04-30 00:00:00,2024-07-31 00:00:00,,,,,-9.0,,,,,,,,,,,,,,,,,,,chronology_flags,chronology_inversion_review,review,challenger turn materially precedes baseline/raw-source turn
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,median_sale_price,,trough,2023-01-31 00:00:00,2022-02-28 00:00:00,,,,,-11.0,,,,,,,,,,,,,,,,,,,chronology_flags,chronology_inversion_review,review,challenger turn materially precedes baseline/raw-source turn
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,median_sale_price,,trough,2023-08-31 00:00:00,2023-02-28 00:00:00,,,,,-6.0,,,,,,,,,,,,,,,,,,,chronology_flags,chronology_inversion_review,review,challenger turn materially precedes baseline/raw-source turn
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,median_sale_price,,peak,2025-04-30 00:00:00,2024-07-31 00:00:00,,,,,-9.0,,,,,,,,,,,,,,,,,,,chronology_flags,large_lag_relative_to_observed_distribution,review,"absolute lag 9.0 months exceeds group p90 8.2 for ('alameda_county_ca__county', 'metric_score', 'median_sale_price', 'score_vs_baseline', 'peak')"
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,median_sale_price,,,,,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,missing_segment_coverage,review,gfc_housing_correction has 0 overlapping observations
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,median_sale_price,,,,,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,missing_segment_coverage,review,pre_gfc_early_history has 0 overlapping observations
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,median_sale_price,,peak,2015-05-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,peak unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,median_sale_price,,peak,2015-12-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,peak unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,median_sale_price,,peak,2017-04-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,peak unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,median_sale_price,,peak,2022-04-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,peak unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,median_sale_price,,peak,2025-10-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,peak unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,median_sale_price,,trough,,2016-02-29 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,trough unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,median_sale_price,,trough,,2025-02-28 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,trough unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,payment_burden,,peak,2017-02-28 00:00:00,2016-04-30 00:00:00,,,,,-10.0,,,,,,,,,,,,,,,,,,,chronology_flags,chronology_inversion_review,review,challenger turn materially precedes baseline/raw-source turn
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,payment_burden,,trough,2017-08-31 00:00:00,2016-10-31 00:00:00,,,,,-10.0,,,,,,,,,,,,,,,,,,,chronology_flags,chronology_inversion_review,review,challenger turn materially precedes baseline/raw-source turn
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,payment_burden,,trough,2018-06-30 00:00:00,2017-09-30 00:00:00,,,,,-9.0,,,,,,,,,,,,,,,,,,,chronology_flags,chronology_inversion_review,review,challenger turn materially precedes baseline/raw-source turn
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,payment_burden,,trough,2022-04-30 00:00:00,2021-10-31 00:00:00,,,,,-6.0,,,,,,,,,,,,,,,,,,,chronology_flags,chronology_inversion_review,review,challenger turn materially precedes baseline/raw-source turn
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,payment_burden,,,,,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,missing_segment_coverage,review,gfc_housing_correction has 0 overlapping observations
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,payment_burden,,,,,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,missing_segment_coverage,review,pre_gfc_early_history has 0 overlapping observations
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,payment_burden,,peak,2020-01-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,peak unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,payment_burden,,peak,2025-02-28 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,peak unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,payment_burden,,trough,2016-05-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,trough unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,price_to_income,,,,,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,missing_segment_coverage,review,gfc_housing_correction has 0 overlapping observations
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,price_to_income,,,,,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,missing_segment_coverage,review,pre_gfc_early_history has 0 overlapping observations
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,price_to_income,,peak,2020-01-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,peak unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,price_to_income,,peak,2025-09-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,peak unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,price_to_income,,peak,,2016-04-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,peak unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,price_to_income,,peak,,2022-02-28 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,peak unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,price_to_income,,trough,2016-06-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,trough unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,price_to_income,,trough,2022-04-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,trough unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,price_to_income,,trough,,2019-10-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,trough unmatched
price_family_ma6_structural_linked,alameda_county_ca__county,metric_score,price_to_income,,trough,,2025-08-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,trough unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,axis_score,demand,,,,,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,missing_segment_coverage,review,pre_gfc_early_history has 0 overlapping observations
price_family_ma6_structural_linked,district_of_columbia_dc__county,axis_score,demand,,trough,,2021-03-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,trough unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,dimension_score,affordability,,trough,2017-05-31 00:00:00,2017-01-31 00:00:00,,,,,-4.0,,,,,,,,,,,,,,,,,,,chronology_flags,chronology_inversion_review,review,challenger turn materially precedes baseline/raw-source turn
price_family_ma6_structural_linked,district_of_columbia_dc__county,dimension_score,affordability,,,,,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,missing_segment_coverage,review,gfc_housing_correction has 0 overlapping observations
price_family_ma6_structural_linked,district_of_columbia_dc__county,dimension_score,affordability,,,,,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,missing_segment_coverage,review,pre_gfc_early_history has 0 overlapping observations
price_family_ma6_structural_linked,district_of_columbia_dc__county,dimension_score,affordability,,peak,2018-09-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,peak unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,dimension_score,affordability,,trough,2016-07-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,trough unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,dimension_score,affordability,,trough,2020-10-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,trough unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,dimension_score,affordability,,trough,2021-06-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,trough unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,dimension_score,affordability,,trough,,2018-09-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,trough unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,dimension_score,price,,peak,2017-03-31 00:00:00,2016-10-31 00:00:00,,,,,-5.0,,,,,,,,,,,,,,,,,,,chronology_flags,chronology_inversion_review,review,challenger turn materially precedes baseline/raw-source turn
price_family_ma6_structural_linked,district_of_columbia_dc__county,dimension_score,price,,peak,2018-12-31 00:00:00,2018-09-30 00:00:00,,,,,-3.0,,,,,,,,,,,,,,,,,,,chronology_flags,chronology_inversion_review,review,challenger turn materially precedes baseline/raw-source turn
price_family_ma6_structural_linked,district_of_columbia_dc__county,dimension_score,price,,peak,2024-06-30 00:00:00,2023-09-30 00:00:00,,,,,-9.0,,,,,,,,,,,,,,,,,,,chronology_flags,chronology_inversion_review,review,challenger turn materially precedes baseline/raw-source turn
price_family_ma6_structural_linked,district_of_columbia_dc__county,dimension_score,price,,peak,2025-04-30 00:00:00,2024-08-31 00:00:00,,,,,-8.0,,,,,,,,,,,,,,,,,,,chronology_flags,chronology_inversion_review,review,challenger turn materially precedes baseline/raw-source turn
price_family_ma6_structural_linked,district_of_columbia_dc__county,dimension_score,price,,peak,2026-01-31 00:00:00,2025-09-30 00:00:00,,,,,-4.0,,,,,,,,,,,,,,,,,,,chronology_flags,chronology_inversion_review,review,challenger turn materially precedes baseline/raw-source turn
price_family_ma6_structural_linked,district_of_columbia_dc__county,dimension_score,price,,peak,2024-06-30 00:00:00,2023-09-30 00:00:00,,,,,-9.0,,,,,,,,,,,,,,,,,,,chronology_flags,large_lag_relative_to_observed_distribution,review,"absolute lag 9.0 months exceeds group p90 8.4 for ('district_of_columbia_dc__county', 'dimension_score', 'price', 'score_vs_baseline', 'peak')"
price_family_ma6_structural_linked,district_of_columbia_dc__county,dimension_score,price,,,,,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,missing_segment_coverage,review,gfc_housing_correction has 0 overlapping observations
price_family_ma6_structural_linked,district_of_columbia_dc__county,dimension_score,price,,,,,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,missing_segment_coverage,review,pre_gfc_early_history has 0 overlapping observations
price_family_ma6_structural_linked,district_of_columbia_dc__county,dimension_score,price,,peak,2015-05-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,peak unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,dimension_score,price,,peak,2018-05-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,peak unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,dimension_score,price,,peak,2022-04-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,peak unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,dimension_score,price,,trough,2019-07-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,trough unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,dimension_score,price,,trough,,2017-04-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,trough unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,dimension_score,price,,trough,,2025-03-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,trough unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,median_ppsf,,,,,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,missing_segment_coverage,review,gfc_housing_correction has 0 overlapping observations
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,median_ppsf,,,,,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,missing_segment_coverage,review,pre_gfc_early_history has 0 overlapping observations
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,median_ppsf,,peak,2015-06-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,peak unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,median_ppsf,,peak,2020-04-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,peak unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,median_ppsf,,peak,,2023-09-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,peak unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,median_ppsf,,trough,2016-08-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,trough unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,median_ppsf,,trough,2025-12-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,trough unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,median_sale_price,,peak,2025-12-31 00:00:00,2025-09-30 00:00:00,,,,,-3.0,,,,,,,,,,,,,,,,,,,chronology_flags,chronology_inversion_review,review,challenger turn materially precedes baseline/raw-source turn
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,median_sale_price,,peak,2015-11-30 00:00:00,2016-10-31 00:00:00,,,,,11.0,,,,,,,,,,,,,,,,,,,chronology_flags,large_lag_relative_to_observed_distribution,review,"absolute lag 11.0 months exceeds group p90 8.200000000000001 for ('district_of_columbia_dc__county', 'metric_score', 'median_sale_price', 'score_vs_baseline', 'peak')"
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,median_sale_price,,,,,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,missing_segment_coverage,review,gfc_housing_correction has 0 overlapping observations
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,median_sale_price,,,,,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,missing_segment_coverage,review,pre_gfc_early_history has 0 overlapping observations
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,median_sale_price,,peak,2015-05-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,peak unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,median_sale_price,,peak,2022-04-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,peak unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,median_sale_price,,peak,2023-04-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,peak unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,median_sale_price,,peak,2025-04-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,peak unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,median_sale_price,,peak,,2019-04-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,peak unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,median_sale_price,,peak,,2020-10-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,peak unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,median_sale_price,,trough,,2016-02-29 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,trough unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,median_sale_price,,trough,,2017-04-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,trough unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,median_sale_price,,trough,,2023-02-28 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,trough unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,median_sale_price,,trough,,2025-02-28 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,trough unmatched
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,payment_burden,,trough,2017-05-31 00:00:00,2017-02-28 00:00:00,,,,,-3.0,,,,,,,,,,,,,,,,,,,chronology_flags,chronology_inversion_review,review,challenger turn materially precedes baseline/raw-source turn
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,payment_burden,,,,,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,missing_segment_coverage,review,gfc_housing_correction has 0 overlapping observations
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,payment_burden,,,,,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,missing_segment_coverage,review,pre_gfc_early_history has 0 overlapping observations
price_family_ma6_structural_linked,district_of_columbia_dc__county,metric_score,payment_burden,,peak,2018-09-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,chronology_flags,unmatched_turning_point,review,peak unmatched
