candidate_id,geo_id,date,series_key,baseline_metric_score,challenger_metric_score,series_type,difference_challenger_minus_baseline,calendar_month
price_family_ma9_structural_linked,alameda_county_ca__county,2008-12-31,demand,0.98,0.98,axis_score,0.0,12
price_family_ma9_structural_linked,alameda_county_ca__county,2009-04-30,demand,-0.07444444444444444,-0.07444444444444444,axis_score,0.0,4
price_family_ma9_structural_linked,alameda_county_ca__county,2009-05-31,demand,-0.15081456456456455,-0.15081456456456455,axis_score,0.0,5
price_family_ma9_structural_linked,alameda_county_ca__county,2009-06-30,demand,0.13347278067541227,0.13347278067541227,axis_score,0.0,6
price_family_ma9_structural_linked,alameda_county_ca__county,2009-07-31,demand,0.45001272324956537,0.45001272324956537,axis_score,0.0,7
price_family_ma9_structural_linked,alameda_county_ca__county,2009-08-31,demand,-0.099821754084912,-0.099821754084912,axis_score,0.0,8
price_family_ma9_structural_linked,alameda_county_ca__county,2009-09-30,demand,0.21947216128971583,0.21947216128971583,axis_score,0.0,9
price_family_ma9_structural_linked,alameda_county_ca__county,2009-10-31,demand,0.158321768565671,0.158321768565671,axis_score,0.0,10
price_family_ma9_structural_linked,alameda_county_ca__county,2009-11-30,demand,0.20845454327190008,0.20845454327190008,axis_score,0.0,11
price_family_ma9_structural_linked,alameda_county_ca__county,2009-12-31,demand,-0.3418655362996212,-0.3418655362996212,axis_score,0.0,12
price_family_ma9_structural_linked,alameda_county_ca__county,2010-01-31,demand,0.07409159931061927,0.07409159931061927,axis_score,0.0,1
price_family_ma9_structural_linked,alameda_county_ca__county,2010-02-28,demand,0.008134101641221608,0.008134101641221608,axis_score,0.0,2
price_family_ma9_structural_linked,alameda_county_ca__county,2010-03-31,demand,0.019669984298144958,0.019669984298144958,axis_score,0.0,3
price_family_ma9_structural_linked,alameda_county_ca__county,2010-04-30,demand,-0.0912827674217321,-0.0912827674217321,axis_score,0.0,4
price_family_ma9_structural_linked,alameda_county_ca__county,2010-05-31,demand,0.12942325506392074,0.12942325506392074,axis_score,0.0,5
price_family_ma9_structural_linked,alameda_county_ca__county,2010-06-30,demand,-0.014807870493807348,-0.014807870493807348,axis_score,0.0,6
price_family_ma9_structural_linked,alameda_county_ca__county,2010-07-31,demand,0.060978616361459535,0.060978616361459535,axis_score,0.0,7
price_family_ma9_structural_linked,alameda_county_ca__county,2010-08-31,demand,0.007068778486053316,0.007068778486053316,axis_score,0.0,8
price_family_ma9_structural_linked,alameda_county_ca__county,2010-09-30,demand,0.38562971018479125,0.38562971018479125,axis_score,0.0,9
price_family_ma9_structural_linked,alameda_county_ca__county,2010-10-31,demand,0.021288580400498653,0.021288580400498653,axis_score,0.0,10
price_family_ma9_structural_linked,alameda_county_ca__county,2010-11-30,demand,0.09797836747157194,0.09797836747157194,axis_score,0.0,11
price_family_ma9_structural_linked,alameda_county_ca__county,2010-12-31,demand,0.41933124638115205,0.41933124638115205,axis_score,0.0,12
price_family_ma9_structural_linked,alameda_county_ca__county,2011-01-31,demand,-0.04362972706117341,-0.04362972706117341,axis_score,0.0,1
price_family_ma9_structural_linked,alameda_county_ca__county,2011-02-28,demand,0.21421507331446044,0.21421507331446044,axis_score,0.0,2
price_family_ma9_structural_linked,alameda_county_ca__county,2011-03-31,demand,0.28459293368582667,0.28459293368582667,axis_score,0.0,3
price_family_ma9_structural_linked,alameda_county_ca__county,2011-04-30,demand,0.21917436919528802,0.21917436919528802,axis_score,0.0,4
price_family_ma9_structural_linked,alameda_county_ca__county,2011-05-31,demand,0.3510322322804422,0.3510322322804422,axis_score,0.0,5
price_family_ma9_structural_linked,alameda_county_ca__county,2011-06-30,demand,0.19440053301455815,0.19440053301455815,axis_score,0.0,6
price_family_ma9_structural_linked,alameda_county_ca__county,2011-07-31,demand,0.42661368181406956,0.42661368181406956,axis_score,0.0,7
price_family_ma9_structural_linked,alameda_county_ca__county,2011-08-31,demand,0.4054836500585947,0.4054836500585947,axis_score,0.0,8
price_family_ma9_structural_linked,alameda_county_ca__county,2011-09-30,demand,0.48083185701440695,0.48083185701440695,axis_score,0.0,9
price_family_ma9_structural_linked,alameda_county_ca__county,2011-10-31,demand,0.4933317793317793,0.4933317793317793,axis_score,0.0,10
price_family_ma9_structural_linked,alameda_county_ca__county,2011-11-30,demand,0.47480198344193814,0.47480198344193814,axis_score,0.0,11
price_family_ma9_structural_linked,alameda_county_ca__county,2011-12-31,demand,0.4348606906945362,0.4348606906945362,axis_score,0.0,12
price_family_ma9_structural_linked,alameda_county_ca__county,2012-01-31,demand,0.20021915484476727,0.20021915484476727,axis_score,0.0,1
price_family_ma9_structural_linked,alameda_county_ca__county,2012-02-29,demand,0.5394781561913554,0.5394781561913554,axis_score,0.0,2
price_family_ma9_structural_linked,alameda_county_ca__county,2012-03-31,demand,0.4439579593853456,0.4439579593853456,axis_score,0.0,3
price_family_ma9_structural_linked,alameda_county_ca__county,2012-04-30,demand,0.3812068279631702,0.3812068279631702,axis_score,0.0,4
price_family_ma9_structural_linked,alameda_county_ca__county,2012-05-31,demand,0.4366844381942034,0.4366844381942034,axis_score,0.0,5
price_family_ma9_structural_linked,alameda_county_ca__county,2012-06-30,demand,0.37818389726752893,0.37818389726752893,axis_score,0.0,6
price_family_ma9_structural_linked,alameda_county_ca__county,2012-07-31,demand,0.5125999292330731,0.5125999292330731,axis_score,0.0,7
price_family_ma9_structural_linked,alameda_county_ca__county,2012-08-31,demand,0.28600729318638823,0.28600729318638823,axis_score,0.0,8
price_family_ma9_structural_linked,alameda_county_ca__county,2012-09-30,demand,0.5261890985654144,0.5261890985654144,axis_score,0.0,9
price_family_ma9_structural_linked,alameda_county_ca__county,2012-10-31,demand,0.4541928482190323,0.4541928482190323,axis_score,0.0,10
price_family_ma9_structural_linked,alameda_county_ca__county,2012-11-30,demand,0.40837573605707583,0.40837573605707583,axis_score,0.0,11
price_family_ma9_structural_linked,alameda_county_ca__county,2012-12-31,demand,0.6637984998260613,0.6637984998260613,axis_score,0.0,12
price_family_ma9_structural_linked,alameda_county_ca__county,2013-01-31,demand,0.4510607653889049,0.4510607653889049,axis_score,0.0,1
price_family_ma9_structural_linked,alameda_county_ca__county,2013-02-28,demand,0.6086963311253083,0.6086963311253083,axis_score,0.0,2
price_family_ma9_structural_linked,alameda_county_ca__county,2013-03-31,demand,0.5840118248030891,0.5840118248030891,axis_score,0.0,3
price_family_ma9_structural_linked,alameda_county_ca__county,2013-04-30,demand,0.5951693431900505,0.5951693431900505,axis_score,0.0,4
price_family_ma9_structural_linked,alameda_county_ca__county,2013-05-31,demand,0.5757000014304763,0.5757000014304763,axis_score,0.0,5
price_family_ma9_structural_linked,alameda_county_ca__county,2013-06-30,demand,0.40178710885141394,0.40178710885141394,axis_score,0.0,6
price_family_ma9_structural_linked,alameda_county_ca__county,2013-07-31,demand,0.5754700394196903,0.5754700394196903,axis_score,0.0,7
price_family_ma9_structural_linked,alameda_county_ca__county,2013-08-31,demand,0.4547010738662725,0.4547010738662725,axis_score,0.0,8
price_family_ma9_structural_linked,alameda_county_ca__county,2013-09-30,demand,0.5743579199895401,0.5743579199895401,axis_score,0.0,9
price_family_ma9_structural_linked,alameda_county_ca__county,2013-10-31,demand,0.3960307528452182,0.3960307528452182,axis_score,0.0,10
price_family_ma9_structural_linked,alameda_county_ca__county,2013-11-30,demand,0.5541283467974929,0.5541283467974929,axis_score,0.0,11
price_family_ma9_structural_linked,alameda_county_ca__county,2013-12-31,demand,0.3485531185098894,0.3485531185098894,axis_score,0.0,12
price_family_ma9_structural_linked,alameda_county_ca__county,2014-01-31,demand,0.34155737482813847,0.34155737482813847,axis_score,0.0,1
