geo_id,investigation_rank,dimension,priority_band,diagnostic_priority_score,configured_weight,mean_share_of_absolute_change,dominant_month_fraction,mean_absolute_axis_difference,dominant_dimension_changed_fraction,total_pair_cancellation_involvement,activity_priority_component,dominance_priority_component,sensitivity_priority_component,cancellation_priority_component,priority_reason
alameda_county_ca__county,1,demand,very_high,1.0,0.65,0.6529011095978471,0.8515625,0.08730030402786117,0.8527131782945736,3.6197424829580074,1.0,1.0,1.0,1.0,Large share of axis movement (65.3%); Dominant contributor in 85.2% of months; Large leave-one-out axis impact; Strong involvement in pairwise cancellation
alameda_county_ca__county,2,price,low,0.10513914808454825,0.15,0.1105559664734799,0.0625,0.010515158974015566,0.06976744186046512,3.0668569926118305,0.026196148944266397,0.0380952380952381,0.012798124873452617,0.5549810347458822,Moderate pairwise cancellation involvement
alameda_county_ca__county,3,capital_markets,low,0.10373327479376514,0.1,0.14057650147176545,0.0546875,0.012697147941034641,0.06201550387596899,2.8605851898136017,0.08009930077055669,0.02857142857142857,0.040851254137402454,0.3889523256457503,Moderate pairwise cancellation involvement
alameda_county_ca__county,4,affordability,low,0.0,0.1,0.09596642245690744,0.03125,0.009519713260645829,0.03875968992248062,2.377356127512539,0.0,0.0,0.0,0.0,Moderate share of axis movement (9.6%)
district_of_columbia_dc__county,1,demand,very_high,1.0,0.65,0.5579271246008952,0.7265625,0.08051961374060819,0.7286821705426356,4.569217579932075,1.0,1.0,1.0,1.0,Large share of axis movement (55.8%); Dominant contributor in 72.7% of months; Large leave-one-out axis impact; Strong involvement in pairwise cancellation
district_of_columbia_dc__county,2,price,moderate,0.2510082866884723,0.15,0.17424324039741776,0.125,0.018979267366390485,0.13178294573643412,4.524759113478959,0.14290296816030032,0.11494252873563218,0.1049849104997035,0.9734025868235553,Strong involvement in pairwise cancellation
district_of_columbia_dc__county,3,capital_markets,low,0.06049046329935862,0.1,0.15755764155895996,0.1015625,0.012697147941034643,0.10852713178294573,2.8976841056734126,0.10562963501366798,0.08045977011494253,0.013620594063356768,0.0,Moderate share of axis movement (15.8%)
district_of_columbia_dc__county,4,affordability,low,0.021658625110895953,0.1,0.11027199344272698,0.046875,0.011760609455466114,0.05426356589147287,3.139038218201958,0.0,0.0,0.0,0.1443908340726397,Moderate pairwise cancellation involvement
