geo_id,dimension,configured_weight,observations,first_date,last_date,mean_signed_score_change,mean_absolute_score_change,score_change_std,mean_signed_contribution_change,mean_absolute_contribution_change,contribution_change_std,mean_share_of_absolute_change,dominant_month_fraction,aligned_activity_total,opposing_activity_total,gross_activity_total,net_activity_total,mean_net_to_gross_ratio,active_months,mean_cancellation_rate_when_active,mean_effective_component_count_when_active,active_month_fraction,opposing_activity_fraction
alameda_county_ca__county,demand,0.65,128,2015-12-31,2026-07-31,-0.005772236496237191,0.1353574425431982,0.16282510122785815,-0.0037519537225541785,0.08798233765307882,0.10583631579810773,0.6529011095978471,0.8515625,11.196826161930195,0.064913057663894,11.261739219594089,11.131913104266301,0.9354838709677419,124,0.28111670969141034,1.9380496864140322,0.96875,0.005764034879350873
alameda_county_ca__county,capital_markets,0.1,128,2015-12-31,2026-07-31,-7.953238288229878e-05,0.12796344409324018,0.15766822029327923,-7.953238288235216e-06,0.012796344409323975,0.01576682202932789,0.14057650147176545,0.0546875,0.8631045483901756,0.7748275360032933,1.6379320843934688,0.0882770123868823,0.109375,128,0.27979587330255884,1.9306165764344896,1.0,0.473052297702694
alameda_county_ca__county,price,0.15,128,2015-12-31,2026-07-31,-0.011718749999999998,0.07064872435666733,0.10750296808197736,-0.0017578125000000007,0.01059730865350006,0.01612544521229658,0.1105559664734799,0.0625,0.7813819181798057,0.575073589468202,1.3564555076480076,0.2063083287116037,0.10569105691056911,123,0.2895567639583972,1.9542138376023932,0.9609375,0.423953153071225
alameda_county_ca__county,affordability,0.1,128,2015-12-31,2026-07-31,0.008671875,0.09594086020494659,0.14692760175015557,0.0008671874999999968,0.009594086020494625,0.014692760175015524,0.09596642245690744,0.03125,0.7443901948409322,0.4836528157823798,1.228043010623312,0.2607373790585524,0.09523809523809523,126,0.28423707764069467,1.9453882681239258,0.984375,0.3938402902817666
district_of_columbia_dc__county,demand,0.65,128,2015-12-31,2026-07-31,-0.003401807902794935,0.12484411265070261,0.16175723322614088,-0.0022111751368167083,0.08114867322295667,0.10514220159699157,0.5579271246008952,0.7265625,9.992160528477248,0.39486964406120617,10.387030172538454,9.597290884416042,0.728,125,0.34338179584545736,2.1681214311066306,0.9765625,0.03801564427002191
district_of_columbia_dc__county,price,0.15,128,2015-12-31,2026-07-31,-0.010247395833333329,0.12751695261793639,0.1840702864412338,-0.0015371093749999899,0.019127542892690412,0.02761054296618503,0.17424324039741776,0.125,1.6399137202177254,0.8084117700466472,2.4483254902643727,0.8315019501710783,0.12903225806451613,124,0.3440867924422065,2.1805422231864346,0.96875,0.33018966361345775
district_of_columbia_dc__county,capital_markets,0.1,128,2015-12-31,2026-07-31,-7.953238288229878e-05,0.12796344409324018,0.15766822029327923,-7.953238288235216e-06,0.012796344409323975,0.01576682202932789,0.15755764155895996,0.1015625,1.0782990460400925,0.5596330383533763,1.6379320843934688,0.5186660076867163,0.25,128,0.33533378500532945,2.150445696660202,1.0,0.3416704780898227
district_of_columbia_dc__county,affordability,0.1,128,2015-12-31,2026-07-31,0.003320312500000007,0.11852489216836978,0.20351005105295958,0.0003320312500000031,0.011852489216836943,0.020351005105295923,0.11027199344272698,0.046875,0.9467759259104953,0.5703426938446335,1.5171186197551287,0.37643323206586177,0.1746031746031746,126,0.34065654349747754,2.1687067394643322,0.984375,0.3759381016210123
