geo_id,removed_dimension,observations,first_date,last_date,baseline_mean_absolute_axis_change,counterfactual_mean_absolute_axis_change,change_in_mean_absolute_axis_change,baseline_axis_change_std,counterfactual_axis_change_std,change_in_axis_change_std,baseline_mean_gross_activity,counterfactual_mean_gross_activity,change_in_mean_gross_activity,baseline_mean_cancellation_rate,counterfactual_mean_cancellation_rate,change_in_mean_cancellation_rate,baseline_mean_effective_component_count,counterfactual_mean_effective_component_count,change_in_mean_effective_component_count,dominant_dimension_changed_fraction,mean_absolute_axis_difference,max_absolute_axis_difference,axis_difference_std
alameda_county_ca__county,demand,129,2015-11-30,2026-07-31,0.09059872732111116,0.019686396249063945,-0.07091233107204721,0.10985333329846757,0.025575203402744294,-0.08427812989572328,0.1200323242035572,0.032732020175696035,-0.08730030402786115,0.27979587330255834,0.3646950020859348,0.08489912878337647,1.9306165764344865,2.1618381575993206,0.23122158116483416,0.8527131782945736,0.08730030402786117,0.2982416666666667,0.10542259961509981
alameda_county_ca__county,capital_markets,129,2015-11-30,2026-07-31,0.09059872732111116,0.090348704587504,-0.00025002273360714977,0.10985333329846757,0.10866548264836219,-0.0011878506501053765,0.1200323242035572,0.10733517626252256,-0.012697147941034631,0.27979587330255834,0.2069965581800733,-0.07279931512248505,1.9306165764344865,1.564524331182485,-0.36609224525200146,0.06201550387596899,0.012697147941034641,0.0374636879483422,0.015705112132886025
alameda_county_ca__county,price,129,2015-11-30,2026-07-31,0.09059872732111116,0.09055317491766587,-4.555240344528144e-05,0.10985333329846757,0.10889989419937542,-0.0009534390990921515,0.1200323242035572,0.10951716522954162,-0.010515158974015573,0.27979587330255834,0.19772143658878688,-0.08207443671377146,1.9306165764344865,1.6199126998246727,-0.3107038766098138,0.06976744186046512,0.010515158974015566,0.08966666666666669,0.01606307728302895
alameda_county_ca__county,affordability,129,2015-11-30,2026-07-31,0.09059872732111116,0.08906783914946437,-0.0015308881716467881,0.10985333329846757,0.10792051967834092,-0.00193281362012665,0.1200323242035572,0.11051261094291137,-0.009519713260645823,0.27979587330255834,0.2244667262193634,-0.055329147083194946,1.9306165764344865,1.6325262114446635,-0.298090364989823,0.03875968992248062,0.009519713260645829,0.053837238153123204,0.014635453204136312
district_of_columbia_dc__county,demand,129,2015-11-30,2026-07-31,0.08778210910340853,0.025551416100337263,-0.06223069300307127,0.11285773147485667,0.035251842230664486,-0.07760588924419218,0.12395663850349943,0.04343702476289125,-0.08051961374060818,0.3353337850053292,0.41606247247422357,0.08072868746889439,2.1504456966601984,2.1119729048720783,-0.03847279178812002,0.7286821705426356,0.08051961374060819,0.31633333333333324,0.10473086549916354
district_of_columbia_dc__county,price,129,2015-11-30,2026-07-31,0.08778210910340853,0.08612409840394374,-0.001658010699464793,0.11285773147485667,0.11096695784345255,-0.0018907736314041218,0.12395663850349943,0.10497737113710894,-0.018979267366390495,0.3353337850053292,0.23368949503053998,-0.10164428997478919,2.1504456966601984,1.710271010012244,-0.44017468664795434,0.13178294573643412,0.018979267366390485,0.1348931623931624,0.027502810781980344
district_of_columbia_dc__county,capital_markets,129,2015-11-30,2026-07-31,0.08778210910340853,0.0851820281042089,-0.0026000809991996304,0.11285773147485667,0.10853851466070008,-0.00431921681415659,0.12395663850349943,0.11125949056246477,-0.012697147941034659,0.3353337850053292,0.27406581179400136,-0.06126797321132782,2.1504456966601984,1.760283589707376,-0.3901621069528223,0.10852713178294573,0.012697147941034643,0.0374636879483422,0.015705112132886025
district_of_columbia_dc__county,affordability,129,2015-11-30,2026-07-31,0.08778210910340853,0.0860326959389949,-0.0017494131644136268,0.11285773147485667,0.11188970362307382,-0.0009680278517828489,0.12395663850349943,0.1121960290480333,-0.011760609455466128,0.3353337850053292,0.27955688736410267,-0.05577689764122651,2.1504456966601984,1.8343484981970952,-0.31609719846310314,0.05426356589147287,0.011760609455466114,0.10333132898364758,0.020271374195525972
